experiment,cell_id,peak_id,cell_intensity_mean,foci_intensity_peak,foci_intensity_mean_disk,foci_radius,signal_to_cell_ratio,foci_x,foci_y
Ex 3 day 181,5,47,0.0381,2.495,1.5097,2.83,65.57,918,528
Ex 3 day 181,5,48,0.0381,2.0853,1.507,3.3,54.8,915,497
Ex 3 day 181,5,49,0.0381,2.2812,1.8995,2.83,59.95,911,533
Ex 3 day 181,5,50,0.0381,2.4193,1.8436,2.83,63.58,923,504
Ex 3 day 181,5,51,0.0381,1.9482,1.4597,2.83,51.2,928,506
Ex 3 day 181,6,52,-0.0197,3.1705,2.7179,2.83,-161.1,948,535
Ex 3 day 181,6,53,-0.0197,3.1648,2.134,4.24,-160.81,976,543
Ex 3 day 181,6,54,-0.0197,2.2563,1.4799,3.3,-114.64,1001,517
Ex 3 day 181,6,55,-0.0197,1.7551,1.3158,2.83,-89.18,962,534
Ex 3 day 181,6,56,-0.0197,1.6567,1.245,3.77,-84.18,968,518
Ex 3 day 181,7,57,0.0781,4.7931,3.957,2.83,61.36,470,646
Ex 3 day 181,7,58,0.0781,4.0374,3.464,2.83,51.69,469,571
Ex 3 day 181,7,59,0.0781,4.2429,3.6602,2.83,54.32,491,638
Ex 3 day 181,7,60,0.0781,3.4513,2.9659,2.83,44.18,495,586
Ex 3 day 181,7,61,0.0781,3.369,2.5294,3.77,43.13,492,623
Ex 3 day 181,7,62,0.0781,3.534,3.1454,2.83,45.24,475,601
Ex 3 day 181,7,63,0.0781,3.089,2.4663,2.83,39.55,438,593
Ex 3 day 181,7,64,0.0781,3.1401,2.2841,3.3,40.2,444,652
Ex 3 day 181,7,65,0.0781,2.4846,2.2337,2.83,31.81,441,618
Ex 3 day 181,7,66,0.0781,2.7589,2.1415,3.3,35.32,516,613
Ex 3 day 181,7,67,0.0781,2.1672,1.8133,2.83,27.74,478,634
Ex 3 day 181,7,68,0.0781,1.9177,1.6627,2.83,24.55,460,606
Ex 3 day 181,7,69,0.0781,2.3827,2.0978,2.83,30.5,447,560
Ex 3 day 181,7,70,0.0781,2.3863,1.3543,3.3,30.55,447,572
Ex 3 day 181,7,71,0.0781,2.4362,2.171,2.83,31.19,403,607
Ex 3 day 181,7,72,0.0781,2.0975,1.7379,2.83,26.85,410,585
Ex 3 day 181,7,73,0.0781,2.0478,1.5662,2.83,26.22,461,559
Ex 3 day 181,7,74,0.0781,1.8693,1.4706,2.83,23.93,416,607
Ex 3 day 181,7,75,0.0781,2.0256,1.1655,4.24,25.93,453,587
Ex 3 day 181,7,76,0.0781,2.2853,1.4898,4.24,29.26,486,562
Ex 3 day 181,7,77,0.0781,1.71,1.3569,2.83,21.89,457,570
Ex 3 day 181,7,78,0.0781,2.2436,2.0021,2.83,28.72,435,580
Ex 3 day 181,7,79,0.0781,2.4942,2.222,2.83,31.93,429,579
Ex 3 day 181,7,80,0.0781,2.4433,2.0087,2.83,31.28,495,604
Ex 3 day 181,7,81,0.0781,1.8031,1.4135,2.83,23.08,489,571
Ex 3 day 181,7,82,0.0781,1.1902,0.942,2.83,15.24,465,631
Ex 3 day 181,8,83,0.0616,4.2965,3.171,3.3,69.78,340,701
Ex 3 day 181,8,84,0.0616,4.4504,2.9867,3.3,72.28,390,681
Ex 3 day 181,8,85,0.0616,4.4802,3.123,2.83,72.77,347,744
Ex 3 day 181,8,86,0.0616,3.893,2.8342,3.3,63.23,304,687
Ex 3 day 181,8,87,0.0616,3.6633,2.7155,3.77,59.5,339,668
Ex 3 day 181,8,88,0.0616,3.3239,2.3313,3.3,53.99,409,688
Ex 3 day 181,8,89,0.0616,2.6944,2.3437,2.83,43.76,401,717
Ex 3 day 181,8,90,0.0616,2.1305,1.7904,2.83,34.6,374,717
Ex 3 day 181,8,91,0.0616,2.7407,2.1645,2.83,44.51,339,681
Ex 3 day 181,8,92,0.0616,2.3582,1.5044,3.3,38.3,362,735
Ex 3 day 181,8,93,0.0616,2.474,1.8707,2.83,40.18,396,703
Ex 3 day 181,8,94,0.0616,2.7263,1.9025,3.3,44.28,407,673
Ex 3 day 181,8,95,0.0616,1.9692,1.3226,2.83,31.98,371,650
Ex 3 day 181,8,96,0.0616,2.685,1.9687,2.83,43.61,324,710
Ex 3 day 181,8,97,0.0616,0.7938,1.2674,3.77,12.89,406,704
Ex 3 day 181,8,98,0.0616,2.2575,1.4035,3.77,36.67,347,722
Ex 3 day 181,8,99,0.0616,2.2092,1.6908,2.83,35.88,361,701
Ex 3 day 181,8,100,0.0616,1.8361,1.4326,3.3,29.82,386,758
Ex 3 day 181,8,101,0.0616,1.2729,1.2128,2.83,20.67,386,746
Ex 3 day 181,8,102,0.0616,1.5824,1.1516,4.71,25.7,371,745
Ex 3 day 181,8,103,0.0616,1.8104,1.3878,2.83,29.4,320,719
Ex 3 day 181,8,104,0.0616,2.6346,2.0314,2.83,42.79,385,716
Ex 3 day 181,8,105,0.0616,1.9079,1.543,2.83,30.99,329,728
Ex 3 day 181,8,106,0.0616,2.0455,1.4723,3.77,33.22,360,685
Ex 3 day 181,8,107,0.0616,1.852,1.3957,2.83,30.08,369,683
Ex 3 day 181,8,108,0.0616,1.0799,0.8834,3.3,17.54,372,727
Ex 3 day 181,8,109,0.0616,1.9215,1.6546,2.83,31.21,357,692
Ex 3 day 181,8,110,0.0616,1.9313,1.445,2.83,31.37,357,749
Ex 3 day 181,8,111,0.0616,1.6421,0.9573,4.24,26.67,356,715
Ex 3 day 181,8,112,0.0616,2.0337,1.0298,5.19,33.03,378,698
Ex 3 day 181,8,113,0.0616,1.5652,1.1687,2.83,25.42,328,715
Ex 3 day 181,8,114,0.0616,1.8541,1.4512,2.83,30.11,366,674
Ex 3 day 181,8,115,0.0616,2.2289,1.3444,2.83,36.2,349,738
Ex 3 day 181,11,116,0.0495,3.4957,2.7383,2.83,70.67,781,924
Ex 3 day 181,11,117,0.0495,2.7947,2.1688,2.83,56.5,786,903
Ex 3 day 181,11,118,0.0495,2.8959,2.1661,3.77,58.54,814,917
Ex 3 day 181,11,119,0.0495,1.9695,1.5176,5.19,39.81,787,879
Ex 3 day 181,11,120,0.0495,1.9001,1.4378,2.83,38.41,817,877
Ex 3 day 181,11,121,0.0495,2.0626,1.7059,2.83,41.7,813,867
Ex 3 day 181,11,122,0.0495,2.5341,1.6652,3.77,51.23,802,888
Ex 3 day 181,11,123,0.0495,2.6442,1.8612,3.3,53.45,836,881
Ex 3 day 181,11,124,0.0495,2.2413,1.8972,2.83,45.31,800,912
Ex 3 day 181,11,125,0.0495,1.0718,1.3831,4.24,21.67,800,920
Ex 3 day 181,11,126,0.0495,2.337,2.0935,2.83,47.24,841,889
Ex 3 day 181,11,127,0.0495,2.5478,2.0379,2.83,51.51,816,924
Ex 3 day 181,11,128,0.0495,1.9809,1.5915,2.83,40.05,768,900
Ex 3 day 181,11,129,0.0495,1.9978,1.6735,3.3,40.39,827,864
Ex 3 day 181,11,130,0.0495,1.9224,1.4662,2.83,38.86,811,882
Ex 3 day 181,11,131,0.0495,1.8549,1.5084,2.83,37.5,777,912
Ex 3 day 181,11,132,0.0495,1.8862,1.5757,2.83,38.13,804,924
Ex 3 day 181,12,133,0.7196,2.4153,2.0377,2.83,3.36,1148,966
Ex 3 day 181,12,134,0.7196,2.4259,1.9589,2.83,3.37,1147,956
Ex 3 day 181,12,135,0.7196,1.1935,0.9256,3.77,1.66,1181,965
Ex 3 day 181,12,136,0.7196,1.978,1.5752,2.83,2.75,1156,966
Ex 3 day 181,12,137,0.7196,1.8196,1.3532,2.83,2.53,1171,966
Ex 3 day 181,12,138,0.7196,1.8475,1.3405,2.83,2.57,1163,966
