experiment,cell_id,peak_id,cell_intensity_mean,foci_intensity_peak,foci_intensity_mean_disk,foci_radius,signal_to_cell_ratio,foci_x,foci_y
Ex 3 day 181,1,1,-0.0061,3.6023,2.361,4.24,-590.28,996,284
Ex 3 day 181,1,2,-0.0061,3.1229,2.2722,3.3,-511.71,1000,261
Ex 3 day 181,1,3,-0.0061,2.8585,2.2193,4.71,-468.4,1066,284
Ex 3 day 181,1,4,-0.0061,3.1355,2.6183,2.83,-513.79,1014,246
Ex 3 day 181,1,5,-0.0061,2.6637,1.8941,3.77,-436.48,1053,261
Ex 3 day 181,1,6,-0.0061,1.7134,1.4577,2.83,-280.75,975,266
Ex 3 day 181,1,7,-0.0061,2.6283,2.0907,2.83,-430.68,1055,232
Ex 3 day 181,1,8,-0.0061,1.1492,1.1584,3.77,-188.31,1045,276
Ex 3 day 181,1,9,-0.0061,1.9395,1.3736,3.77,-317.81,984,225
Ex 3 day 181,1,10,-0.0061,1.6402,1.3064,2.83,-268.77,1017,257
Ex 3 day 181,4,11,0.0366,4.146,3.4914,2.83,113.23,338,392
Ex 3 day 181,4,12,0.0366,3.8149,2.8266,3.77,104.18,337,315
Ex 3 day 181,4,13,0.0366,4.0345,2.8017,3.3,110.18,267,296
Ex 3 day 181,4,14,0.0366,4.1529,2.8415,3.3,113.41,290,293
Ex 3 day 181,4,15,0.0366,3.4977,2.4988,3.77,95.52,262,314
Ex 3 day 181,4,16,0.0366,3.5295,2.4956,3.3,96.39,313,288
Ex 3 day 181,4,17,0.0366,3.5666,2.0513,4.24,97.4,242,315
Ex 3 day 181,4,18,0.0366,3.5194,3.0568,2.83,96.11,287,306
Ex 3 day 181,4,19,0.0366,3.1665,2.3279,3.77,86.48,284,376
Ex 3 day 181,4,20,0.0366,3.458,2.9319,2.83,94.44,307,321
Ex 3 day 181,4,21,0.0366,3.1937,2.457,3.3,87.22,323,389
Ex 3 day 181,4,22,0.0366,3.2935,2.7279,2.83,89.94,254,373
Ex 3 day 181,4,23,0.0366,3.1573,2.2529,3.77,86.22,272,359
Ex 3 day 181,4,24,0.0366,2.9774,2.1631,3.77,81.31,272,384
Ex 3 day 181,4,25,0.0366,3.35,2.428,3.77,91.49,313,367
Ex 3 day 181,4,26,0.0366,2.9071,2.0503,4.24,79.39,306,343
Ex 3 day 181,4,27,0.0366,2.6732,2.301,2.83,73.0,297,381
Ex 3 day 181,4,28,0.0366,3.0549,2.5371,2.83,83.43,290,392
Ex 3 day 181,4,29,0.0366,2.5214,2.0402,2.83,68.86,278,397
Ex 3 day 181,4,30,0.0366,2.8455,1.8884,4.24,77.71,261,350
Ex 3 day 181,4,31,0.0366,2.873,2.2966,2.83,78.46,328,296
Ex 3 day 181,4,32,0.0366,2.249,2.0056,2.83,61.42,341,349
Ex 3 day 181,4,33,0.0366,2.323,2.0182,2.83,63.44,348,355
Ex 3 day 181,4,34,0.0366,2.3281,1.888,2.83,63.58,333,368
Ex 3 day 181,4,35,0.0366,2.2765,1.9488,2.83,62.17,260,336
Ex 3 day 181,4,36,0.0366,2.0833,1.5673,3.3,56.89,270,333
Ex 3 day 181,4,37,0.0366,2.1702,1.7786,2.83,59.27,326,301
Ex 3 day 181,4,38,0.0366,1.552,1.333,2.83,42.38,316,299
Ex 3 day 181,4,39,0.0366,1.6669,1.3219,2.83,45.52,269,411
Ex 3 day 181,4,40,0.0366,1.6962,1.3478,4.71,46.32,283,339
Ex 3 day 181,4,41,0.0366,2.3541,2.0683,2.83,64.29,331,332
Ex 3 day 181,4,42,0.0366,1.4786,1.0966,2.83,40.38,319,306
Ex 3 day 181,4,43,0.0366,1.5131,1.303,2.83,41.32,302,316
Ex 3 day 181,4,44,0.0366,1.7755,1.5966,2.83,48.49,259,396
Ex 3 day 181,5,45,0.0381,4.3888,2.879,3.3,115.34,888,522
Ex 3 day 181,5,46,0.0381,2.9361,2.3125,2.83,77.16,897,500
