experiment,cell_id,peak_id,cell_intensity_mean,foci_intensity_peak,foci_intensity_mean_disk,foci_radius,signal_to_cell_ratio,foci_x,foci_y,cell_area
Ex 3 day 04,1,1,0.1182,2.8464,1.9305,4.24,24.08,585,7,5628
Ex 3 day 04,1,2,0.1182,2.6153,1.7845,4.24,22.13,589,34,5628
Ex 3 day 04,1,3,0.1182,2.53,1.9455,3.3,21.4,579,44,5628
Ex 3 day 04,1,4,0.1182,2.4889,2.0383,2.83,21.06,568,54,5628
Ex 3 day 04,1,5,0.1182,2.6117,1.9943,3.3,22.09,553,38,5628
Ex 3 day 04,1,6,0.1182,2.1744,1.4867,3.3,18.4,552,60,5628
Ex 3 day 04,1,7,0.1182,2.4162,1.8918,2.83,20.44,534,72,5628
Ex 3 day 04,1,8,0.1182,2.1104,1.7961,2.83,17.85,570,67,5628
Ex 3 day 04,1,9,0.1182,1.4978,1.0939,2.83,12.67,554,5,5628
Ex 3 day 04,1,10,0.1182,1.8116,1.4113,3.77,15.33,591,49,5628
Ex 3 day 04,1,11,0.1182,1.8094,1.3424,4.24,15.31,579,67,5628
Ex 3 day 04,3,12,0.0725,2.9994,1.9984,2.83,41.4,1135,24,4269
Ex 3 day 04,3,13,0.0725,2.1901,1.8737,2.83,30.23,1128,12,4269
Ex 3 day 04,4,14,0.0541,3.5452,2.9734,2.83,65.57,1381,19,2455
Ex 3 day 04,4,15,0.0541,2.527,1.9434,2.83,46.74,1341,10,2455
Ex 3 day 04,4,16,0.0541,3.0847,2.2143,2.83,57.06,1384,6,2455
Ex 3 day 04,4,17,0.0541,2.0228,1.7784,2.83,37.42,1364,14,2455
Ex 3 day 04,4,18,0.0541,2.7671,2.0348,2.83,51.18,1360,32,2455
Ex 3 day 04,4,19,0.0541,2.2425,1.7558,2.83,41.48,1354,9,2455
Ex 3 day 04,4,20,0.0541,2.648,2.0408,2.83,48.98,1338,3,2455
Ex 3 day 04,4,21,0.0541,1.8041,1.1256,3.3,33.37,1351,35,2455
Ex 3 day 04,4,22,0.0541,1.9043,1.638,2.83,35.22,1355,15,2455
Ex 3 day 04,4,23,0.0541,1.3195,0.7532,2.83,24.41,1391,4,2455
Ex 3 day 04,5,24,0.1114,2.5642,1.5182,4.24,23.03,785,50,4912
Ex 3 day 04,5,25,0.1114,1.9634,1.4347,2.83,17.63,798,52,4912
Ex 3 day 04,6,26,0.221,1.7431,1.0786,3.3,7.89,1191,21,546
Ex 3 day 04,7,27,0.0903,3.5594,2.9151,3.77,39.4,1363,60,3027
Ex 3 day 04,7,28,0.0903,2.6856,1.7421,4.24,29.73,1391,73,3027
Ex 3 day 04,7,29,0.0903,2.679,1.7869,3.3,29.66,1336,63,3027
Ex 3 day 04,7,30,0.0903,2.0824,1.6919,2.83,23.05,1348,61,3027
Ex 3 day 04,8,31,0.0982,3.0086,2.1565,3.3,30.63,877,168,4807
Ex 3 day 04,8,32,0.0982,2.3889,1.6792,4.24,24.32,898,169,4807
Ex 3 day 04,8,33,0.0982,2.4099,1.7582,3.3,24.53,893,143,4807
Ex 3 day 04,8,34,0.0982,1.8183,1.6158,3.77,18.51,908,158,4807
Ex 3 day 04,8,35,0.0982,2.4619,2.1017,2.83,25.06,908,147,4807
Ex 3 day 04,8,36,0.0982,2.1356,1.8545,2.83,21.74,892,130,4807
Ex 3 day 04,8,37,0.0982,1.9372,1.5815,2.83,19.72,865,157,4807
Ex 3 day 04,8,38,0.0982,1.5482,1.0734,5.19,15.76,891,155,4807
Ex 3 day 04,9,39,-0.0033,3.4877,2.679,2.83,-1057.54,809,216,11610
Ex 3 day 04,9,40,-0.0033,3.1566,2.5147,2.83,-957.17,850,205,11610
Ex 3 day 04,9,41,-0.0033,2.6123,2.3429,3.3,-792.1,810,158,11610
Ex 3 day 04,9,42,-0.0033,2.8317,2.1045,2.83,-858.65,866,200,11610
Ex 3 day 04,9,43,-0.0033,2.4655,1.4703,3.3,-747.6,788,218,11610
Ex 3 day 04,9,44,-0.0033,2.8087,1.9426,3.3,-851.65,799,227,11610
Ex 3 day 04,9,45,-0.0033,2.153,1.4619,4.24,-652.85,835,187,11610
Ex 3 day 04,9,46,-0.0033,2.7094,1.8039,3.77,-821.57,805,177,11610
Ex 3 day 04,9,47,-0.0033,2.5916,2.113,2.83,-785.84,846,174,11610
Ex 3 day 04,9,48,-0.0033,2.2519,1.8776,2.83,-682.81,796,167,11610
Ex 3 day 04,9,49,-0.0033,1.986,1.6438,4.24,-602.19,785,185,11610
Ex 3 day 04,9,50,-0.0033,2.0673,1.5929,2.83,-626.85,790,171,11610
Ex 3 day 04,9,51,-0.0033,2.3747,1.9675,2.83,-720.07,820,194,11610
Ex 3 day 04,9,52,-0.0033,2.4115,1.9798,2.83,-731.23,770,175,11610
Ex 3 day 04,9,53,-0.0033,2.0286,1.6987,2.83,-615.12,813,190,11610
Ex 3 day 04,9,54,-0.0033,1.842,1.5136,2.83,-558.53,798,201,11610
Ex 3 day 04,9,55,-0.0033,1.8926,1.219,3.3,-573.87,764,190,11610
Ex 3 day 04,9,56,-0.0033,2.2344,1.424,3.3,-677.52,819,242,11610
Ex 3 day 04,9,57,-0.0033,1.9719,1.4622,2.83,-597.92,863,187,11610
Ex 3 day 04,9,58,-0.0033,2.1157,1.4249,3.3,-641.53,818,173,11610
Ex 3 day 04,9,59,-0.0033,2.4258,1.9185,2.83,-735.55,839,145,11610
Ex 3 day 04,9,60,-0.0033,2.5725,2.049,2.83,-780.03,822,204,11610
Ex 3 day 04,9,61,-0.0033,1.5636,1.465,3.77,-474.13,844,161,11610
Ex 3 day 04,9,62,-0.0033,1.3915,0.9818,2.83,-421.95,834,150,11610
Ex 3 day 04,9,63,-0.0033,1.5994,1.2511,2.83,-484.98,752,169,11610
Ex 3 day 04,9,64,-0.0033,1.9969,1.6263,2.83,-605.51,795,193,11610
Ex 3 day 04,9,65,-0.0033,1.4327,1.125,2.83,-434.43,850,187,11610
Ex 3 day 04,9,66,-0.0033,1.7486,1.3045,2.83,-530.23,812,230,11610
Ex 3 day 04,9,67,-0.0033,1.774,1.4152,3.77,-537.93,803,151,11610
Ex 3 day 04,9,68,-0.0033,1.0584,0.9033,2.83,-320.94,825,256,11610
Ex 3 day 04,9,69,-0.0033,2.0467,1.5481,2.83,-620.62,857,187,11610
Ex 3 day 04,9,70,-0.0033,1.8904,1.5677,2.83,-573.2,877,235,11610
Ex 3 day 04,9,71,-0.0033,1.8299,1.3379,2.83,-554.86,869,256,11610
Ex 3 day 04,9,72,-0.0033,1.0211,0.6455,4.71,-309.63,776,210,11610
Ex 3 day 04,10,73,-0.0112,2.947,2.3555,2.83,-263.57,695,225,12693
Ex 3 day 04,10,74,-0.0112,2.4861,1.7747,3.77,-222.34,784,287,12693
Ex 3 day 04,10,75,-0.0112,2.5197,1.5535,3.77,-225.35,694,238,12693
Ex 3 day 04,10,76,-0.0112,2.1392,2.1093,3.3,-191.32,728,224,12693
Ex 3 day 04,10,77,-0.0112,2.7149,2.0374,2.83,-242.81,744,324,12693
Ex 3 day 04,10,78,-0.0112,2.4822,2.1453,2.83,-222.0,735,325,12693
Ex 3 day 04,10,79,-0.0112,2.369,1.721,3.3,-211.87,743,256,12693
Ex 3 day 04,10,80,-0.0112,1.9394,1.5187,2.83,-173.45,775,257,12693
Ex 3 day 04,10,81,-0.0112,1.7758,1.3167,2.83,-158.82,691,255,12693
Ex 3 day 04,10,82,-0.0112,2.2729,1.9284,2.83,-203.28,743,241,12693
Ex 3 day 04,10,83,-0.0112,2.5057,1.9976,2.83,-224.1,738,299,12693
Ex 3 day 04,10,84,-0.0112,1.4433,1.1984,2.83,-129.08,788,259,12693
Ex 3 day 04,10,85,-0.0112,1.7933,1.4788,2.83,-160.38,689,261,12693
Ex 3 day 04,10,86,-0.0112,1.2227,0.9066,4.24,-109.35,771,273,12693
Ex 3 day 04,10,87,-0.0112,1.6569,1.3338,2.83,-148.18,722,291,12693
Ex 3 day 04,10,88,-0.0112,1.668,1.3491,2.83,-149.18,787,251,12693
Ex 3 day 04,11,89,0.1516,3.7336,2.9807,2.83,24.62,637,228,5400
Ex 3 day 04,11,90,0.1516,2.9512,2.4,2.83,19.46,646,209,5400
Ex 3 day 04,11,91,0.1516,2.8205,1.8695,3.3,18.6,627,209,5400
Ex 3 day 04,11,92,0.1516,2.9518,1.9797,3.3,19.47,642,196,5400
Ex 3 day 04,11,93,0.1516,2.0824,1.7554,2.83,13.73,649,220,5400
Ex 3 day 04,11,94,0.1516,2.0363,1.5932,3.3,13.43,670,210,5400
Ex 3 day 04,11,95,0.1516,2.1604,1.7948,2.83,14.25,655,205,5400
Ex 3 day 04,11,96,0.1516,2.5968,2.0857,2.83,17.13,656,239,5400
Ex 3 day 04,11,97,0.1516,1.9978,1.4579,3.3,13.18,657,194,5400
Ex 3 day 04,11,98,0.1516,1.69,1.2812,2.83,11.15,674,277,5400
Ex 3 day 04,11,99,0.1516,1.7503,1.5333,3.77,11.54,653,250,5400
Ex 3 day 04,11,100,0.1516,1.7123,1.2866,4.71,11.29,661,239,5400
Ex 3 day 04,11,101,0.1516,1.5577,1.3202,3.77,10.27,623,238,5400
Ex 3 day 04,12,102,0.0999,3.5839,3.0737,2.83,35.88,65,231,2850
Ex 3 day 04,12,103,0.0999,2.4715,1.9029,2.83,24.74,88,225,2850
Ex 3 day 04,12,104,0.0999,2.3258,2.0156,2.83,23.29,90,237,2850
Ex 3 day 04,12,105,0.0999,2.6971,2.2054,2.83,27.0,73,248,2850
Ex 3 day 04,12,106,0.0999,2.1684,1.7059,2.83,21.71,91,245,2850
