experiment;cell_id;peak_id;cell_intensity_mean;foci_intensity_peak;foci_intensity_mean_disk;foci_radius;signal_to_cell_ratio;foci_x;foci_y;cell_area
Ex 3 day 1814;1;1;0,0263;4,3903;3,1080;3,3000;166,8100;853;211;19730
Ex 3 day 1814;1;2;0,0263;3,9629;2,8873;3,7700;150,5700;872;198;19730
Ex 3 day 1814;1;3;0,0263;3,6406;2,4449;4,2400;138,3200;790;174;19730
Ex 3 day 1814;1;4;0,0263;3,5341;2,7956;3,7700;134,2800;774;161;19730
Ex 3 day 1814;1;5;0,0263;3,6440;2,7520;3,7700;138,4500;835;150;19730
Ex 3 day 1814;1;6;0,0263;3,7974;2,8632;3,7700;144,2800;808;214;19730
Ex 3 day 1814;1;7;0,0263;3,5253;2,6980;3,7700;133,9400;892;175;19730
Ex 3 day 1814;1;8;0,0263;3,3900;2,3354;4,2400;128,8000;833;215;19730
Ex 3 day 1814;1;9;0,0263;3,6366;2,6479;3,7700;138,1700;882;212;19730
Ex 3 day 1814;1;10;0,0263;3,7060;2,6968;3,3000;140,8100;782;231;19730
Ex 3 day 1814;1;11;0,0263;3,5163;2,3865;3,3000;133,6000;828;240;19730
Ex 3 day 1814;1;12;0,0263;3,1932;2,4110;3,7700;121,3200;877;152;19730
Ex 3 day 1814;1;13;0,0263;2,8788;1,8863;4,2400;109,3800;807;184;19730
Ex 3 day 1814;1;14;0,0263;3,1096;2,3610;3,7700;118,1500;836;165;19730
Ex 3 day 1814;1;15;0,0263;3,0343;2,0065;4,2400;115,2800;751;216;19730
Ex 3 day 1814;1;16;0,0263;2,8423;1,8730;4,2400;107,9900;855;238;19730
Ex 3 day 1814;1;17;0,0263;2,3005;1,9217;2,8300;87,4000;813;198;19730
Ex 3 day 1814;1;18;0,0263;2,3538;1,9527;2,8300;89,4300;831;199;19730
Ex 3 day 1814;1;19;0,0263;1,5642;1,2829;3,7700;59,4300;847;180;19730
Ex 3 day 1814;1;20;0,0263;1,7878;1,5848;2,8300;67,9200;777;188;19730
Ex 3 day 1814;1;21;0,0263;1,8305;1,2069;4,2400;69,5500;863;163;19730
Ex 3 day 1814;1;22;0,0263;1,2961;1,0932;3,7700;49,2400;772;197;19730
Ex 3 day 1814;1;23;0,0263;2,1607;1,8058;2,8300;82,0900;818;170;19730
Ex 3 day 1814;2;24;0,0333;4,2370;3,0295;3,3000;127,3800;164;405;19982
Ex 3 day 1814;2;25;0,0333;4,0594;2,9074;3,3000;122,0400;138;375;19982
Ex 3 day 1814;2;26;0,0333;3,8350;2,6860;3,3000;115,3000;215;403;19982
Ex 3 day 1814;2;27;0,0333;3,1507;1,9444;5,1900;94,7200;172;323;19982
Ex 3 day 1814;2;28;0,0333;3,4680;2,3922;3,7700;104,2600;242;416;19982
Ex 3 day 1814;2;29;0,0333;3,4463;2,7171;3,7700;103,6100;143;422;19982
Ex 3 day 1814;2;30;0,0333;3,5352;2,5198;3,7700;106,2800;169;358;19982
Ex 3 day 1814;2;31;0,0333;3,0182;2,2563;3,7700;90,7400;182;374;19982
Ex 3 day 1814;2;32;0,0333;2,6360;1,9245;3,3000;79,2500;151;368;19982
Ex 3 day 1814;2;33;0,0333;3,1746;2,2767;3,7700;95,4400;122;402;19982
Ex 3 day 1814;2;34;0,0333;3,1833;2,2750;3,3000;95,7000;191;350;19982
Ex 3 day 1814;2;35;0,0333;3,1037;2,3075;3,3000;93,3100;123;460;19982
Ex 3 day 1814;2;36;0,0333;2,9785;1,9993;3,3000;89,5500;136;362;19982
Ex 3 day 1814;2;37;0,0333;2,8616;2,1447;3,7700;86,0300;235;346;19982
Ex 3 day 1814;2;38;0,0333;3,0810;2,1932;3,3000;92,6300;194;379;19982
Ex 3 day 1814;2;39;0,0333;2,9545;2,2491;3,7700;88,8300;170;424;19982
Ex 3 day 1814;2;40;0,0333;2,3696;1,7614;5,1900;71,2400;235;430;19982
Ex 3 day 1814;2;41;0,0333;2,5043;1,7573;3,3000;75,2900;156;444;19982
Ex 3 day 1814;2;42;0,0333;2,9389;1,8822;4,2400;88,3600;258;411;19982
Ex 3 day 1814;2;43;0,0333;2,8605;1,9927;3,3000;86,0000;259;437;19982
Ex 3 day 1814;2;44;0,0333;3,2244;1,9870;3,3000;96,9400;224;362;19982
Ex 3 day 1814;2;45;0,0333;2,4510;1,7339;3,7700;73,6900;210;386;19982
Ex 3 day 1814;2;46;0,0333;2,1063;1,6451;3,7700;63,3200;175;388;19982
Ex 3 day 1814;2;47;0,0333;2,0560;1,6438;3,7700;61,8100;246;356;19982
Ex 3 day 1814;2;48;0,0333;2,3997;1,9667;3,7700;72,1500;194;398;19982
Ex 3 day 1814;2;49;0,0333;2,0584;1,5900;4,7100;61,8800;245;385;19982
Ex 3 day 1814;2;50;0,0333;2,0445;1,6553;3,7700;61,4700;256;467;19982
Ex 3 day 1814;2;51;0,0333;2,5470;1,6998;3,3000;76,5700;228;460;19982
Ex 3 day 1814;2;52;0,0333;1,9254;1,3793;3,7700;57,8900;138;442;19982
Ex 3 day 1814;2;53;0,0333;1,7536;1,2473;3,3000;52,7200;156;425;19982
Ex 3 day 1814;2;54;0,0333;1,9513;1,6044;3,7700;58,6600;164;433;19982
Ex 3 day 1814;2;55;0,0333;2,0139;1,2875;3,3000;60,5500;234;454;19982
Ex 3 day 1814;2;56;0,0333;1,5536;1,1280;3,3000;46,7100;184;405;19982
Ex 3 day 1814;2;57;0,0333;1,8829;1,3107;3,3000;56,6100;228;403;19982
Ex 3 day 1814;2;58;0,0333;2,1725;1,8873;2,8300;65,3100;199;391;19982
Ex 3 day 1814;2;59;0,0333;1,9067;1,6368;2,8300;57,3200;131;389;19982
Ex 3 day 1814;2;60;0,0333;2,3712;1,6217;2,8300;71,2900;242;398;19982
Ex 3 day 1814;2;61;0,0333;1,8863;1,3464;3,7700;56,7100;185;362;19982
Ex 3 day 1814;2;62;0,0333;1,9083;1,0965;4,2400;57,3700;219;338;19982
Ex 3 day 1814;2;63;0,0333;1,2738;0,9532;3,3000;38,3000;223;439;19982
Ex 3 day 1814;3;64;0,0185;4,2505;3,1154;3,7700;230,2500;992;551;25940
Ex 3 day 1814;3;65;0,0185;3,9141;2,9701;3,7700;212,0300;1072;418;25940
Ex 3 day 1814;3;66;0,0185;3,6647;2,4520;4,2400;198,5200;1025;520;25940
Ex 3 day 1814;3;67;0,0185;3,5480;2,3806;4,2400;192,2000;1044;452;25940
Ex 3 day 1814;3;68;0,0185;3,1962;2,1416;3,3000;173,1400;998;480;25940
Ex 3 day 1814;3;69;0,0185;3,3608;2,2843;3,3000;182,0600;1095;437;25940
Ex 3 day 1814;3;70;0,0185;3,0095;1,9023;4,2400;163,0200;1018;440;25940
Ex 3 day 1814;3;71;0,0185;2,8625;2,1472;3,7700;155,0600;1028;495;25940
Ex 3 day 1814;3;72;0,0185;3,1549;2,2474;4,7100;170,9000;1062;495;25940
Ex 3 day 1814;3;73;0,0185;2,6197;1,9328;3,7700;141,9100;968;505;25940
Ex 3 day 1814;3;74;0,0185;2,7147;1,9479;3,7700;147,0600;996;444;25940
Ex 3 day 1814;3;75;0,0185;2,2319;1,7788;3,3000;120,9000;1088;506;25940
Ex 3 day 1814;3;76;0,0185;2,3747;1,7936;3,3000;128,6400;990;471;25940
Ex 3 day 1814;3;77;0,0185;2,4255;1,6697;4,2400;131,3900;1011;462;25940
Ex 3 day 1814;3;78;0,0185;1,9727;1,3501;3,3000;106,8600;1093;518;25940
Ex 3 day 1814;3;79;0,0185;2,2109;1,4711;3,3000;119,7600;1055;425;25940
Ex 3 day 1814;3;80;0,0185;1,9870;1,5917;2,8300;107,6400;1061;559;25940
Ex 3 day 1814;3;81;0,0185;2,3309;1,8578;2,8300;126,2600;1019;586;25940
Ex 3 day 1814;3;82;0,0185;1,8402;1,3833;4,7100;99,6800;1048;550;25940
Ex 3 day 1814;3;83;0,0185;2,5216;1,8518;3,7700;136,6000;1044;477;25940
Ex 3 day 1814;3;84;0,0185;2,1140;1,3610;3,3000;114,5200;1096;530;25940
Ex 3 day 1814;3;85;0,0185;1,9113;1,2358;4,7100;103,5400;1078;516;25940
Ex 3 day 1814;3;86;0,0185;1,7071;1,2920;3,7700;92,4700;1080;536;25940
Ex 3 day 1814;3;87;0,0185;1,4216;1,2221;2,8300;77,0100;1033;587;25940
Ex 3 day 1814;3;88;0,0185;1,8454;1,5705;2,8300;99,9700;991;492;25940
Ex 3 day 1814;3;89;0,0185;1,5977;1,3527;2,8300;86,5500;1116;497;25940
