experiment;cell_id;peak_id;cell_intensity_mean;foci_intensity_peak;foci_intensity_mean_disk;foci_radius;signal_to_cell_ratio;foci_x;foci_y;cell_area
Ex 3 day 1812;1;1;-0,0103;4,4246;3,1676;3,3000;-427,6200;534;95;39255
Ex 3 day 1812;1;2;-0,0103;4,2522;3,0562;3,3000;-410,9600;656;161;39255
Ex 3 day 1812;1;3;-0,0103;4,2912;3,1527;3,3000;-414,7300;552;199;39255
Ex 3 day 1812;1;4;-0,0103;4,0920;3,1195;3,7700;-395,4800;543;66;39255
Ex 3 day 1812;1;5;-0,0103;4,2324;3,0554;3,3000;-409,0500;631;108;39255
Ex 3 day 1812;1;6;-0,0103;4,3560;3,0804;3,3000;-420,9900;625;137;39255
Ex 3 day 1812;1;7;-0,0103;4,0958;2,9268;3,3000;-395,8400;587;129;39255
Ex 3 day 1812;1;8;-0,0103;4,0116;3,0016;3,7700;-387,7100;548;113;39255
Ex 3 day 1812;1;9;-0,0103;4,0263;2,9848;3,3000;-389,1300;645;30;39255
Ex 3 day 1812;1;10;-0,0103;4,0940;3,0261;3,7700;-395,6700;599;179;39255
Ex 3 day 1812;1;11;-0,0103;4,3563;3,6180;2,8300;-421,0200;681;86;39255
Ex 3 day 1812;1;12;-0,0103;4,4220;3,8100;2,8300;-427,3700;566;29;39255
Ex 3 day 1812;1;13;-0,0103;4,0515;2,9149;3,7700;-391,5600;524;82;39255
Ex 3 day 1812;1;14;-0,0103;3,9844;2,6736;3,3000;-385,0800;570;145;39255
Ex 3 day 1812;1;15;-0,0103;4,0856;2,9961;2,8300;-394,8600;660;80;39255
Ex 3 day 1812;1;16;-0,0103;3,7202;2,7492;3,3000;-359,5500;599;75;39255
Ex 3 day 1812;1;17;-0,0103;3,8575;2,8920;3,7700;-372,8200;686;37;39255
Ex 3 day 1812;1;18;-0,0103;3,1189;2,5367;3,7700;-301,4300;653;176;39255
Ex 3 day 1812;1;19;-0,0103;3,6611;2,8617;2,8300;-353,8300;645;200;39255
Ex 3 day 1812;1;20;-0,0103;3,9333;3,2453;2,8300;-380,1400;702;50;39255
Ex 3 day 1812;1;21;-0,0103;3,0232;2,2563;2,8300;-292,1900;680;54;39255
Ex 3 day 1812;1;22;-0,0103;3,2488;2,3343;3,7700;-313,9800;533;164;39255
Ex 3 day 1812;1;23;-0,0103;3,3022;2,7772;2,8300;-319,1500;678;185;39255
Ex 3 day 1812;1;24;-0,0103;2,8818;2,1354;2,8300;-278,5200;636;88;39255
Ex 3 day 1812;1;25;-0,0103;3,0073;2,4024;2,8300;-290,6500;573;183;39255
Ex 3 day 1812;1;26;-0,0103;2,9709;2,5041;2,8300;-287,1300;674;223;39255
Ex 3 day 1812;1;27;-0,0103;3,2932;2,0831;3,3000;-318,2800;556;150;39255
Ex 3 day 1812;1;28;-0,0103;2,8777;2,4795;2,8300;-278,1200;688;187;39255
Ex 3 day 1812;1;29;-0,0103;3,1022;2,6563;2,8300;-299,8200;685;136;39255
Ex 3 day 1812;1;30;-0,0103;2,8707;2,0246;3,7700;-277,4400;659;133;39255
Ex 3 day 1812;1;31;-0,0103;2,5445;2,0528;2,8300;-245,9200;648;189;39255
Ex 3 day 1812;1;32;-0,0103;2,6053;2,1953;2,8300;-251,8000;550;32;39255
Ex 3 day 1812;1;33;-0,0103;2,3076;1,8975;2,8300;-223,0300;660;0;39255
Ex 3 day 1812;1;34;-0,0103;2,9191;2,0856;3,7700;-282,1200;666;49;39255
Ex 3 day 1812;1;35;-0,0103;2,5026;2,0551;2,8300;-241,8700;601;111;39255
Ex 3 day 1812;1;36;-0,0103;2,5026;1,8026;3,3000;-241,8700;628;208;39255
Ex 3 day 1812;1;37;-0,0103;2,9444;2,2186;2,8300;-284,5600;709;84;39255
Ex 3 day 1812;1;38;-0,0103;2,6617;2,1710;2,8300;-257,2400;671;111;39255
Ex 3 day 1812;1;39;-0,0103;2,5560;1,7045;3,3000;-247,0300;603;24;39255
Ex 3 day 1812;1;40;-0,0103;2,7126;1,9205;3,7700;-262,1700;598;217;39255
Ex 3 day 1812;1;41;-0,0103;2,8891;1,9364;3,7700;-279,2200;638;150;39255
Ex 3 day 1812;1;42;-0,0103;2,4624;2,0481;3,7700;-237,9800;678;144;39255
Ex 3 day 1812;1;43;-0,0103;2,0143;1,7984;2,8300;-194,6800;601;202;39255
Ex 3 day 1812;1;44;-0,0103;2,8282;2,4401;2,8300;-273,3400;581;143;39255
