experiment;cell_id;peak_id;cell_intensity_mean;foci_intensity_peak;foci_intensity_mean_disk;foci_radius;signal_to_cell_ratio;foci_x;foci_y;cell_area
Ex 3 day 1819;1;1;0,0585;4,7547;3,2960;3,3000;81,2700;1260;25;6843
Ex 3 day 1819;1;2;0,0585;3,9062;2,7046;3,3000;66,7600;1255;59;6843
Ex 3 day 1819;1;3;0,0585;3,5880;2,5631;3,3000;61,3300;1275;31;6843
Ex 3 day 1819;1;4;0,0585;3,7516;2,6931;3,3000;64,1200;1229;42;6843
Ex 3 day 1819;1;5;0,0585;3,5119;2,5228;3,3000;60,0300;1281;85;6843
Ex 3 day 1819;1;6;0,0585;3,1627;2,3428;3,7700;54,0600;1268;44;6843
Ex 3 day 1819;1;7;0,0585;3,1393;2,2411;3,3000;53,6600;1235;65;6843
Ex 3 day 1819;1;8;0,0585;2,8556;2,1708;3,7700;48,8100;1303;79;6843
Ex 3 day 1819;1;9;0,0585;3,2189;2,4339;3,7700;55,0200;1307;53;6843
Ex 3 day 1819;1;10;0,0585;3,0822;2,3626;3,7700;52,6800;1277;59;6843
Ex 3 day 1819;1;11;0,0585;2,5842;2,0323;3,7700;44,1700;1252;70;6843
Ex 3 day 1819;1;12;0,0585;2,2173;1,9083;2,8300;37,9000;1285;38;6843
Ex 3 day 1819;1;13;0,0585;2,2837;2,0196;2,8300;39,0300;1274;79;6843
Ex 3 day 1819;1;14;0,0585;2,0204;1,4453;3,3000;34,5300;1290;28;6843
Ex 3 day 1819;2;15;0,0105;4,7084;3,9779;2,8300;450,5100;332;216;43172
Ex 3 day 1819;2;16;0,0105;4,4783;3,2304;3,3000;428,5000;438;137;43172
Ex 3 day 1819;2;17;0,0105;4,3369;3,1249;3,3000;414,9600;460;180;43172
Ex 3 day 1819;2;18;0,0105;4,4659;3,0420;3,3000;427,3100;407;154;43172
Ex 3 day 1819;2;19;0,0105;4,1648;3,1091;3,7700;398,5000;367;203;43172
Ex 3 day 1819;2;20;0,0105;4,2327;3,1157;3,7700;404,9900;421;206;43172
Ex 3 day 1819;2;21;0,0105;4,2781;3,6998;2,8300;409,3400;503;246;43172
Ex 3 day 1819;2;22;0,0105;3,8461;2,9189;3,7700;368,0000;462;76;43172
Ex 3 day 1819;2;23;0,0105;4,2281;2,9837;3,3000;404,5500;483;259;43172
Ex 3 day 1819;2;24;0,0105;4,3826;2,9467;3,3000;419,3400;344;236;43172
Ex 3 day 1819;2;25;0,0105;3,9491;2,8893;3,7700;377,8600;490;235;43172
Ex 3 day 1819;2;26;0,0105;3,8224;2,4842;4,2400;365,7300;460;118;43172
Ex 3 day 1819;2;27;0,0105;4,2702;2,8211;3,3000;408,5800;412;184;43172
Ex 3 day 1819;2;28;0,0105;3,8661;2,7939;3,3000;369,9200;520;129;43172
Ex 3 day 1819;2;29;0,0105;4,1091;3,5656;2,8300;393,1700;487;52;43172
Ex 3 day 1819;2;30;0,0105;4,0522;2,8343;3,3000;387,7200;437;249;43172
Ex 3 day 1819;2;31;0,0105;3,9394;2,8109;3,7700;376,9300;498;67;43172
Ex 3 day 1819;2;32;0,0105;4,1242;2,7122;3,3000;394,6200;509;220;43172
Ex 3 day 1819;2;33;0,0105;3,8081;2,8523;3,7700;364,3700;480;201;43172
Ex 3 day 1819;2;34;0,0105;3,3751;2,9799;2,8300;322,9400;557;160;43172
Ex 3 day 1819;2;35;0,0105;3,8200;2,6276;3,3000;365,5100;534;121;43172
Ex 3 day 1819;2;36;0,0105;3,6401;2,5926;3,3000;348,2900;474;162;43172
Ex 3 day 1819;2;37;0,0105;3,3506;2,3575;3,3000;320,6000;484;94;43172
Ex 3 day 1819;2;38;0,0105;3,4898;2,7274;3,7700;333,9100;330;185;43172
Ex 3 day 1819;2;39;0,0105;3,6490;2,3605;4,2400;349,1500;493;118;43172
Ex 3 day 1819;2;40;0,0105;3,3717;2,2189;3,3000;322,6100;462;164;43172
Ex 3 day 1819;2;41;0,0105;3,4105;2,7434;3,7700;326,3300;425;70;43172
Ex 3 day 1819;2;42;0,0105;3,4970;2,5752;3,3000;334,6000;355;145;43172
Ex 3 day 1819;2;43;0,0105;2,9792;2,3507;2,8300;285,0600;425;158;43172
Ex 3 day 1819;2;44;0,0105;3,6052;2,4823;3,3000;344,9500;537;135;43172
Ex 3 day 1819;2;45;0,0105;3,5791;3,0006;2,8300;342,4500;451;250;43172
Ex 3 day 1819;2;46;0,0105;3,3480;2,8772;2,8300;320,3500;432;235;43172
Ex 3 day 1819;2;47;0,0105;2,8698;2,2771;3,7700;274,5900;495;149;43172
Ex 3 day 1819;2;48;0,0105;2,8758;2,4793;2,8300;275,1700;348;201;43172
Ex 3 day 1819;2;49;0,0105;3,2138;2,8021;2,8300;307,5100;437;228;43172
Ex 3 day 1819;2;50;0,0105;2,6218;2,0658;2,8300;250,8600;407;134;43172
Ex 3 day 1819;2;51;0,0105;3,1377;2,3993;3,3000;300,2300;397;241;43172
Ex 3 day 1819;2;52;0,0105;2,5384;1,7134;3,7700;242,8800;477;236;43172
Ex 3 day 1819;2;53;0,0105;2,9858;2,6093;2,8300;285,6900;379;152;43172
Ex 3 day 1819;2;54;0,0105;3,3325;2,6108;2,8300;318,8600;455;232;43172
Ex 3 day 1819;2;55;0,0105;3,2068;2,5981;2,8300;306,8300;392;207;43172
Ex 3 day 1819;2;56;0,0105;2,2317;1,4357;3,3000;213,5400;523;105;43172
Ex 3 day 1819;2;57;0,0105;2,5280;2,0800;2,8300;241,8900;532;152;43172
Ex 3 day 1819;2;58;0,0105;2,2085;1,9131;2,8300;211,3200;385;196;43172
Ex 3 day 1819;2;59;0,0105;2,7519;2,2609;2,8300;263,3100;512;191;43172
Ex 3 day 1819;2;60;0,0105;1,9675;1,6248;3,3000;188,2600;401;122;43172
Ex 3 day 1819;2;61;0,0105;2,9225;2,0886;3,3000;279,6400;392;83;43172
Ex 3 day 1819;2;62;0,0105;2,4535;1,8604;3,3000;234,7500;385;240;43172
Ex 3 day 1819;2;63;0,0105;2,7387;1,9909;2,8300;262,0400;384;186;43172
Ex 3 day 1819;2;64;0,0105;2,9617;2,3707;2,8300;283,3800;383;134;43172
Ex 3 day 1819;2;65;0,0105;2,3944;2,0045;2,8300;229,1000;513;115;43172
Ex 3 day 1819;2;66;0,0105;3,0251;2,4461;2,8300;289,4500;522;175;43172
Ex 3 day 1819;2;67;0,0105;2,1277;1,5835;3,7700;203,5800;358;170;43172
Ex 3 day 1819;2;68;0,0105;3,0246;2,1500;2,8300;289,4000;453;142;43172
Ex 3 day 1819;2;69;0,0105;2,6139;1,8461;3,3000;250,1100;515;229;43172
Ex 3 day 1819;2;70;0,0105;2,5241;1,7158;3,3000;241,5100;399;257;43172
Ex 3 day 1819;2;71;0,0105;2,2877;1,9234;2,8300;218,8900;350;184;43172
Ex 3 day 1819;2;72;0,0105;2,2319;1,9604;2,8300;213,5500;482;71;43172
Ex 3 day 1819;2;73;0,0105;2,3488;1,7206;2,8300;224,7400;354;256;43172
Ex 3 day 1819;2;74;0,0105;2,4525;1,9743;2,8300;234,6600;425;128;43172
