experiment,cell_id,peak_id,cell_intensity_mean,foci_intensity_peak,foci_intensity_mean_disk,foci_radius,signal_to_cell_ratio,foci_x,foci_y,cell_area
Ex 3 day 01,1,1,0.1205,3.9942,3.1645,2.83,33.15,859,0,4909
Ex 3 day 01,1,2,0.1205,3.053,2.049,4.24,25.33,868,21,4909
Ex 3 day 01,1,3,0.1205,2.0224,1.5554,3.77,16.78,871,46,4909
Ex 3 day 01,1,4,0.1205,2.1504,1.56,3.3,17.84,885,50,4909
Ex 3 day 01,1,5,0.1205,2.005,1.455,4.24,16.64,896,45,4909
Ex 3 day 01,2,6,0.1817,2.7755,2.3839,2.83,15.28,1376,43,3874
Ex 3 day 01,2,7,0.1817,3.2328,2.661,2.83,17.79,1360,36,3874
Ex 3 day 01,2,8,0.1817,3.6124,3.1325,2.83,19.88,1379,59,3874
Ex 3 day 01,2,9,0.1817,3.0191,1.965,3.3,16.62,1360,65,3874
Ex 3 day 01,2,10,0.1817,2.966,2.0688,3.3,16.33,1374,90,3874
Ex 3 day 01,2,11,0.1817,2.0491,1.6764,2.83,11.28,1363,53,3874
Ex 3 day 01,3,12,0.1633,3.6917,3.1743,2.83,22.6,234,98,8324
Ex 3 day 01,3,13,0.1633,3.753,3.1845,2.83,22.98,281,75,8324
Ex 3 day 01,3,14,0.1633,3.4178,2.421,3.3,20.93,261,91,8324
Ex 3 day 01,3,15,0.1633,3.0036,2.5772,2.83,18.39,248,77,8324
Ex 3 day 01,3,16,0.1633,2.5886,2.274,2.83,15.85,223,97,8324
Ex 3 day 01,3,17,0.1633,1.8619,1.3127,3.3,11.4,276,101,8324
Ex 3 day 01,3,18,0.1633,1.8947,1.5644,2.83,11.6,278,84,8324
Ex 3 day 01,3,19,0.1633,2.2879,1.8921,2.83,14.01,247,102,8324
Ex 3 day 01,3,20,0.1633,2.1699,1.5807,3.3,13.29,286,95,8324
Ex 3 day 01,3,21,0.1633,1.5083,1.1464,2.83,9.24,229,86,8324
Ex 3 day 01,5,22,0.1368,3.3998,2.6134,3.77,24.86,0,86,4706
Ex 3 day 01,5,23,0.1368,3.0115,2.0795,3.3,22.02,33,71,4706
Ex 3 day 01,5,24,0.1368,2.2922,1.9613,2.83,16.76,41,89,4706
Ex 3 day 01,5,25,0.1368,1.8081,1.3784,3.3,13.22,7,64,4706
Ex 3 day 01,5,26,0.1368,1.8758,1.5542,2.83,13.72,20,60,4706
Ex 3 day 01,5,27,0.1368,2.3391,2.0302,2.83,17.1,13,51,4706
Ex 3 day 01,5,28,0.1368,2.0106,1.7387,2.83,14.7,59,75,4706
Ex 3 day 01,5,29,0.1368,1.8117,1.2828,4.24,13.25,50,67,4706
