experiment;cell_id;peak_id;cell_intensity_mean;foci_intensity_peak;foci_intensity_mean_disk;foci_radius;signal_to_cell_ratio;foci_x;foci_y;cell_area
Ex 3 day 1811;1;1;0,0805;4,8148;4,1499;2,8300;59,8300;170;53;3000
Ex 3 day 1811;1;2;0,0805;4,5076;3,9032;2,8300;56,0100;151;86;3000
Ex 3 day 1811;1;3;0,0805;3,8028;2,5134;3,3000;47,2500;137;88;3000
Ex 3 day 1811;1;4;0,0805;3,2364;2,3258;3,3000;40,2100;164;105;3000
Ex 3 day 1811;1;5;0,0805;2,8223;1,9660;3,3000;35,0700;158;119;3000
Ex 3 day 1811;1;6;0,0805;2,2779;2,0343;2,8300;28,3000;168;81;3000
Ex 3 day 1811;1;7;0,0805;2,4301;1,6856;2,8300;30,2000;178;36;3000
Ex 3 day 1811;1;8;0,0805;2,7430;2,2763;2,8300;34,0800;152;68;3000
Ex 3 day 1811;1;9;0,0805;2,6095;1,9332;2,8300;32,4300;146;72;3000
Ex 3 day 1811;2;10;0,0783;4,1606;2,9221;3,3000;53,1300;209;73;7408
Ex 3 day 1811;2;11;0,0783;4,3616;3,0178;3,3000;55,7000;189;46;7408
Ex 3 day 1811;2;12;0,0783;4,2379;2,9411;3,3000;54,1200;218;151;7408
Ex 3 day 1811;2;13;0,0783;3,7248;3,1267;2,8300;47,5700;222;74;7408
Ex 3 day 1811;2;14;0,0783;3,3269;2,2812;3,3000;42,4900;205;119;7408
Ex 3 day 1811;2;15;0,0783;3,1887;2,4456;3,7700;40,7200;201;89;7408
Ex 3 day 1811;2;16;0,0783;3,3193;2,2935;3,3000;42,3900;194;106;7408
Ex 3 day 1811;2;17;0,0783;3,0353;2,6307;2,8300;38,7600;240;86;7408
Ex 3 day 1811;2;18;0,0783;2,8745;2,2628;3,7700;36,7100;196;151;7408
Ex 3 day 1811;2;19;0,0783;3,0107;2,1977;3,3000;38,4500;207;135;7408
Ex 3 day 1811;2;20;0,0783;2,3196;2,1121;2,8300;29,6200;200;136;7408
Ex 3 day 1811;2;21;0,0783;1,8228;1,1842;2,8300;23,2800;226;87;7408
Ex 3 day 1811;2;22;0,0783;2,4973;1,8065;3,3000;31,8900;240;96;7408
Ex 3 day 1811;2;23;0,0783;2,3972;2,0961;2,8300;30,6100;235;103;7408
Ex 3 day 1811;2;24;0,0783;1,3719;1,1462;5,6600;17,5200;182;88;7408
Ex 3 day 1811;2;25;0,0783;1,2628;0,9316;3,3000;16,1300;175;130;7408
Ex 3 day 1811;2;26;0,0783;1,5408;1,2350;4,7100;19,6800;182;70;7408
Ex 3 day 1811;3;27;0,0650;4,6419;3,2609;3,3000;71,4400;523;363;21602
Ex 3 day 1811;3;28;0,0650;4,6366;3,9560;2,8300;71,3600;486;317;21602
Ex 3 day 1811;3;29;0,0650;4,6145;3,8929;2,8300;71,0200;522;349;21602
Ex 3 day 1811;3;30;0,0650;4,3740;3,8469;2,8300;67,3100;565;363;21602
Ex 3 day 1811;3;31;0,0650;4,5640;3,0403;3,3000;70,2400;473;386;21602
