experiment,cell_id,peak_id,cell_intensity_mean,foci_intensity_peak,foci_intensity_mean_disk,foci_radius,signal_to_cell_ratio,foci_x,foci_y,cell_area
Ex 3 day 05,1,1,0.1777,3.77,2.847,2.83,21.22,178,36,3116
Ex 3 day 05,1,2,0.1777,2.0753,1.7185,2.83,11.68,179,23,3116
Ex 3 day 05,1,3,0.1777,2.6113,2.1653,2.83,14.7,191,9,3116
Ex 3 day 05,1,4,0.1777,2.599,2.2378,2.83,14.63,159,29,3116
Ex 3 day 05,1,5,0.1777,2.0656,1.782,2.83,11.63,195,20,3116
Ex 3 day 05,1,6,0.1777,2.7415,2.2239,2.83,15.43,181,11,3116
Ex 3 day 05,1,7,0.1777,2.0136,1.624,2.83,11.33,167,30,3116
Ex 3 day 05,1,8,0.1777,2.4503,2.0718,2.83,13.79,185,55,3116
Ex 3 day 05,1,9,0.1777,1.7608,1.1986,3.3,9.91,204,29,3116
Ex 3 day 05,2,10,0.1257,3.183,2.6282,2.83,25.32,861,14,4049
Ex 3 day 05,2,11,0.1257,2.4214,1.9084,2.83,19.26,840,5,4049
Ex 3 day 05,2,12,0.1257,2.0912,1.8551,2.83,16.63,866,0,4049
Ex 3 day 05,2,13,0.1257,1.087,0.9426,3.77,8.65,852,0,4049
Ex 3 day 05,2,14,0.1257,2.0124,1.5275,2.83,16.01,858,29,4049
Ex 3 day 05,2,15,0.1257,1.8303,1.5715,2.83,14.56,867,34,4049
Ex 3 day 05,2,16,0.1257,2.1178,1.6795,2.83,16.85,844,37,4049
Ex 3 day 05,2,17,0.1257,1.9403,1.3944,2.83,15.43,873,8,4049
Ex 3 day 05,2,18,0.1257,2.1862,1.2906,3.3,17.39,872,26,4049
Ex 3 day 05,2,19,0.1257,2.1027,1.7524,2.83,16.73,865,52,4049
Ex 3 day 05,3,20,0.1316,3.1474,2.4981,2.83,23.92,353,57,3879
Ex 3 day 05,3,21,0.1316,2.403,2.0587,2.83,18.26,335,59,3879
Ex 3 day 05,3,22,0.1316,2.6771,2.2195,2.83,20.35,317,34,3879
Ex 3 day 05,3,23,0.1316,2.5181,2.042,2.83,19.14,350,36,3879
Ex 3 day 05,3,24,0.1316,2.4612,2.0545,2.83,18.71,350,26,3879
Ex 3 day 05,3,25,0.1316,2.1282,1.8208,2.83,16.18,368,66,3879
Ex 3 day 05,3,26,0.1316,2.2509,1.3898,2.83,17.11,346,50,3879
Ex 3 day 05,3,27,0.1316,1.4249,1.1402,2.83,10.83,308,48,3879
Ex 3 day 05,3,28,0.1316,1.8965,1.4314,2.83,14.42,354,45,3879
Ex 3 day 05,3,29,0.1316,1.6847,1.499,2.83,12.8,341,57,3879
Ex 3 day 05,3,30,0.1316,2.1963,1.4108,4.24,16.69,327,44,3879
Ex 3 day 05,3,31,0.1316,2.5124,2.1327,2.83,19.1,345,72,3879
Ex 3 day 05,3,32,0.1316,2.0438,1.6247,2.83,15.53,316,59,3879
Ex 3 day 05,3,33,0.1316,1.8546,1.7941,2.83,14.1,330,64,3879
Ex 3 day 05,3,34,0.1316,1.7179,1.3821,3.77,13.06,339,23,3879
Ex 3 day 05,3,35,0.1316,2.033,1.6483,2.83,15.45,365,59,3879
Ex 3 day 05,4,36,0.1874,3.1764,2.675,2.83,16.95,263,40,4129
Ex 3 day 05,4,37,0.1874,2.7494,2.1005,2.83,14.67,259,46,4129
Ex 3 day 05,4,38,0.1874,3.0884,2.6764,2.83,16.48,274,62,4129
Ex 3 day 05,4,39,0.1874,2.4539,2.0079,2.83,13.09,253,54,4129
Ex 3 day 05,4,40,0.1874,2.5269,2.0167,2.83,13.48,262,62,4129
Ex 3 day 05,4,41,0.1874,2.1473,1.5827,2.83,11.46,275,43,4129
Ex 3 day 05,4,42,0.1874,2.2357,1.9041,2.83,11.93,265,21,4129
Ex 3 day 05,4,43,0.1874,1.9094,1.3767,2.83,10.19,273,36,4129
Ex 3 day 05,5,44,0.1684,2.6627,1.8989,3.3,15.81,1173,62,6769
Ex 3 day 05,5,45,0.1684,3.3682,2.8439,2.83,20.0,1151,55,6769
Ex 3 day 05,5,46,0.1684,2.9363,1.9548,2.83,17.44,1166,44,6769
Ex 3 day 05,5,47,0.1684,2.7897,2.4286,2.83,16.57,1123,59,6769
Ex 3 day 05,5,48,0.1684,2.5788,1.6737,2.83,15.32,1128,86,6769
Ex 3 day 05,5,49,0.1684,2.8982,2.2855,2.83,17.21,1142,31,6769
Ex 3 day 05,5,50,0.1684,1.8251,1.476,2.83,10.84,1130,34,6769
Ex 3 day 05,5,51,0.1684,1.8612,1.5186,2.83,11.05,1141,45,6769
Ex 3 day 05,5,52,0.1684,2.9469,1.9022,2.83,17.5,1135,46,6769
Ex 3 day 05,5,53,0.1684,2.4241,1.8312,3.77,14.4,1155,23,6769
Ex 3 day 05,5,54,0.1684,1.8595,1.4971,2.83,11.04,1139,58,6769
Ex 3 day 05,5,55,0.1684,2.1208,1.8328,2.83,12.6,1115,37,6769
Ex 3 day 05,5,56,0.1684,1.4912,1.2209,2.83,8.86,1176,87,6769
Ex 3 day 05,5,57,0.1684,1.6527,1.3003,2.83,9.82,1134,79,6769
Ex 3 day 05,5,58,0.1684,1.8654,1.4794,3.3,11.08,1119,49,6769
Ex 3 day 05,6,59,0.1132,3.1026,2.3299,3.3,27.4,680,53,6270
Ex 3 day 05,6,60,0.1132,3.2037,1.7121,4.24,28.29,666,70,6270
Ex 3 day 05,6,61,0.1132,2.5878,2.2111,2.83,22.85,667,106,6270
Ex 3 day 05,6,62,0.1132,2.1186,1.5575,3.77,18.71,683,77,6270
Ex 3 day 05,6,63,0.1132,1.7998,1.3173,5.66,15.89,674,88,6270
Ex 3 day 05,6,64,0.1132,2.042,1.6559,2.83,18.03,666,26,6270
Ex 3 day 05,7,65,0.2111,1.9639,1.4891,5.66,9.3,567,64,3903
Ex 3 day 05,7,66,0.2111,1.9814,1.214,5.19,9.39,561,91,3903
Ex 3 day 05,8,67,0.1228,3.4184,2.8615,2.83,27.84,417,112,4968
Ex 3 day 05,8,68,0.1228,3.0052,2.1556,3.3,24.48,403,105,4968
Ex 3 day 05,8,69,0.1228,2.8629,2.1618,3.3,23.32,417,133,4968
Ex 3 day 05,8,70,0.1228,2.6022,2.2568,2.83,21.19,397,93,4968
Ex 3 day 05,8,71,0.1228,2.2042,1.9318,2.83,17.95,403,77,4968
