experiment;cell_id;peak_id;cell_intensity_mean;foci_intensity_peak;foci_intensity_mean_disk;foci_radius;signal_to_cell_ratio;foci_x;foci_y;cell_area
Ex 3 day 05;1;1;0,1777;3,7700;2,8470;2,8300;21,2200;178;36;3116
Ex 3 day 05;1;2;0,1777;2,0753;1,7185;2,8300;11,6800;179;23;3116
Ex 3 day 05;1;3;0,1777;2,6113;2,1653;2,8300;14,7000;191;9;3116
Ex 3 day 05;1;4;0,1777;2,5990;2,2378;2,8300;14,6300;159;29;3116
Ex 3 day 05;1;5;0,1777;2,0656;1,7820;2,8300;11,6300;195;20;3116
Ex 3 day 05;1;6;0,1777;2,7415;2,2239;2,8300;15,4300;181;11;3116
Ex 3 day 05;1;7;0,1777;2,0136;1,6240;2,8300;11,3300;167;30;3116
Ex 3 day 05;1;8;0,1777;2,4503;2,0718;2,8300;13,7900;185;55;3116
Ex 3 day 05;1;9;0,1777;1,7608;1,1986;3,3000;9,9100;204;29;3116
Ex 3 day 05;2;10;0,1257;3,1830;2,6282;2,8300;25,3200;861;14;4049
Ex 3 day 05;2;11;0,1257;2,4214;1,9084;2,8300;19,2600;840;5;4049
Ex 3 day 05;2;12;0,1257;2,0912;1,8551;2,8300;16,6300;866;0;4049
Ex 3 day 05;2;13;0,1257;1,0870;0,9426;3,7700;8,6500;852;0;4049
Ex 3 day 05;2;14;0,1257;2,0124;1,5275;2,8300;16,0100;858;29;4049
Ex 3 day 05;2;15;0,1257;1,8303;1,5715;2,8300;14,5600;867;34;4049
Ex 3 day 05;2;16;0,1257;2,1178;1,6795;2,8300;16,8500;844;37;4049
Ex 3 day 05;2;17;0,1257;1,9403;1,3944;2,8300;15,4300;873;8;4049
Ex 3 day 05;2;18;0,1257;2,1862;1,2906;3,3000;17,3900;872;26;4049
Ex 3 day 05;2;19;0,1257;2,1027;1,7524;2,8300;16,7300;865;52;4049
Ex 3 day 05;3;20;0,1316;3,1474;2,4981;2,8300;23,9200;353;57;3879
Ex 3 day 05;3;21;0,1316;2,4030;2,0587;2,8300;18,2600;335;59;3879
Ex 3 day 05;3;22;0,1316;2,6771;2,2195;2,8300;20,3500;317;34;3879
Ex 3 day 05;3;23;0,1316;2,5181;2,0420;2,8300;19,1400;350;36;3879
Ex 3 day 05;3;24;0,1316;2,4612;2,0545;2,8300;18,7100;350;26;3879
