experiment;cell_id;peak_id;cell_intensity_mean;foci_intensity_peak;foci_intensity_mean_disk;foci_radius;signal_to_cell_ratio;foci_x;foci_y;cell_area
Ex 3 day 1822;1;1;0,0288;4,3752;2,9862;3,3000;151,7700;174;258;27254
Ex 3 day 1822;1;2;0,0288;3,8877;2,9026;3,7700;134,8500;112;193;27254
Ex 3 day 1822;1;3;0,0288;3,7480;2,4140;3,3000;130,0100;144;200;27254
Ex 3 day 1822;1;4;0,0288;4,0918;2,9861;3,7700;141,9300;129;179;27254
Ex 3 day 1822;1;5;0,0288;3,9968;2,8956;3,3000;138,6400;126;305;27254
Ex 3 day 1822;1;6;0,0288;4,0544;2,8286;3,3000;140,6400;111;215;27254
Ex 3 day 1822;1;7;0,0288;3,7982;2,8862;3,7700;131,7500;178;337;27254
Ex 3 day 1822;1;8;0,0288;3,6245;2,7754;3,3000;125,7200;134;226;27254
Ex 3 day 1822;1;9;0,0288;3,6204;2,5689;3,3000;125,5800;158;193;27254
Ex 3 day 1822;1;10;0,0288;3,9513;2,8134;3,3000;137,0600;205;228;27254
Ex 3 day 1822;1;11;0,0288;3,7585;2,7890;3,3000;130,3700;160;208;27254
Ex 3 day 1822;1;12;0,0288;3,9585;2,7413;3,3000;137,3100;142;276;27254
Ex 3 day 1822;1;13;0,0288;3,2202;2,3562;3,7700;111,7000;181;240;27254
Ex 3 day 1822;1;14;0,0288;3,4983;2,7001;3,7700;121,3500;64;231;27254
Ex 3 day 1822;1;15;0,0288;3,5969;2,6253;3,7700;124,7700;119;162;27254
Ex 3 day 1822;1;16;0,0288;3,5277;3,0095;2,8300;122,3700;121;232;27254
Ex 3 day 1822;1;17;0,0288;3,5896;2,2821;3,3000;124,5100;92;228;27254
Ex 3 day 1822;1;18;0,0288;3,2830;2,3319;3,3000;113,8800;181;227;27254
Ex 3 day 1822;1;19;0,0288;3,4165;2,3632;3,3000;118,5100;178;303;27254
Ex 3 day 1822;1;20;0,0288;3,6662;2,5854;3,3000;127,1700;207;255;27254
Ex 3 day 1822;1;21;0,0288;3,3343;2,1981;4,2400;115,6600;177;281;27254
Ex 3 day 1822;1;22;0,0288;3,1381;2,0924;3,3000;108,8500;181;207;27254
Ex 3 day 1822;1;23;0,0288;2,9521;2,2249;4,7100;102,4000;227;251;27254
Ex 3 day 1822;1;24;0,0288;2,5597;1,7591;3,3000;88,7900;191;233;27254
Ex 3 day 1822;1;25;0,0288;3,3738;2,8744;2,8300;117,0300;220;217;27254
Ex 3 day 1822;1;26;0,0288;3,0748;2,0679;3,3000;106,6600;175;314;27254
Ex 3 day 1822;1;27;0,0288;2,9507;1,9673;3,3000;102,3500;158;299;27254
Ex 3 day 1822;1;28;0,0288;3,4887;3,0069;2,8300;121,0200;161;178;27254
Ex 3 day 1822;1;29;0,0288;2,9136;2,4724;2,8300;101,0700;110;310;27254
Ex 3 day 1822;1;30;0,0288;3,3717;2,8952;2,8300;116,9600;165;245;27254
Ex 3 day 1822;1;31;0,0288;2,5417;1,8927;4,7100;88,1600;106;247;27254
Ex 3 day 1822;1;32;0,0288;2,8656;2,1195;3,7700;99,4000;95;305;27254
