experiment;cell_id;peak_id;cell_intensity_mean;foci_intensity_peak;foci_intensity_mean_disk;foci_radius;signal_to_cell_ratio;foci_x;foci_y;cell_area
Ex 3 day 189;1;1;0,0150;4,3476;3,7948;2,8300;289,7200;1128;426;27652
Ex 3 day 189;1;2;0,0150;3,3377;2,3691;4,2400;222,4200;1024;356;27652
Ex 3 day 189;1;3;0,0150;3,6497;3,1241;2,8300;243,2100;1094;403;27652
Ex 3 day 189;1;4;0,0150;3,4375;2,1410;4,2400;229,0700;1122;459;27652
Ex 3 day 189;1;5;0,0150;3,3057;2,1284;4,2400;220,2900;1120;365;27652
Ex 3 day 189;1;6;0,0150;3,2703;2,8370;2,8300;217,9300;1145;439;27652
Ex 3 day 189;1;7;0,0150;3,2048;2,8079;2,8300;213,5600;1115;421;27652
Ex 3 day 189;1;8;0,0150;2,9879;2,4751;2,8300;199,1100;1054;336;27652
Ex 3 day 189;1;9;0,0150;2,7535;2,3053;2,8300;183,4900;1006;295;27652
Ex 3 day 189;1;10;0,0150;3,0333;2,2233;3,3000;202,1300;1063;386;27652
Ex 3 day 189;1;11;0,0150;2,6022;2,1010;2,8300;173,4100;1044;370;27652
Ex 3 day 189;1;12;0,0150;2,2577;1,8628;2,8300;150,4500;1024;413;27652
Ex 3 day 189;1;13;0,0150;2,3294;2,0338;2,8300;155,2300;1004;319;27652
Ex 3 day 189;1;14;0,0150;2,2343;1,7823;2,8300;148,8900;1167;419;27652
Ex 3 day 189;1;15;0,0150;2,3244;2,0292;2,8300;154,8900;1102;348;27652
Ex 3 day 189;1;16;0,0150;1,7535;1,5027;2,8300;116,8500;1123;398;27652
Ex 3 day 189;1;17;0,0150;2,0432;1,4516;3,3000;136,1600;1092;367;27652
Ex 3 day 189;1;18;0,0150;2,3097;1,8706;2,8300;153,9200;1101;442;27652
Ex 3 day 189;1;19;0,0150;2,0005;1,4883;2,8300;133,3100;1088;304;27652
Ex 3 day 189;1;20;0,0150;1,8738;1,5768;3,7700;124,8700;1081;293;27652
Ex 3 day 189;1;21;0,0150;1,2413;1,3882;4,2400;82,7200;1152;404;27652
Ex 3 day 189;1;22;0,0150;2,3666;1,9236;2,8300;157,7100;1161;400;27652
Ex 3 day 189;1;23;0,0150;2,2485;1,5941;3,3000;149,8400;1098;357;27652
Ex 3 day 189;1;24;0,0150;1,2455;1,1225;3,7700;83,0000;1139;394;27652
Ex 3 day 189;2;25;0,0419;3,8141;3,3281;2,8300;90,9800;461;359;19608
Ex 3 day 189;2;26;0,0419;4,0437;2,9811;3,7700;96,4600;404;396;19608
Ex 3 day 189;2;27;0,0419;3,7650;2,3688;4,2400;89,8100;433;381;19608
Ex 3 day 189;2;28;0,0419;3,9915;2,8872;3,7700;95,2200;370;394;19608
Ex 3 day 189;2;29;0,0419;3,4717;2,6513;3,7700;82,8200;440;396;19608
Ex 3 day 189;2;30;0,0419;3,8226;2,8366;3,7700;91,1900;494;327;19608
Ex 3 day 189;2;31;0,0419;3,7180;2,3365;4,2400;88,6900;390;371;19608
Ex 3 day 189;2;32;0,0419;3,6471;2,7356;3,7700;87,0000;425;406;19608
Ex 3 day 189;2;33;0,0419;3,1655;2,2062;3,3000;75,5100;401;336;19608
Ex 3 day 189;2;34;0,0419;3,2791;2,8181;2,8300;78,2200;417;362;19608
Ex 3 day 189;2;35;0,0419;2,9541;2,1307;3,7700;70,4700;440;350;19608
Ex 3 day 189;2;36;0,0419;3,2392;2,4012;3,3000;77,2700;457;325;19608
Ex 3 day 189;2;37;0,0419;2,6997;1,9017;3,3000;64,4000;434;324;19608
Ex 3 day 189;2;38;0,0419;2,5537;2,1363;2,8300;60,9200;473;369;19608
Ex 3 day 189;2;39;0,0419;2,3659;1,6696;3,3000;56,4400;382;428;19608
Ex 3 day 189;2;40;0,0419;2,2371;1,5495;3,7700;53,3700;370;416;19608
Ex 3 day 189;2;41;0,0419;2,1618;1,8453;2,8300;51,5700;385;420;19608
Ex 3 day 189;2;42;0,0419;2,0543;1,2988;3,3000;49,0000;472;401;19608
Ex 3 day 189;2;43;0,0419;1,4950;1,2456;2,8300;35,6600;457;337;19608
Ex 3 day 189;2;44;0,0419;1,9209;1,4628;3,7700;45,8200;375;340;19608
