experiment;cell_id;peak_id;cell_intensity_mean;foci_intensity_peak;foci_intensity_mean_disk;foci_radius;signal_to_cell_ratio;foci_x;foci_y;cell_area
Ex 3 day 08;1;1;0,1131;2,3599;1,7797;2,8300;20,8600;403;11;2773
Ex 3 day 08;1;2;0,1131;1,9071;1,7338;4,2400;16,8600;417;0;2773
Ex 3 day 08;1;3;0,1131;3,2374;2,3797;2,8300;28,6200;345;0;2773
Ex 3 day 08;1;4;0,1131;2,6260;1,5739;4,7100;23,2100;378;30;2773
Ex 3 day 08;1;5;0,1131;2,5709;1,9448;2,8300;22,7300;417;16;2773
Ex 3 day 08;1;6;0,1131;1,7688;1,3228;2,8300;15,6400;385;18;2773
Ex 3 day 08;2;7;0,0339;3,1737;2,1434;3,3000;93,4900;595;118;28944
Ex 3 day 08;2;8;0,0339;2,5059;1,6948;3,3000;73,8100;525;71;28944
Ex 3 day 08;2;9;0,0339;2,4025;1,6471;5,1900;70,7700;544;85;28944
Ex 3 day 08;2;10;0,0339;2,7325;2,3564;2,8300;80,4900;526;113;28944
Ex 3 day 08;2;11;0,0339;2,2140;1,5986;2,8300;65,2200;520;13;28944
Ex 3 day 08;2;12;0,0339;2,7783;2,4218;2,8300;81,8400;475;139;28944
Ex 3 day 08;2;13;0,0339;2,6257;2,2330;2,8300;77,3400;530;119;28944
Ex 3 day 08;2;14;0,0339;2,0408;1,7039;2,8300;60,1100;492;35;28944
Ex 3 day 08;2;15;0,0339;2,0817;1,6363;2,8300;61,3200;464;113;28944
Ex 3 day 08;2;16;0,0339;2,6197;2,1487;2,8300;77,1700;483;144;28944
Ex 3 day 08;2;17;0,0339;1,9858;1,4287;2,8300;58,5000;484;88;28944
Ex 3 day 08;2;18;0,0339;1,6545;1,2671;3,7700;48,7400;485;110;28944
Ex 3 day 08;2;19;0,0339;2,2210;1,9334;2,8300;65,4200;545;58;28944
Ex 3 day 08;2;20;0,0339;2,0843;1,6461;3,3000;61,4000;573;90;28944
Ex 3 day 08;2;21;0,0339;2,3045;1,6888;4,2400;67,8800;637;91;28944
