experiment;cell_id;peak_id;cell_intensity_mean;foci_intensity_peak;foci_intensity_mean_disk;foci_radius;signal_to_cell_ratio;foci_x;foci_y;cell_area
Ex 3 day 188;1;1;0,0428;3,0077;2,4682;2,8300;70,2600;1361;140;7636
Ex 3 day 188;1;2;0,0428;2,6244;1,8983;2,8300;61,3100;1391;86;7636
Ex 3 day 188;1;3;0,0428;1,8928;1,8445;4,7100;44,2100;1377;127;7636
Ex 3 day 188;1;4;0,0428;2,0547;1,2737;3,3000;48,0000;1391;217;7636
Ex 3 day 188;1;5;0,0428;2,8017;2,2455;2,8300;65,4500;1368;169;7636
Ex 3 day 188;1;6;0,0428;2,9057;1,9872;3,3000;67,8800;1391;175;7636
Ex 3 day 188;1;7;0,0428;2,1615;1,6010;2,8300;50,4900;1355;228;7636
Ex 3 day 188;1;8;0,0428;2,4471;2,0884;2,8300;57,1600;1389;107;7636
Ex 3 day 188;1;9;0,0428;2,9065;2,4550;2,8300;67,8900;1358;214;7636
Ex 3 day 188;1;10;0,0428;2,3195;1,9449;2,8300;54,1800;1346;212;7636
Ex 3 day 188;1;11;0,0428;2,1764;1,5997;2,8300;50,8400;1361;126;7636
Ex 3 day 188;1;12;0,0428;2,0676;1,6043;2,8300;48,3000;1384;242;7636
Ex 3 day 188;1;13;0,0428;1,9940;1,6826;2,8300;46,5800;1381;177;7636
Ex 3 day 188;1;14;0,0428;2,3931;1,6332;2,8300;55,9000;1366;240;7636
Ex 3 day 188;1;15;0,0428;3,1377;0,9218;5,1900;73,3000;1391;243;7636
Ex 3 day 188;1;16;0,0428;2,0814;1,2769;4,2400;48,6200;1351;181;7636
Ex 3 day 188;1;17;0,0428;1,4377;1,1355;2,8300;33,5900;1338;182;7636
Ex 3 day 188;1;18;0,0428;2,0402;1,5494;3,3000;47,6600;1391;190;7636
Ex 3 day 188;1;19;0,0428;1,2902;1,0189;5,6600;30,1400;1391;227;7636
Ex 3 day 188;1;20;0,0428;1,4696;1,0990;2,8300;34,3300;1381;209;7636
Ex 3 day 188;1;21;0,0428;2,2135;1,9797;2,8300;51,7100;1379;145;7636
Ex 3 day 188;1;22;0,0428;1,8831;1,3472;4,7100;43,9900;1371;227;7636
Ex 3 day 188;1;23;0,0428;1,5932;0,9695;2,8300;37,2200;1377;216;7636
Ex 3 day 188;1;24;0,0428;1,8637;1,5572;2,8300;43,5400;1378;247;7636
Ex 3 day 188;1;25;0,0428;2,2621;1,0933;4,2400;52,8400;1348;156;7636
Ex 3 day 188;1;26;0,0428;1,1910;0,9954;2,8300;27,8200;1377;185;7636
Ex 3 day 188;1;27;0,0428;1,6883;1,2130;2,8300;39,4400;1349;130;7636
Ex 3 day 188;1;28;0,0428;1,5372;1,2113;2,8300;35,9100;1373;248;7636
Ex 3 day 188;1;29;0,0428;1,7690;1,2312;4,2400;41,3200;1374;201;7636
Ex 3 day 188;1;30;0,0428;1,9684;1,4904;2,8300;45,9800;1369;187;7636
Ex 3 day 188;1;31;0,0428;1,8211;1,4326;2,8300;42,5400;1381;154;7636
Ex 3 day 188;2;32;-0,0055;5,0202;4,1733;2,8300;-919,8500;1149;376;23305
Ex 3 day 188;2;33;-0,0055;4,1945;3,5519;2,8300;-768,5600;1119;338;23305
Ex 3 day 188;2;34;-0,0055;3,3370;2,6467;2,8300;-611,4400;1091;310;23305
Ex 3 day 188;2;35;-0,0055;3,9015;3,3764;2,8300;-714,8600;1103;409;23305
Ex 3 day 188;2;36;-0,0055;3,5981;2,3118;4,2400;-659,2800;1136;287;23305
Ex 3 day 188;2;37;-0,0055;3,8519;2,7890;3,7700;-705,7800;1084;370;23305
Ex 3 day 188;2;38;-0,0055;3,0536;2,4110;2,8300;-559,5100;1080;397;23305
Ex 3 day 188;2;39;-0,0055;3,8817;2,6320;3,3000;-711,2300;1098;394;23305
Ex 3 day 188;2;40;-0,0055;3,4912;2,5050;3,7700;-639,6900;1152;267;23305
Ex 3 day 188;2;41;-0,0055;3,7164;2,6274;3,3000;-680,9500;1046;383;23305
Ex 3 day 188;2;42;-0,0055;2,9727;2,2229;3,3000;-544,6800;1135;325;23305
Ex 3 day 188;2;43;-0,0055;3,2169;2,3722;2,8300;-589,4300;1134;306;23305
Ex 3 day 188;2;44;-0,0055;3,2151;2,3086;2,8300;-589,0900;1062;408;23305
Ex 3 day 188;2;45;-0,0055;2,5140;2,2406;2,8300;-460,6300;1124;374;23305
Ex 3 day 188;2;46;-0,0055;2,0801;1,5159;4,2400;-381,1400;1128;406;23305
Ex 3 day 188;2;47;-0,0055;2,8793;2,1884;2,8300;-527,5700;1062;327;23305
Ex 3 day 188;2;48;-0,0055;2,7684;1,9053;4,2400;-507,2600;1155;309;23305
Ex 3 day 188;2;49;-0,0055;3,3114;2,4770;2,8300;-606,7400;1185;302;23305
Ex 3 day 188;2;50;-0,0055;2,6415;2,0358;2,8300;-484,0100;1116;364;23305
Ex 3 day 188;2;51;-0,0055;3,1200;2,6433;2,8300;-571,6700;1125;253;23305
Ex 3 day 188;2;52;-0,0055;2,3497;1,9288;2,8300;-430,5300;1061;397;23305
Ex 3 day 188;2;53;-0,0055;2,4720;1,9988;2,8300;-452,9400;1077;356;23305
Ex 3 day 188;2;54;-0,0055;2,9645;2,3729;2,8300;-543,1800;1181;342;23305
Ex 3 day 188;2;55;-0,0055;3,0349;1,9215;3,7700;-556,0900;1049;352;23305
Ex 3 day 188;2;56;-0,0055;2,4984;1,8441;2,8300;-457,7900;1102;333;23305
Ex 3 day 188;2;57;-0,0055;2,3029;1,7254;2,8300;-421,9700;1082;407;23305
Ex 3 day 188;2;58;-0,0055;2,2150;1,9862;2,8300;-405,8600;1128;359;23305
Ex 3 day 188;2;59;-0,0055;2,8026;2,3316;2,8300;-513,5100;1074;329;23305
Ex 3 day 188;2;60;-0,0055;2,1351;1,4726;3,3000;-391,2200;1091;301;23305
