ManualArea,TP_pixels,TP_%,FN_pixels,FN_%,FP_pixels,FP_%,ThresholdMethod,Bild
2786.0,2287,82.08901651112707,499.0,17.910983488872937,0.0,0.0,Triangle,2
3947.0,3828,96.9850519381809,119.0,3.014948061819103,0.0,0.0,Triangle,2
8817.0,8400,95.2705001701259,417.0,4.729499829874107,0.0,0.0,Triangle,2
5938.0,4925,82.94038396766588,1013.0,17.05961603233412,0.0,0.0,Triangle,2
4661.0,3874,83.1152113280412,787.0,16.884788671958805,0.0,0.0,Triangle,2
5206.0,4618,88.70533999231655,588.0,11.294660007683442,0.0,0.0,Triangle,2
7227.0,6240,86.3428808634288,987.0,13.657119136571191,0.0,0.0,Triangle,2
5287.0,4794,90.67524115755627,493.0,9.32475884244373,0.0,0.0,Triangle,2
8533.0,7872,92.25360365639283,661.0,7.746396343607172,0.0,0.0,Triangle,2
4492.0,3995,88.93588601959038,497.0,11.064113980409616,0.0,0.0,Triangle,2
9934.0,9089,91.49385947251862,845.0,8.506140527481378,0.0,0.0,Triangle,2
4303.0,3550,82.50058099000697,753.0,17.499419009993026,0.0,0.0,Triangle,2
3773.0,3449,91.41266896368937,324.0,8.587331036310628,0.0,0.0,Triangle,2
4430.0,3665,82.7313769751693,765.0,17.268623024830703,0.0,0.0,Triangle,2
3942.0,3847,97.59005580923389,95.0,2.4099441907661086,0.0,0.0,Triangle,2
4837.0,4352,89.9731238370891,485.0,10.026876162910895,0.0,0.0,Triangle,2
4670.0,4238,90.74946466809422,432.0,9.250535331905782,0.0,0.0,Triangle,2
7001.0,6321,90.28710184259393,680.0,9.712898157406084,0.0,0.0,Triangle,2
4368.0,4029,92.23901098901099,339.0,7.760989010989011,0.0,0.0,Triangle,2
4793.0,4295,89.60984769455456,498.0,10.39015230544544,0.0,0.0,Triangle,2
4246.0,3679,86.64625529910504,567.0,13.353744700894959,0.0,0.0,Triangle,2
2939.0,2761,93.94351820347056,178.0,6.0564817965294315,0.0,0.0,Triangle,2
8889.0,8101,91.13511081111486,788.0,8.864889188885138,0.0,0.0,Triangle,2
3371.0,3270,97.00385642242658,101.0,2.99614357757342,0.0,0.0,Triangle,2
6060.0,4449,73.41584158415841,1611.0,26.584158415841586,0.0,0.0,Triangle,2
6004.0,5618,93.57095269820121,386.0,6.429047301798802,0.0,0.0,Triangle,2
3420.0,3062,89.53216374269006,358.0,10.46783625730994,0.0,0.0,Triangle,2
4620.0,4169,90.23809523809524,451.0,9.761904761904763,0.0,0.0,Triangle,2
3846.0,3458,89.91159646385856,388.0,10.088403536141445,0.0,0.0,Triangle,2
1076.0,994,92.37918215613384,82.0,7.6208178438661704,0.0,0.0,Triangle,2
9139.0,8662,94.78061057008425,477.0,5.219389429915746,0.0,0.0,Triangle,2
4841.0,4701,97.1080355298492,140.0,2.8919644701507954,0.0,0.0,Triangle,2
4486.0,3818,85.10922871154703,668.0,14.890771288452964,0.0,0.0,Triangle,2
4699.0,4350,92.5728878484784,349.0,7.427112151521601,0.0,0.0,Triangle,2
11771.0,10792,91.68294962195226,979.0,8.317050378047744,0.0,0.0,Triangle,2
4028.0,3502,86.94141012909633,526.0,13.058589870903676,0.0,0.0,Triangle,2
4087.0,3668,89.74798140445314,419.0,10.252018595546856,0.0,0.0,Triangle,2
26146.0,25306,96.78727147556032,840.0,3.212728524439685,0.0,0.0,Triangle,2
95.0,0,0.0,95.0,100.0,0.0,0.0,Triangle,2
3588.0,3449,96.12597547380156,139.0,3.8740245261984394,0.0,0.0,Triangle,2
3701.0,3322,89.75952445285058,379.0,10.240475547149419,0.0,0.0,Triangle,2
3671.0,3042,82.8657041678017,629.0,17.134295832198312,0.0,0.0,Triangle,2
4970.0,4746,95.49295774647887,224.0,4.507042253521127,0.0,0.0,Triangle,2
4266.0,4188,98.17158931082982,78.0,1.8284106891701828,0.0,0.0,Triangle,2
6632.0,5901,88.97768395657418,731.0,11.022316043425814,0.0,0.0,Triangle,2
5522.0,5323,96.3962332488229,199.0,3.60376675117711,0.0,0.0,Triangle,2
5134.0,4575,89.1118036618621,559.0,10.888196338137904,0.0,0.0,Triangle,2
3452.0,3343,96.84241019698725,109.0,3.1575898030127463,0.0,0.0,Triangle,2
3296.0,2831,85.89199029126213,465.0,14.108009708737864,0.0,0.0,Triangle,2
92.0,0,0.0,92.0,100.0,0.0,0.0,Triangle,2
