ManualArea,TP_pixels,TP_%,FN_pixels,FN_%,FP_pixels,FP_%,ThresholdMethod,ImageIndex
4100.0,4097,99.92682926829268,3.0,0.07317073170731707,0.0,0.0,Li,2
4023.0,3860,95.94829729057916,163.0,4.05170270942083,0.0,0.0,Li,2
3395.0,3087,90.9278350515464,308.0,9.072164948453608,0.0,0.0,Li,2
4656.0,4253,91.34450171821305,403.0,8.655498281786942,0.0,0.0,Li,2
2983.0,2268,76.03084143479718,715.0,23.969158565202818,0.0,0.0,Li,2
2115.0,1874,88.60520094562648,241.0,11.394799054373522,0.0,0.0,Triangle,2
5116.0,5037,98.45582486317436,79.0,1.544175136825645,0.0,0.0,Triangle,2
2486.0,2277,91.5929203539823,209.0,8.4070796460177,0.0,0.0,Triangle,2
4048.0,3972,98.12252964426878,76.0,1.8774703557312251,0.0,0.0,Triangle,2
6029.0,4950,82.10316802123072,1079.0,17.89683197876928,0.0,0.0,Triangle,2
8338.0,8260,99.06452386663467,78.0,0.9354761333653155,0.0,0.0,Triangle,2
4707.0,4532,96.28213299341407,175.0,3.717867006585936,0.0,0.0,Triangle,2
3917.0,3822,97.57467449578759,95.0,2.4253255042124073,0.0,0.0,Triangle,2
6459.0,6142,95.092119523146,317.0,4.907880476854002,0.0,0.0,Triangle,2
4567.0,4565,99.95620757608934,2.0,0.04379242391066346,0.0,0.0,Triangle,2
7253.0,7240,99.8207638218668,13.0,0.17923617813318626,0.0,0.0,Triangle,2
3971.0,3962,99.77335683706875,9.0,0.22664316293125158,0.0,0.0,Triangle,2
8667.0,8627,99.5384792892581,40.0,0.4615207107418946,0.0,0.0,Triangle,2
3472.0,3413,98.30069124423963,59.0,1.6993087557603686,0.0,0.0,Triangle,2
3642.0,3532,96.9796814936848,110.0,3.0203185063152116,0.0,0.0,Triangle,2
3741.0,3577,95.61614541566425,164.0,4.383854584335739,0.0,0.0,Triangle,2
4528.0,4520,99.82332155477032,8.0,0.17667844522968199,0.0,0.0,Triangle,2
3936.0,3907,99.26321138211382,29.0,0.7367886178861789,0.0,0.0,Triangle,2
3845.0,3845,100.0,0.0,0.0,0.0,0.0,Triangle,2
5966.0,5941,99.5809587663426,25.0,0.4190412336573919,0.0,0.0,Triangle,2
4206.0,4051,96.31478839752734,155.0,3.6852116024726578,0.0,0.0,Triangle,2
4036.0,4022,99.65312190287413,14.0,0.3468780971258672,0.0,0.0,Triangle,2
3661.0,3622,98.93471729035782,39.0,1.0652827096421742,0.0,0.0,Triangle,2
2812.0,2804,99.71550497866288,8.0,0.2844950213371266,0.0,0.0,Triangle,2
2595.0,2595,100.0,0.0,0.0,0.0,0.0,Triangle,2
4063.0,4001,98.47403396505045,62.0,1.5259660349495445,0.0,0.0,Triangle,2
7400.0,7389,99.85135135135135,11.0,0.14864864864864866,0.0,0.0,Triangle,2
5755.0,4458,77.46307558644658,1297.0,22.536924413553432,0.0,0.0,Triangle,2
5276.0,5221,98.95754359363154,55.0,1.0424564063684612,0.0,0.0,Triangle,2
3033.0,3018,99.50544015825915,15.0,0.4945598417408506,0.0,0.0,Triangle,2
3357.0,3337,99.40422996723265,20.0,0.5957700327673519,0.0,0.0,Triangle,2
7895.0,7876,99.75934135528816,19.0,0.24065864471184295,0.0,0.0,Triangle,2
5286.0,5248,99.28111993946274,38.0,0.7188800605372683,0.0,0.0,Triangle,2
3859.0,3830,99.2485099766779,29.0,0.7514900233221042,0.0,0.0,Triangle,2
4186.0,4168,99.56999522216914,18.0,0.43000477783086477,0.0,0.0,Triangle,2
10519.0,10443,99.27749786101342,76.0,0.7225021389865958,0.0,0.0,Triangle,2
3449.0,3426,99.33314004059147,23.0,0.6668599594085242,0.0,0.0,Triangle,2
3601.0,3586,99.5834490419328,15.0,0.4165509580672035,0.0,0.0,Triangle,2
25688.0,25484,99.20585487387108,204.0,0.7941451261289318,0.0,0.0,Triangle,2
3441.0,3430,99.6803254867771,11.0,0.31967451322290036,0.0,0.0,Triangle,2
3398.0,3289,96.79223072395527,109.0,3.2077692760447323,0.0,0.0,Triangle,2
3341.0,3054,91.40975755761748,287.0,8.59024244238252,0.0,0.0,Triangle,2
4740.0,4738,99.957805907173,2.0,0.04219409282700422,0.0,0.0,Triangle,2
2666.0,2666,100.0,0.0,0.0,0.0,0.0,Triangle,2
5106.0,5106,100.0,0.0,0.0,0.0,0.0,Triangle,2
5440.0,5388,99.04411764705883,52.0,0.9558823529411765,0.0,0.0,Triangle,2
4093.0,4093,100.0,0.0,0.0,0.0,0.0,Triangle,2
2703.0,2703,100.0,0.0,0.0,0.0,0.0,Triangle,2
2755.0,2729,99.05626134301271,26.0,0.9437386569872959,0.0,0.0,Triangle,2
3773.0,3628,96.15690432016962,145.0,3.8430956798303737,0.0,0.0,Triangle,2
3618.0,3389,93.67053620784964,229.0,6.32946379215036,0.0,0.0,Triangle,2
7909.0,7292,92.19876090529776,617.0,7.801239094702238,0.0,0.0,Triangle,2
4100.0,4098,99.95121951219512,2.0,0.04878048780487805,0.0,0.0,Triangle,2
4023.0,3869,96.17201093711161,154.0,3.8279890628883915,0.0,0.0,Triangle,2
3395.0,3094,91.1340206185567,301.0,8.8659793814433,0.0,0.0,Triangle,2
4656.0,4262,91.53780068728523,394.0,8.462199312714777,0.0,0.0,Triangle,2
2983.0,2280,76.43312101910828,703.0,23.56687898089172,0.0,0.0,Triangle,2
19833.0,12237,61.70019664196037,7596.0,38.29980335803963,0.0,0.0,Otsu,3
20650.0,20144,97.5496368038741,506.0,2.4503631961259082,0.0,0.0,Otsu,3
21582.0,16195,75.0393846724122,5387.0,24.960615327587803,0.0,0.0,Otsu,3
26850.0,23932,89.13221601489758,2918.0,10.86778398510242,0.0,0.0,Otsu,3
19833.0,18236,91.94776382796348,1597.0,8.052236172036505,0.0,0.0,Li,3
20650.0,20650,100.0,0.0,0.0,0.0,0.0,Li,3
21582.0,21301,98.69798906496155,281.0,1.3020109350384579,0.0,0.0,Li,3
26850.0,26728,99.54562383612662,122.0,0.4543761638733706,0.0,0.0,Li,3
19833.0,19833,100.0,0.0,0.0,0.0,0.0,Triangle,3
20650.0,20650,100.0,0.0,0.0,0.0,0.0,Triangle,3
21582.0,21582,100.0,0.0,0.0,0.0,0.0,Triangle,3
26850.0,26850,100.0,0.0,0.0,0.0,0.0,Triangle,3
25226.0,23558,93.38777451835408,1668.0,6.612225481645921,0.0,0.0,Otsu,4
21182.0,15250,71.99509017089983,5932.0,28.00490982910018,0.0,0.0,Otsu,4
22998.0,15013,65.2795895295243,7985.0,34.72041047047569,0.0,0.0,Otsu,4
9886.0,4010,40.56241149099737,5876.0,59.43758850900262,0.0,0.0,Otsu,4
17186.0,13495,78.52321657162807,3691.0,21.47678342837193,0.0,0.0,Otsu,4
10045.0,9508,94.65405674464908,537.0,5.345943255350921,0.0,0.0,Otsu,4
1988.0,0,0.0,1988.0,100.0,0.0,0.0,Otsu,4
25226.0,25226,100.0,0.0,0.0,0.0,0.0,Li,4
21182.0,20456,96.57256160891323,726.0,3.427438391086772,0.0,0.0,Li,4
22998.0,21832,94.92999391251413,1166.0,5.070006087485869,0.0,0.0,Li,4
9886.0,7095,71.76815698968238,2791.0,28.23184301031762,0.0,0.0,Li,4
17186.0,17027,99.07482834865588,159.0,0.9251716513441174,0.0,0.0,Li,4
10045.0,10045,100.0,0.0,0.0,0.0,0.0,Li,4
1988.0,1455,73.18913480885311,533.0,26.81086519114688,0.0,0.0,Li,4
25226.0,25226,100.0,0.0,0.0,0.0,0.0,Triangle,4
21182.0,21178,99.98111604192239,4.0,0.018883958077613068,0.0,0.0,Triangle,4
22998.0,22951,99.79563440299157,47.0,0.20436559700843548,0.0,0.0,Triangle,4
9886.0,8697,87.97289095690876,1189.0,12.02710904309124,0.0,0.0,Triangle,4
17186.0,17186,100.0,0.0,0.0,0.0,0.0,Triangle,4
10045.0,10045,100.0,0.0,0.0,0.0,0.0,Triangle,4
1988.0,1960,98.59154929577466,28.0,1.4084507042253522,0.0,0.0,Triangle,4
17958.0,0,0.0,17958.0,100.0,0.0,0.0,Otsu,5
14609.0,0,0.0,14609.0,100.0,0.0,0.0,Otsu,5
10682.0,0,0.0,10682.0,100.0,0.0,0.0,Otsu,5
10266.0,0,0.0,10266.0,100.0,0.0,0.0,Otsu,5
15457.0,0,0.0,15457.0,100.0,0.0,0.0,Otsu,5
6737.0,0,0.0,6737.0,100.0,0.0,0.0,Otsu,5
17958.0,7026,39.12462412295356,10932.0,60.875375877046444,0.0,0.0,Li,5
14609.0,13947,95.46854678622768,662.0,4.531453213772332,0.0,0.0,Li,5
10682.0,9055,84.76876989327842,1627.0,15.231230106721588,0.0,0.0,Li,5
10266.0,10027,97.67192674849015,239.0,2.328073251509838,0.0,0.0,Li,5
15457.0,11459,74.13469625412435,3998.0,25.865303745875657,0.0,0.0,Li,5
6737.0,4965,73.69749146504378,1772.0,26.30250853495621,0.0,0.0,Li,5
17958.0,12811,71.33867914021606,5147.0,28.661320859783938,0.0,0.0,Triangle,5
14609.0,14505,99.28811006913546,104.0,0.7118899308645356,0.0,0.0,Triangle,5
10682.0,10358,96.96686013855084,324.0,3.033139861449167,0.0,0.0,Triangle,5
10266.0,10260,99.9415546464056,6.0,0.058445353594389245,0.0,0.0,Triangle,5
15457.0,14068,91.01378016432685,1389.0,8.986219835673158,0.0,0.0,Triangle,5
6737.0,6212,92.20721389342438,525.0,7.792786106575628,0.0,0.0,Triangle,5
35508.0,16402,46.1924073448237,19106.0,53.80759265517629,0.0,0.0,Otsu,6
10864.0,6066,55.83578792341679,4798.0,44.16421207658321,0.0,0.0,Otsu,6
15849.0,14869,93.81664458325446,980.0,6.1833554167455365,0.0,0.0,Otsu,6
35210.0,25858,73.43936381709742,9352.0,26.560636182902584,0.0,0.0,Otsu,6
7677.0,7029,91.55920281359906,648.0,8.440797186400937,0.0,0.0,Otsu,6
35508.0,31017,87.35214599526867,4491.0,12.647854004731329,0.0,0.0,Li,6
10864.0,9645,88.77945508100147,1219.0,11.220544918998527,0.0,0.0,Li,6
15849.0,15780,99.56464130229037,69.0,0.4353586977096347,0.0,0.0,Li,6
35210.0,30946,87.88980403294518,4264.0,12.110195967054814,0.0,0.0,Li,6
7677.0,7622,99.28357431288264,55.0,0.7164256871173635,0.0,0.0,Li,6
35508.0,35071,98.76929142728399,437.0,1.2307085727160076,0.0,0.0,Triangle,6
10864.0,10767,99.10714285714286,97.0,0.8928571428571428,0.0,0.0,Triangle,6
15849.0,15849,100.0,0.0,0.0,0.0,0.0,Triangle,6
35210.0,34372,97.61999431979551,838.0,2.3800056802044876,0.0,0.0,Triangle,6
7677.0,7677,100.0,0.0,0.0,0.0,0.0,Triangle,6
