experiment,cell_id,peak_id,cell_intensity_mean,foci_intensity_peak,foci_intensity_mean_disk,foci_radius,signal_to_cell_ratio,foci_x,foci_y
Ex 3 day 1813,4,93,0.0143,3.9337,3.0324,3.77,274.93,997,465
Ex 3 day 1813,4,94,0.0143,3.7242,2.7615,3.3,260.29,1049,460
Ex 3 day 1813,4,95,0.0143,4.007,3.0436,3.77,280.06,1012,399
Ex 3 day 1813,4,96,0.0143,3.5833,2.6794,3.77,250.44,972,503
Ex 3 day 1813,4,97,0.0143,3.3523,2.3709,3.3,234.3,1025,548
Ex 3 day 1813,4,98,0.0143,3.2801,2.58,3.77,229.25,957,463
Ex 3 day 1813,4,99,0.0143,3.4531,2.6554,3.77,241.34,982,397
Ex 3 day 1813,4,100,0.0143,2.7536,1.8859,5.19,192.45,954,490
Ex 3 day 1813,4,101,0.0143,2.9904,2.1559,3.3,209.0,964,405
Ex 3 day 1813,4,102,0.0143,3.0804,2.262,3.77,215.29,1050,495
Ex 3 day 1813,4,103,0.0143,3.0124,2.0713,3.3,210.54,1019,486
Ex 3 day 1813,4,104,0.0143,2.8588,1.7862,5.19,199.81,1009,502
Ex 3 day 1813,4,105,0.0143,2.8523,2.1342,3.77,199.35,1065,518
Ex 3 day 1813,4,106,0.0143,2.4391,1.8221,2.83,170.47,984,488
Ex 3 day 1813,4,107,0.0143,2.3052,2.0036,2.83,161.12,953,442
Ex 3 day 1813,4,108,0.0143,2.3176,1.8753,3.77,161.98,941,441
Ex 3 day 1813,4,109,0.0143,2.3125,1.6167,3.3,161.63,1047,515
Ex 3 day 1813,4,110,0.0143,2.1291,1.5255,3.3,148.81,1020,520
Ex 3 day 1813,4,111,0.0143,2.2663,1.5885,3.3,158.39,951,397
Ex 3 day 1813,4,112,0.0143,2.0216,1.5432,3.77,141.29,957,375
Ex 3 day 1813,4,113,0.0143,2.2609,1.5789,5.66,158.01,1067,486
Ex 3 day 1813,4,114,0.0143,1.4579,0.9746,3.77,101.9,1034,458
Ex 3 day 1813,4,115,0.0143,1.8158,1.4877,4.71,126.91,993,379
Ex 3 day 1813,4,116,0.0143,1.8871,1.1993,3.3,131.89,1020,460
Ex 3 day 1813,4,117,0.0143,1.6198,1.3568,4.24,113.21,1029,433
Ex 3 day 1813,4,118,0.0143,1.8154,1.3869,3.77,126.88,1061,501
Ex 3 day 1813,4,119,0.0143,1.6024,1.3722,2.83,112.0,946,410
Ex 3 day 1813,4,120,0.0143,1.8471,1.4315,2.83,129.1,1028,421
Ex 3 day 1813,4,121,0.0143,1.8355,1.5689,2.83,128.29,1039,513
Ex 3 day 1813,4,122,0.0143,1.7354,1.493,2.83,121.29,957,413
Ex 3 day 1813,4,123,0.0143,1.8574,1.4574,3.3,129.82,1075,459
Ex 3 day 1813,4,124,0.0143,1.9498,1.4305,3.3,136.28,1013,477
Ex 3 day 1813,4,125,0.0143,2.1095,1.0431,4.24,147.44,967,450
Ex 3 day 1813,5,126,0.0722,4.2797,3.2168,3.77,59.27,919,683
Ex 3 day 1813,5,127,0.0722,4.1791,2.8683,3.3,57.87,871,725
Ex 3 day 1813,5,128,0.0722,4.0308,2.7741,3.3,55.82,877,746
Ex 3 day 1813,5,129,0.0722,3.5749,2.7237,3.77,49.51,925,732
Ex 3 day 1813,5,130,0.0722,3.5181,2.7704,3.77,48.72,875,764
Ex 3 day 1813,5,131,0.0722,3.6485,2.7333,3.77,50.53,878,790
Ex 3 day 1813,5,132,0.0722,3.5918,2.6726,3.77,49.74,841,678
Ex 3 day 1813,5,133,0.0722,3.8406,2.6182,3.3,53.19,940,790
Ex 3 day 1813,5,134,0.0722,3.1698,2.2186,3.3,43.9,931,773
Ex 3 day 1813,5,135,0.0722,2.7563,2.1309,3.77,38.17,851,707
Ex 3 day 1813,5,136,0.0722,3.5154,2.53,3.77,48.68,888,716
Ex 3 day 1813,5,137,0.0722,3.219,2.4356,3.77,44.58,900,791
Ex 3 day 1813,5,138,0.0722,3.1638,2.3077,3.3,43.81,866,807
Ex 3 day 1813,5,139,0.0722,2.6739,2.2964,2.83,37.03,874,709
Ex 3 day 1813,5,140,0.0722,2.6547,1.9633,4.24,36.76,885,685
Ex 3 day 1813,5,141,0.0722,2.8568,1.9639,3.3,39.56,890,743
Ex 3 day 1813,5,142,0.0722,3.1238,2.3667,3.77,43.26,911,759
Ex 3 day 1813,5,143,0.0722,3.1208,2.722,2.83,43.22,837,765
Ex 3 day 1813,5,144,0.0722,2.893,2.1854,3.77,40.06,867,678
Ex 3 day 1813,5,145,0.0722,2.8142,2.1465,3.77,38.97,860,743
Ex 3 day 1813,5,146,0.0722,2.9633,1.9596,3.3,41.04,940,762
Ex 3 day 1813,5,147,0.0722,2.6411,1.7676,4.24,36.58,849,721
Ex 3 day 1813,5,148,0.0722,2.9846,2.1097,3.77,41.33,882,664
Ex 3 day 1813,5,149,0.0722,2.9079,1.916,3.3,40.27,854,680
Ex 3 day 1813,5,150,0.0722,2.993,2.1747,3.3,41.45,885,701
Ex 3 day 1813,5,151,0.0722,2.5555,1.9318,3.77,35.39,940,649
Ex 3 day 1813,5,152,0.0722,2.9466,2.1553,3.3,40.81,847,779
Ex 3 day 1813,5,153,0.0722,2.8932,2.1435,3.77,40.07,826,748
Ex 3 day 1813,5,154,0.0722,2.7394,2.0346,3.3,37.94,926,708
Ex 3 day 1813,5,155,0.0722,2.4915,1.7864,3.3,34.5,910,707
Ex 3 day 1813,5,156,0.0722,2.361,1.8156,3.77,32.7,853,656
Ex 3 day 1813,5,157,0.0722,2.5399,1.7167,3.3,35.17,920,745
Ex 3 day 1813,5,158,0.0722,2.7531,1.8515,3.3,38.13,887,766
Ex 3 day 1813,5,159,0.0722,2.5767,1.7004,3.3,35.68,840,691
Ex 3 day 1813,5,160,0.0722,2.505,1.8916,3.77,34.69,921,628
Ex 3 day 1813,5,161,0.0722,2.4056,1.7424,3.3,33.31,924,794
Ex 3 day 1813,5,162,0.0722,2.8538,2.0884,3.3,39.52,866,651
Ex 3 day 1813,5,163,0.0722,2.6237,1.9954,3.77,36.33,917,643
Ex 3 day 1813,5,164,0.0722,2.5406,1.7784,4.24,35.18,823,701
Ex 3 day 1813,5,165,0.0722,2.4633,1.751,3.3,34.11,928,645
Ex 3 day 1813,5,166,0.0722,2.4,1.7219,3.3,33.24,913,803
Ex 3 day 1813,5,167,0.0722,1.9615,1.3732,3.77,27.16,839,751
Ex 3 day 1813,5,168,0.0722,2.1346,1.5019,3.3,29.56,831,713
Ex 3 day 1813,5,169,0.0722,2.4578,2.1627,2.83,34.04,919,713
Ex 3 day 1813,5,170,0.0722,2.4346,1.8838,3.77,33.72,946,717
Ex 3 day 1813,5,171,0.0722,2.3605,1.9826,2.83,32.69,901,694
Ex 3 day 1813,5,172,0.0722,2.24,1.3485,4.24,31.02,837,733
Ex 3 day 1813,5,173,0.0722,1.4627,0.9854,3.3,20.26,902,732
Ex 3 day 1813,5,174,0.0722,1.8635,1.4834,3.77,25.81,921,760
Ex 3 day 1813,5,175,0.0722,2.1311,1.5832,3.3,29.51,884,807
Ex 3 day 1813,5,176,0.0722,2.1828,1.5215,3.77,30.23,954,649
Ex 3 day 1813,5,177,0.0722,2.2011,1.5696,3.3,30.48,904,632
Ex 3 day 1813,5,178,0.0722,2.1601,1.6147,3.77,29.91,897,654
Ex 3 day 1813,5,179,0.0722,1.6192,1.2819,3.77,22.42,914,667
Ex 3 day 1813,5,180,0.0722,1.9285,1.5786,2.83,26.71,871,699
Ex 3 day 1813,5,181,0.0722,2.1499,1.5647,3.3,29.77,952,691
Ex 3 day 1813,5,182,0.0722,2.0368,1.4002,3.3,28.21,965,676
Ex 3 day 1813,5,183,0.0722,1.9469,1.7158,2.83,26.96,834,773
Ex 3 day 1813,6,184,0.0349,4.0098,2.991,3.77,114.76,275,843
Ex 3 day 1813,6,185,0.0349,3.6671,2.6431,3.3,104.95,280,900
Ex 3 day 1813,6,186,0.0349,3.4422,2.3871,3.3,98.51,293,894
Ex 3 day 1813,6,187,0.0349,3.3969,2.4921,3.3,97.22,297,865
Ex 3 day 1813,6,188,0.0349,3.8999,2.7709,3.3,111.61,204,897
Ex 3 day 1813,6,189,0.0349,3.6356,2.6739,3.77,104.05,306,923
Ex 3 day 1813,6,190,0.0349,3.434,2.1635,4.24,98.28,348,822
Ex 3 day 1813,6,191,0.0349,3.2403,2.3471,3.3,92.73,283,824
Ex 3 day 1813,6,192,0.0349,3.1957,2.2961,4.24,91.46,336,883
Ex 3 day 1813,6,193,0.0349,2.9467,2.019,3.3,84.33,286,883
Ex 3 day 1813,6,194,0.0349,3.1325,2.4157,3.3,89.65,300,834
Ex 3 day 1813,6,195,0.0349,3.0694,2.1663,3.3,87.84,246,857
Ex 3 day 1813,6,196,0.0349,2.7728,2.0869,3.77,79.36,365,918
Ex 3 day 1813,6,197,0.0349,2.5412,2.0272,3.77,72.73,379,896
Ex 3 day 1813,6,198,0.0349,2.4884,1.8434,3.3,71.22,255,898
Ex 3 day 1813,6,199,0.0349,2.6577,1.8162,4.24,76.06,342,924
Ex 3 day 1813,6,200,0.0349,2.4506,1.6931,3.3,70.13,296,882
Ex 3 day 1813,6,201,0.0349,2.4705,1.7811,3.3,70.7,202,928
Ex 3 day 1813,6,202,0.0349,2.5424,1.8132,4.71,72.76,225,871
Ex 3 day 1813,6,203,0.0349,2.3362,1.7454,3.77,66.86,360,899
Ex 3 day 1813,6,204,0.0349,2.083,1.3881,4.24,59.61,326,806
Ex 3 day 1813,6,205,0.0349,2.5225,2.1558,2.83,72.19,289,867
Ex 3 day 1813,6,206,0.0349,2.616,2.2563,2.83,74.87,271,884
Ex 3 day 1813,6,207,0.0349,2.5602,1.7493,3.3,73.27,308,802
Ex 3 day 1813,6,208,0.0349,2.2365,1.5405,3.3,64.01,354,889
Ex 3 day 1813,6,209,0.0349,2.0142,1.6794,2.83,57.64,249,841
Ex 3 day 1813,6,210,0.0349,2.015,1.35,3.3,57.67,228,946
Ex 3 day 1813,6,211,0.0349,2.1245,1.3963,4.24,60.8,363,837
Ex 3 day 1813,6,212,0.0349,2.2351,1.9702,2.83,63.97,349,845
Ex 3 day 1813,6,213,0.0349,1.9817,1.4422,3.3,56.71,237,938
Ex 3 day 1813,6,214,0.0349,2.0019,1.3379,4.24,57.29,384,852
Ex 3 day 1813,6,215,0.0349,1.7256,1.3731,4.71,49.38,330,902
Ex 3 day 1813,6,216,0.0349,2.1551,1.5703,3.3,61.68,281,863
Ex 3 day 1813,6,217,0.0349,2.2141,1.4695,3.3,63.37,257,828
Ex 3 day 1813,6,218,0.0349,1.9347,1.3681,3.3,55.37,263,817
Ex 3 day 1813,6,219,0.0349,1.9312,1.4705,3.3,55.27,304,901
Ex 3 day 1813,6,220,0.0349,1.9467,1.2908,3.3,55.71,383,911
Ex 3 day 1813,6,221,0.0349,1.9834,1.6642,2.83,56.76,340,866
Ex 3 day 1813,6,222,0.0349,2.1275,1.9121,2.83,60.89,337,853
Ex 3 day 1813,7,223,-0.0074,3.9258,2.9423,2.83,-527.96,752,812
Ex 3 day 1813,7,224,-0.0074,3.0736,2.4746,2.83,-413.35,774,832
Ex 3 day 1813,7,225,-0.0074,2.555,1.796,3.3,-343.61,805,817
Ex 3 day 1813,7,226,-0.0074,1.7895,1.3982,2.83,-240.66,794,842
Ex 3 day 1813,7,227,-0.0074,2.3786,1.5319,4.24,-319.88,780,813
Ex 3 day 1813,7,228,-0.0074,1.7497,1.3765,2.83,-235.31,758,795
Ex 3 day 1813,7,229,-0.0074,1.5766,1.3688,2.83,-212.03,761,839
