Total Cells: 5
Total Foci: 179

Head (first 20 rows):
   experiment  cell_id  peak_id  cell_intensity_mean  foci_intensity_peak  foci_intensity_mean_disk  foci_radius  signal_to_cell_ratio  foci_x  foci_y
Ex 3 day 1821        1        1               0.0168               4.2451                    3.0574         3.30                252.31     257     158
Ex 3 day 1821        1        2               0.0168               4.0598                    3.1388         3.77                241.30     267     143
Ex 3 day 1821        1        3               0.0168               3.9956                    3.5323         2.83                237.49     281     160
Ex 3 day 1821        1        4               0.0168               3.9664                    2.9843         3.77                235.75     284     127
Ex 3 day 1821        1        5               0.0168               4.0228                    2.8474         3.30                239.10     230     188
Ex 3 day 1821        1        6               0.0168               4.0923                    2.9037         3.30                243.23     254      77
Ex 3 day 1821        1        7               0.0168               3.8340                    2.7841         3.30                227.88     315      89
Ex 3 day 1821        1        8               0.0168               3.8452                    2.6943         3.30                228.55     257     224
Ex 3 day 1821        1        9               0.0168               3.6173                    2.8273         3.77                215.00     324     136
Ex 3 day 1821        1       10               0.0168               3.4516                    2.5123         3.30                205.15     227     174
Ex 3 day 1821        1       11               0.0168               3.3594                    2.2326         4.24                199.67     321     167
Ex 3 day 1821        1       12               0.0168               3.1935                    2.1650         3.30                189.81     245     142
Ex 3 day 1821        1       13               0.0168               3.5914                    3.0561         2.83                213.46     248     186
Ex 3 day 1821        1       14               0.0168               3.5811                    2.4670         3.30                212.84     283      88
Ex 3 day 1821        1       15               0.0168               3.2126                    2.4767         3.77                190.94     310     113
Ex 3 day 1821        1       16               0.0168               3.5829                    2.5902         3.77                212.95     234      84
Ex 3 day 1821        1       17               0.0168               2.8148                    2.4570         2.83                167.30     229     165
Ex 3 day 1821        1       18               0.0168               3.2639                    2.3980         3.30                193.99     313     195
Ex 3 day 1821        1       19               0.0168               3.0048                    1.9536         3.30                178.59     288     140
Ex 3 day 1821        1       20               0.0168               2.8797                    2.0355         4.71                171.16     276     191
