experiment,cell_id,peak_id,cell_intensity_mean,foci_intensity_peak,foci_intensity_mean_disk,foci_radius,signal_to_cell_ratio,foci_x,foci_y,cell_area
Ex 3 day 1821,1,1,0.0167,4.0689,3.1413,3.77,243.92,267,143,28323
Ex 3 day 1821,1,2,0.0167,4.2218,3.052,3.3,253.08,257,158,28323
Ex 3 day 1821,1,3,0.0167,3.9799,3.5241,2.83,238.59,281,160,28323
Ex 3 day 1821,1,4,0.0167,3.9722,2.9866,3.77,238.12,284,127,28323
Ex 3 day 1821,1,5,0.0167,3.982,2.8307,3.3,238.71,230,188,28323
Ex 3 day 1821,1,6,0.0167,4.0926,2.8933,3.3,245.34,254,77,28323
Ex 3 day 1821,1,7,0.0167,3.7803,2.7512,3.3,226.62,315,89,28323
Ex 3 day 1821,1,8,0.0167,3.8719,2.7065,3.3,232.11,257,224,28323
Ex 3 day 1821,1,9,0.0167,3.6441,2.8367,3.77,218.45,324,136,28323
Ex 3 day 1821,1,10,0.0167,3.4259,2.5018,3.3,205.37,227,174,28323
Ex 3 day 1821,1,11,0.0167,3.3818,2.24,4.24,202.73,321,167,28323
Ex 3 day 1821,1,12,0.0167,3.1763,2.16,3.3,190.41,245,142,28323
Ex 3 day 1821,1,13,0.0167,3.5678,3.0386,2.83,213.88,248,186,28323
Ex 3 day 1821,1,14,0.0167,3.5785,2.4654,3.3,214.52,283,88,28323
Ex 3 day 1821,1,15,0.0167,3.2125,2.4761,3.77,192.58,310,113,28323
Ex 3 day 1821,1,16,0.0167,3.561,2.5742,3.77,213.47,234,84,28323
Ex 3 day 1821,1,17,0.0167,2.8107,2.4565,2.83,168.49,229,165,28323
Ex 3 day 1821,1,18,0.0167,3.2985,2.4074,3.3,197.73,313,195,28323
Ex 3 day 1821,1,19,0.0167,3.0233,1.9648,3.3,181.24,288,140,28323
Ex 3 day 1821,1,20,0.0167,2.8702,2.0357,4.71,172.06,276,191,28323
Ex 3 day 1821,1,21,0.0167,2.9509,2.5724,2.83,176.9,299,125,28323
Ex 3 day 1821,1,22,0.0167,2.6964,1.9315,3.3,161.64,267,201,28323
Ex 3 day 1821,1,23,0.0167,2.786,1.6936,5.66,167.01,194,168,28323
Ex 3 day 1821,1,24,0.0167,2.4031,1.7923,3.3,144.06,238,218,28323
Ex 3 day 1821,1,25,0.0167,2.6237,1.9115,3.3,157.28,326,194,28323
Ex 3 day 1821,1,26,0.0167,2.6221,1.9734,3.77,157.19,252,173,28323
Ex 3 day 1821,1,27,0.0167,2.3773,1.9608,3.77,142.51,224,146,28323
Ex 3 day 1821,1,28,0.0167,2.1207,1.6998,5.19,127.13,199,192,28323
Ex 3 day 1821,1,29,0.0167,2.3919,1.6833,4.24,143.39,206,205,28323
Ex 3 day 1821,1,30,0.0167,2.4705,1.8867,3.77,148.1,240,240,28323
Ex 3 day 1821,1,31,0.0167,2.5575,2.1019,2.83,153.31,237,99,28323
Ex 3 day 1821,1,32,0.0167,2.2524,1.9586,2.83,135.03,285,170,28323
Ex 3 day 1821,1,33,0.0167,2.4579,2.107,2.83,147.34,339,158,28323
Ex 3 day 1821,1,34,0.0167,1.851,1.4491,2.83,110.96,263,103,28323
Ex 3 day 1821,1,35,0.0167,2.3217,1.9986,2.83,139.18,251,118,28323
Ex 3 day 1821,1,36,0.0167,1.7134,1.3736,2.83,102.72,254,93,28323
Ex 3 day 1821,1,37,0.0167,2.1204,1.6743,2.83,127.11,229,122,28323
Ex 3 day 1821,1,38,0.0167,2.1284,1.5513,3.3,127.59,236,149,28323
Ex 3 day 1821,1,39,0.0167,1.9421,1.4624,2.83,116.42,230,100,28323
Ex 3 day 1821,1,40,0.0167,2.2049,1.2868,5.66,132.18,297,170,28323
Ex 3 day 1821,2,41,0.0633,4.2143,3.7085,2.83,66.61,869,485,16155
Ex 3 day 1821,2,42,0.0633,4.0613,2.8037,3.3,64.19,915,494,16155
Ex 3 day 1821,2,43,0.0633,4.0166,2.9748,3.77,63.49,929,435,16155
Ex 3 day 1821,2,44,0.0633,3.9665,2.7313,3.3,62.69,877,447,16155
Ex 3 day 1821,2,45,0.0633,3.7207,3.2407,2.83,58.81,843,417,16155
Ex 3 day 1821,2,46,0.0633,3.7769,3.3767,2.83,59.7,922,397,16155
Ex 3 day 1821,2,47,0.0633,4.0221,2.8099,3.3,63.57,905,461,16155
Ex 3 day 1821,2,48,0.0633,3.7088,3.2269,2.83,58.62,905,431,16155
Ex 3 day 1821,2,49,0.0633,3.7171,2.6251,3.3,58.75,872,504,16155
Ex 3 day 1821,2,50,0.0633,3.4097,2.5011,3.77,53.89,860,452,16155
Ex 3 day 1821,2,51,0.0633,3.6257,2.4729,3.3,57.31,938,422,16155
Ex 3 day 1821,2,52,0.0633,3.377,2.3556,3.3,53.38,926,467,16155
Ex 3 day 1821,2,53,0.0633,3.485,2.3635,3.3,55.08,896,380,16155
Ex 3 day 1821,2,54,0.0633,3.0849,2.3963,3.77,48.76,946,480,16155
Ex 3 day 1821,2,55,0.0633,2.8512,2.1223,2.83,45.07,876,405,16155
Ex 3 day 1821,2,56,0.0633,3.1538,2.641,2.83,49.85,856,477,16155
Ex 3 day 1821,2,57,0.0633,3.3594,2.9299,2.83,53.1,893,407,16155
Ex 3 day 1821,2,58,0.0633,3.0352,2.0993,3.3,47.98,825,435,16155
Ex 3 day 1821,2,59,0.0633,3.2515,2.2777,3.3,51.39,848,393,16155
Ex 3 day 1821,2,60,0.0633,2.9167,1.9471,3.3,46.1,832,474,16155
Ex 3 day 1821,2,61,0.0633,3.2592,2.2737,3.3,51.52,822,459,16155
Ex 3 day 1821,2,62,0.0633,2.9437,2.5611,2.83,46.53,851,439,16155
Ex 3 day 1821,2,63,0.0633,2.7936,1.9147,3.3,44.16,838,450,16155
Ex 3 day 1821,2,64,0.0633,2.2318,1.5284,3.3,35.28,859,404,16155
Ex 3 day 1821,2,65,0.0633,2.6952,2.2591,2.83,42.6,852,470,16155
Ex 3 day 1821,2,66,0.0633,2.8572,2.1866,2.83,45.16,866,416,16155
Ex 3 day 1821,2,67,0.0633,2.8347,2.083,3.3,44.81,851,489,16155
Ex 3 day 1821,2,68,0.0633,2.6484,1.8391,3.3,41.86,915,387,16155
Ex 3 day 1821,2,69,0.0633,2.4567,1.9497,2.83,38.83,888,462,16155
Ex 3 day 1821,2,70,0.0633,2.443,2.1373,2.83,38.61,843,460,16155
Ex 3 day 1821,2,71,0.0633,2.3346,1.753,3.3,36.9,831,414,16155
Ex 3 day 1821,2,72,0.0633,2.2761,1.4691,3.3,35.98,838,437,16155
Ex 3 day 1821,2,73,0.0633,1.4612,0.852,3.3,23.1,910,480,16155
Ex 3 day 1821,2,74,0.0633,2.3473,1.9438,2.83,37.1,895,482,16155
Ex 3 day 1821,2,75,0.0633,1.7928,1.3548,5.19,28.34,933,494,16155
Ex 3 day 1821,2,76,0.0633,2.1919,1.885,2.83,34.65,886,495,16155
Ex 3 day 1821,2,77,0.0633,1.2289,1.0062,3.3,19.42,864,388,16155
Ex 3 day 1821,2,78,0.0633,1.7437,1.4551,2.83,27.56,923,479,16155
Ex 3 day 1821,2,79,0.0633,1.1809,0.9245,2.83,18.67,905,399,16155
Ex 3 day 1821,2,80,0.0633,1.9724,1.7133,2.83,31.18,901,497,16155
Ex 3 day 1821,2,81,0.0633,2.028,1.4125,3.3,32.05,920,418,16155
Ex 3 day 1821,2,82,0.0633,1.4718,0.9983,3.3,23.26,899,477,16155
Ex 3 day 1821,2,83,0.0633,1.7459,1.3368,2.83,27.6,891,489,16155
Ex 3 day 1821,2,84,0.0633,1.8219,1.6055,2.83,28.8,865,410,16155
Ex 3 day 1821,2,85,0.0633,1.6762,1.2607,2.83,26.49,900,489,16155
Ex 3 day 1821,2,86,0.0633,1.4889,1.0549,4.71,23.53,926,451,16155
Ex 3 day 1821,2,87,0.0633,1.2456,0.9838,2.83,19.69,856,423,16155
Ex 3 day 1821,2,88,0.0633,1.6315,1.3848,2.83,25.79,914,470,16155
Ex 3 day 1821,3,89,0.028,3.2866,2.4005,3.3,117.26,140,670,10034
Ex 3 day 1821,3,90,0.028,1.9043,1.4951,5.19,67.95,142,753,10034
Ex 3 day 1821,3,91,0.028,2.4197,1.7053,3.77,86.33,123,730,10034
Ex 3 day 1821,3,92,0.028,2.2246,1.7209,3.3,79.37,120,749,10034
Ex 3 day 1821,3,93,0.028,1.7945,1.2448,4.71,64.03,104,759,10034
Ex 3 day 1821,4,94,0.0001,4.972,4.208,2.83,53770.58,312,810,40152
Ex 3 day 1821,4,95,0.0001,4.8049,3.1525,3.3,51963.96,329,776,40152
Ex 3 day 1821,4,96,0.0001,4.4947,3.2414,3.3,48609.08,327,749,40152
Ex 3 day 1821,4,97,0.0001,4.5214,3.876,2.83,48897.85,265,713,40152
Ex 3 day 1821,4,98,0.0001,4.2357,2.8179,3.3,45807.79,206,788,40152
Ex 3 day 1821,4,99,0.0001,4.2656,3.0009,3.3,46131.31,268,779,40152
Ex 3 day 1821,4,100,0.0001,4.0201,2.9974,3.77,43476.72,278,760,40152
Ex 3 day 1821,4,101,0.0001,4.2061,2.9577,3.3,45487.66,236,852,40152
Ex 3 day 1821,4,102,0.0001,4.0919,2.9825,3.77,44252.59,258,663,40152
Ex 3 day 1821,4,103,0.0001,4.0325,2.8568,3.3,43610.59,319,708,40152
Ex 3 day 1821,4,104,0.0001,3.721,2.7748,3.3,40241.79,352,715,40152
Ex 3 day 1821,4,105,0.0001,4.0814,2.9166,3.77,44139.44,240,670,40152
Ex 3 day 1821,4,106,0.0001,3.8674,2.787,3.3,41824.43,324,730,40152
Ex 3 day 1821,4,107,0.0001,3.8989,3.0342,3.77,42165.92,234,809,40152
Ex 3 day 1821,4,108,0.0001,3.9282,2.9029,3.77,42483.01,327,791,40152
Ex 3 day 1821,4,109,0.0001,3.831,2.6706,3.3,41430.87,296,715,40152
Ex 3 day 1821,4,110,0.0001,3.8125,2.9502,3.77,41231.21,333,695,40152
Ex 3 day 1821,4,111,0.0001,3.7365,2.8473,3.77,40409.77,303,734,40152
Ex 3 day 1821,4,112,0.0001,3.8027,2.8435,3.77,41125.37,265,845,40152
