experiment,cell_id,peak_id,cell_intensity_mean,foci_intensity_peak,foci_intensity_mean_disk,foci_radius,signal_to_cell_ratio,foci_x,foci_y
Ex 3 day 1818,1,58,0.0305,2.2099,1.655,2.83,72.48,872,202
Ex 3 day 1818,1,59,0.0305,2.1836,1.5462,2.83,71.62,904,102
Ex 3 day 1818,1,60,0.0305,2.1298,1.5854,2.83,69.86,798,69
Ex 3 day 1818,1,61,0.0305,2.4885,2.0701,2.83,81.62,897,181
Ex 3 day 1818,1,62,0.0305,2.4844,1.8436,2.83,81.49,837,236
Ex 3 day 1818,1,63,0.0305,1.9012,1.5693,2.83,62.36,898,206
Ex 3 day 1818,1,64,0.0305,2.067,1.4392,2.83,67.8,876,62
Ex 3 day 1818,1,65,0.0305,2.055,1.59,2.83,67.4,783,98
Ex 3 day 1818,1,66,0.0305,1.5844,0.9074,3.3,51.97,820,61
Ex 3 day 1818,1,67,0.0305,2.1778,1.5294,2.83,71.43,766,94
Ex 3 day 1818,1,68,0.0305,1.8412,1.411,3.3,60.39,814,96
Ex 3 day 1818,1,69,0.0305,2.3279,1.915,2.83,76.35,789,162
Ex 3 day 1818,1,70,0.0305,1.8005,1.3905,2.83,59.05,832,169
Ex 3 day 1818,1,71,0.0305,1.8779,1.4594,2.83,61.59,906,148
Ex 3 day 1818,1,72,0.0305,2.2122,1.4633,2.83,72.56,846,192
Ex 3 day 1818,1,73,0.0305,1.8785,1.4303,2.83,61.61,866,181
Ex 3 day 1818,1,74,0.0305,2.363,1.8352,2.83,77.5,878,116
Ex 3 day 1818,1,75,0.0305,1.7071,1.3967,2.83,55.99,792,177
Ex 3 day 1818,1,76,0.0305,1.9232,1.5485,2.83,63.08,851,58
Ex 3 day 1818,1,77,0.0305,1.9258,1.4621,2.83,63.16,797,218
Ex 3 day 1818,1,78,0.0305,2.1832,1.3447,2.83,71.61,760,70
Ex 3 day 1818,1,79,0.0305,2.1742,1.4416,2.83,71.31,853,198
Ex 3 day 1818,1,80,0.0305,1.9059,1.575,2.83,62.51,894,191
Ex 3 day 1818,1,81,0.0305,2.2621,1.7698,2.83,74.19,845,29
Ex 3 day 1818,1,82,0.0305,1.7621,1.3811,2.83,57.8,803,42
Ex 3 day 1818,1,83,0.0305,1.906,1.4878,2.83,62.51,792,128
Ex 3 day 1818,1,84,0.0305,2.0297,1.6467,2.83,66.57,830,211
Ex 3 day 1818,1,85,0.0305,2.2176,1.6509,2.83,72.73,869,87
Ex 3 day 1818,1,86,0.0305,1.8807,1.538,2.83,61.68,824,163
Ex 3 day 1818,1,87,0.0305,2.6413,1.8837,2.83,86.63,811,132
Ex 3 day 1818,1,88,0.0305,1.9789,1.5461,2.83,64.91,867,240
Ex 3 day 1818,1,89,0.0305,1.5592,1.4521,2.83,51.14,783,180
Ex 3 day 1818,1,90,0.0305,1.7355,1.3375,2.83,56.92,807,138
Ex 3 day 1818,1,91,0.0305,1.5608,1.3697,2.83,51.19,858,168
Ex 3 day 1818,1,92,0.0305,1.6327,1.404,2.83,53.55,762,106
Ex 3 day 1818,1,93,0.0305,1.5556,1.1728,2.83,51.02,865,222
Ex 3 day 1818,1,94,0.0305,2.2348,1.6032,2.83,73.3,835,192
Ex 3 day 1818,1,95,0.0305,1.7237,1.409,2.83,56.53,879,153
Ex 3 day 1818,1,96,0.0305,2.4817,1.7505,2.83,81.4,861,58
Ex 3 day 1818,1,97,0.0305,1.623,1.3816,2.83,53.23,883,249
Ex 3 day 1818,1,98,0.0305,1.9639,1.6203,2.83,64.41,894,87
Ex 3 day 1818,1,99,0.0305,1.4379,0.6829,3.3,47.16,853,128
Ex 3 day 1818,1,100,0.0305,1.8018,1.425,2.83,59.1,783,54
Ex 3 day 1818,1,101,0.0305,1.9366,1.483,2.83,63.52,880,175
Ex 3 day 1818,1,102,0.0305,2.5619,2.0133,2.83,84.03,897,186
Ex 3 day 1818,1,103,0.0305,1.803,1.5114,2.83,59.14,862,75
Ex 3 day 1818,1,104,0.0305,1.6802,1.4771,2.83,55.11,866,112
Ex 3 day 1818,1,105,0.0305,1.8933,1.3513,2.83,62.1,819,34
Ex 3 day 1818,1,106,0.0305,1.4864,0.9892,3.3,48.75,855,83
Ex 3 day 1818,1,107,0.0305,1.4265,1.1539,2.83,46.79,832,33
Ex 3 day 1818,3,108,0.0808,3.0258,2.676,2.83,37.46,178,252
Ex 3 day 1818,3,109,0.0808,2.2907,1.8657,3.77,28.36,239,273
Ex 3 day 1818,3,110,0.0808,3.4337,3.0291,2.83,42.5,211,209
Ex 3 day 1818,3,111,0.0808,2.7338,2.228,2.83,33.84,223,293
Ex 3 day 1818,3,112,0.0808,2.5573,1.9528,2.83,31.66,208,246
Ex 3 day 1818,3,113,0.0808,2.9118,2.0031,2.83,36.04,259,216
Ex 3 day 1818,3,114,0.0808,1.9644,1.5208,5.19,24.32,244,197
Ex 3 day 1818,3,115,0.0808,1.7506,1.5211,2.83,21.67,212,238
Ex 3 day 1818,3,116,0.0808,2.085,1.4038,5.66,25.81,261,276
Ex 3 day 1818,3,117,0.0808,1.7327,1.2649,3.3,21.45,227,270
Ex 3 day 1818,3,118,0.0808,1.9584,1.45,4.71,24.24,193,203
Ex 3 day 1818,3,119,0.0808,2.11,1.6999,2.83,26.12,247,255
Ex 3 day 1818,3,120,0.0808,2.5347,2.1551,2.83,31.38,230,244
Ex 3 day 1818,3,121,0.0808,1.8664,1.675,2.83,23.1,205,266
Ex 3 day 1818,3,122,0.0808,2.3884,2.0034,2.83,29.57,263,243
Ex 3 day 1818,3,123,0.0808,1.9477,1.741,2.83,24.11,257,238
Ex 3 day 1818,3,124,0.0808,1.6226,1.4748,2.83,20.09,194,229
Ex 3 day 1818,3,125,0.0808,2.2503,1.5901,2.83,27.86,231,292
Ex 3 day 1818,3,126,0.0808,1.6396,1.3964,2.83,20.3,228,197
Ex 3 day 1818,3,127,0.0808,2.252,1.8892,2.83,27.88,198,247
Ex 3 day 1818,3,128,0.0808,1.7071,1.3717,2.83,21.13,269,267
Ex 3 day 1818,5,129,0.051,3.1922,2.3676,2.83,62.56,905,714
Ex 3 day 1818,5,130,0.051,3.2183,2.6658,2.83,63.07,891,681
Ex 3 day 1818,5,131,0.051,2.8947,2.2738,2.83,56.73,943,700
Ex 3 day 1818,5,132,0.051,2.4936,1.9475,2.83,48.87,856,615
Ex 3 day 1818,5,133,0.051,2.6972,2.3995,2.83,52.86,856,665
Ex 3 day 1818,5,134,0.051,2.6529,2.1717,2.83,51.99,893,637
Ex 3 day 1818,5,135,0.051,2.564,1.7516,3.3,50.25,903,625
Ex 3 day 1818,5,136,0.051,2.4087,1.9688,2.83,47.21,905,667
Ex 3 day 1818,5,137,0.051,2.2943,1.8535,2.83,44.96,921,648
Ex 3 day 1818,5,138,0.051,2.9465,2.405,2.83,57.75,956,619
Ex 3 day 1818,5,139,0.051,2.9109,2.3619,2.83,57.05,965,634
Ex 3 day 1818,5,140,0.051,2.585,1.3076,3.3,50.66,874,682
Ex 3 day 1818,5,141,0.051,1.87,1.5808,2.83,36.65,898,692
Ex 3 day 1818,5,142,0.051,2.7225,2.0613,2.83,53.36,933,678
Ex 3 day 1818,5,143,0.051,2.5348,2.0304,2.83,49.68,897,599
Ex 3 day 1818,5,144,0.051,2.2386,1.7005,2.83,43.87,888,610
Ex 3 day 1818,5,145,0.051,2.9752,1.8257,2.83,58.31,894,670
Ex 3 day 1818,5,146,0.051,2.2508,1.7577,2.83,44.11,912,589
Ex 3 day 1818,5,147,0.051,1.9983,1.6665,2.83,39.16,874,614
Ex 3 day 1818,5,148,0.051,2.2242,1.7986,2.83,43.59,894,587
Ex 3 day 1818,5,149,0.051,2.2783,1.6758,2.83,44.65,898,580
Ex 3 day 1818,5,150,0.051,2.0352,1.354,4.71,39.89,852,651
Ex 3 day 1818,5,151,0.051,2.0887,1.7719,2.83,40.94,845,631
Ex 3 day 1818,5,152,0.051,1.9576,1.4486,2.83,38.37,928,668
Ex 3 day 1818,5,153,0.051,2.5068,2.18,2.83,49.13,920,706
Ex 3 day 1818,5,154,0.051,2.0581,1.7964,2.83,40.34,943,666
Ex 3 day 1818,5,155,0.051,2.4435,1.7172,2.83,47.89,919,640
Ex 3 day 1818,5,156,0.051,2.5948,1.8747,2.83,50.85,876,694
Ex 3 day 1818,5,157,0.051,1.7407,1.3571,2.83,34.12,953,633
Ex 3 day 1818,5,158,0.051,1.7771,1.4769,2.83,34.83,939,650
Ex 3 day 1818,5,159,0.051,1.6064,1.1677,2.83,31.48,881,588
Ex 3 day 1818,5,160,0.051,1.6666,1.2495,3.3,32.66,872,585
Ex 3 day 1818,5,161,0.051,1.794,1.2919,2.83,35.16,890,700
Ex 3 day 1818,5,162,0.051,2.5277,1.965,2.83,49.54,910,685
Ex 3 day 1818,5,163,0.051,0.7167,0.7708,4.24,14.05,869,652
Ex 3 day 1818,5,164,0.051,1.8562,1.4363,2.83,36.38,939,672
Ex 3 day 1818,5,165,0.051,2.3407,1.7583,2.83,45.87,869,666
Ex 3 day 1818,5,166,0.051,1.8179,1.4937,2.83,35.63,889,645
Ex 3 day 1818,5,167,0.051,1.9756,1.4514,2.83,38.72,915,628
Ex 3 day 1818,6,168,0.014,3.8309,2.8127,2.83,274.03,261,764
Ex 3 day 1818,6,169,0.014,3.065,2.6107,2.83,219.24,215,779
Ex 3 day 1818,6,170,0.014,3.0201,2.4018,2.83,216.03,313,719
Ex 3 day 1818,6,171,0.014,2.6405,2.2136,2.83,188.88,286,786
Ex 3 day 1818,6,172,0.014,2.836,2.2678,2.83,202.86,236,715
Ex 3 day 1818,6,173,0.014,2.5663,1.9687,2.83,183.57,253,711
Ex 3 day 1818,6,174,0.014,2.4383,1.9344,2.83,174.41,324,741
Ex 3 day 1818,6,175,0.014,3.1088,2.3579,2.83,222.38,265,712
Ex 3 day 1818,6,176,0.014,2.0624,1.5724,2.83,147.53,297,736
Ex 3 day 1818,6,177,0.014,2.636,2.0021,3.77,188.56,240,767
Ex 3 day 1818,6,178,0.014,1.8968,1.5696,2.83,135.68,317,697
Ex 3 day 1818,6,179,0.014,2.3636,1.9044,2.83,169.07,288,689
Ex 3 day 1818,6,180,0.014,2.3488,1.7157,2.83,168.01,254,779
Ex 3 day 1818,6,181,0.014,1.858,1.2953,2.83,132.91,282,696
Ex 3 day 1818,6,182,0.014,2.0332,1.6209,2.83,145.44,264,723
Ex 3 day 1818,6,183,0.014,2.3672,1.8605,2.83,169.33,334,684
Ex 3 day 1818,6,184,0.014,2.2836,1.6114,2.83,163.35,247,746
Ex 3 day 1818,6,185,0.014,1.9131,1.2413,2.83,136.85,317,730
Ex 3 day 1818,6,186,0.014,2.1462,1.7108,2.83,153.52,307,692
Ex 3 day 1818,6,187,0.014,2.1465,1.3874,6.6,153.54,295,763
Ex 3 day 1818,6,188,0.014,2.6618,2.1705,2.83,190.4,240,700
Ex 3 day 1818,6,189,0.014,1.6899,1.192,2.83,120.88,327,727
Ex 3 day 1818,6,190,0.014,2.5807,1.9123,2.83,184.6,265,701
Ex 3 day 1818,6,191,0.014,2.094,1.5274,2.83,149.79,325,719
Ex 3 day 1818,6,192,0.014,1.5481,1.365,2.83,110.74,337,716
Ex 3 day 1818,6,193,0.014,1.7476,1.3471,4.24,125.0,269,737
Ex 3 day 1818,6,194,0.014,1.5366,1.1323,2.83,109.91,241,756
Ex 3 day 1818,6,195,0.014,1.9824,1.6401,2.83,141.81,235,733
Ex 3 day 1818,6,196,0.014,2.0016,1.4694,2.83,143.17,298,716
Ex 3 day 1818,6,197,0.014,1.8788,1.4507,2.83,134.39,241,734
Ex 3 day 1818,6,198,0.014,1.6956,1.1767,2.83,121.28,252,725
Ex 3 day 1818,7,199,0.017,3.3828,2.5533,2.83,198.88,393,890
Ex 3 day 1818,7,200,0.017,3.1173,2.5265,2.83,183.27,315,839
Ex 3 day 1818,7,201,0.017,3.0139,2.5913,2.83,177.19,313,875
Ex 3 day 1818,7,202,0.017,2.9463,2.3523,2.83,173.22,365,893
Ex 3 day 1818,7,203,0.017,2.6252,2.1198,2.83,154.34,375,905
Ex 3 day 1818,7,204,0.017,2.3873,1.8077,2.83,140.35,367,850
Ex 3 day 1818,7,205,0.017,2.1742,1.736,2.83,127.82,334,785
Ex 3 day 1818,7,206,0.017,2.3169,1.8083,2.83,136.21,328,871
Ex 3 day 1818,7,207,0.017,2.0801,1.8534,2.83,122.29,345,890
Ex 3 day 1818,7,208,0.017,2.2143,1.6891,2.83,130.18,339,822
Ex 3 day 1818,7,209,0.017,2.0597,1.6075,2.83,121.09,348,871
Ex 3 day 1818,7,210,0.017,1.5983,1.5798,2.83,93.97,375,882
Ex 3 day 1818,7,211,0.017,3.2478,1.1684,4.71,190.94,392,872
Ex 3 day 1818,7,212,0.017,2.4402,1.9863,2.83,143.46,405,854
Ex 3 day 1818,7,213,0.017,2.1706,1.8735,2.83,127.61,327,812
Ex 3 day 1818,7,214,0.017,2.3205,1.7928,2.83,136.43,385,855
Ex 3 day 1818,7,215,0.017,2.0869,1.6691,2.83,122.69,332,887
Ex 3 day 1818,7,216,0.017,1.6763,1.3627,2.83,98.55,385,892
Ex 3 day 1818,7,217,0.017,2.2081,1.3176,5.19,129.81,334,836
Ex 3 day 1818,7,218,0.017,2.7066,2.0701,2.83,159.12,318,812
Ex 3 day 1818,7,219,0.017,1.9983,1.4075,2.83,117.48,348,860
Ex 3 day 1818,7,220,0.017,2.1906,1.7247,2.83,128.79,341,865
Ex 3 day 1818,7,221,0.017,2.2179,1.1196,5.19,130.39,301,803
Ex 3 day 1818,7,222,0.017,1.8011,1.4937,2.83,105.89,256,848
Ex 3 day 1818,7,223,0.017,1.437,1.3227,5.19,84.48,369,868
Ex 3 day 1818,7,224,0.017,1.7532,1.2687,2.83,103.07,280,866
Ex 3 day 1818,7,225,0.017,1.8391,1.453,2.83,108.12,360,865
Ex 3 day 1818,7,226,0.017,2.2571,1.8236,2.83,132.69,399,855
Ex 3 day 1818,7,227,0.017,1.5861,1.3782,3.3,93.25,268,814
Ex 3 day 1818,7,228,0.017,2.0275,1.5751,2.83,119.2,297,840
Ex 3 day 1818,7,229,0.017,1.4928,0.9766,2.83,87.77,393,844
Ex 3 day 1818,7,230,0.017,2.3234,1.924,2.83,136.59,279,848
Ex 3 day 1818,7,231,0.017,1.7119,1.3065,2.83,100.64,297,814
Ex 3 day 1818,7,232,0.017,1.8182,1.5239,2.83,106.89,322,865
Ex 3 day 1818,7,233,0.017,1.8757,1.244,4.24,110.27,262,827
Ex 3 day 1818,9,234,0.1158,2.771,2.2061,2.83,23.92,905,863
Ex 3 day 1818,9,235,0.1158,2.1307,1.489,2.83,18.4,917,862
Ex 3 day 1818,9,236,0.1158,2.4738,2.0375,2.83,21.36,908,886
Ex 3 day 1818,9,237,0.1158,2.9137,1.673,4.24,25.16,922,848
Ex 3 day 1818,9,238,0.1158,2.174,1.6065,2.83,18.77,912,852
Ex 3 day 1818,9,239,0.1158,2.2796,1.6853,2.83,19.68,909,874
