experiment;cell_id;peak_id;cell_intensity_mean;foci_intensity_peak;foci_intensity_mean_disk;foci_radius;signal_to_cell_ratio;foci_x;foci_y;cell_area
Ex 3 day 06;1;1;0,2281;2,7776;1,8527;3,3000;12,1800;1237;38;2408
Ex 3 day 06;2;2;0,3150;2,6134;1,9643;3,3000;8,3000;1267;167;2077
Ex 3 day 06;3;3;0,2747;2,5159;2,1870;2,8300;9,1600;589;188;2230
Ex 3 day 06;3;4;0,2747;2,0527;1,7096;3,7700;7,4700;584;164;2230
Ex 3 day 06;4;5;0,2358;2,2527;1,5431;4,7100;9,5500;670;333;3512
Ex 3 day 06;5;6;0,1591;2,7857;2,1202;3,7700;17,5100;610;310;2345
Ex 3 day 06;5;7;0,1591;2,6593;1,9632;3,7700;16,7100;612;324;2345
Ex 3 day 06;6;8;0,2965;2,9770;2,2530;3,7700;10,0400;759;340;2057
Ex 3 day 06;6;9;0,2965;2,6316;1,8547;4,2400;8,8700;735;335;2057
Ex 3 day 06;7;10;0,2008;3,1328;2,4380;3,7700;15,6000;525;405;2540
Ex 3 day 06;7;11;0,2008;2,4906;1,5909;4,2400;12,4000;504;402;2540
Ex 3 day 06;7;12;0,2008;2,2627;1,7906;3,7700;11,2700;522;391;2540
Ex 3 day 06;8;13;0,2754;2,4736;2,1344;2,8300;8,9800;796;730;2012
Ex 3 day 06;8;14;0,2754;1,7213;1,5382;4,2400;6,2500;802;744;2012
Ex 3 day 06;9;15;0,3046;2,5155;1,8233;4,2400;8,2600;910;768;2030
Ex 3 day 06;10;16;0,1426;2,2471;1,6422;3,7700;15,7600;802;747;2768
Ex 3 day 06;10;17;0,1426;1,6472;1,2601;4,2400;11,5500;818;759;2768
Ex 3 day 06;10;18;0,1426;2,2985;1,6861;2,8300;16,1200;782;754;2768
Ex 3 day 06;11;19;0,2125;2,8939;2,1401;3,7700;13,6200;554;804;4073
Ex 3 day 06;11;20;0,2125;2,8205;1,9713;3,3000;13,2700;555;783;4073
Ex 3 day 06;11;21;0,2125;2,0184;1,8334;3,7700;9,5000;568;797;4073
Ex 3 day 06;11;22;0,2125;2,4629;1,7423;3,7700;11,5900;568;808;4073
Ex 3 day 06;11;23;0,2125;2,6074;1,6722;4,2400;12,2700;585;802;4073
Ex 3 day 06;11;24;0,2125;2,3968;2,0575;2,8300;11,2800;574;777;4073
Ex 3 day 06;11;25;0,2125;2,1330;1,7377;2,8300;10,0400;537;810;4073
Ex 3 day 06;12;26;0,2521;2,5113;1,8628;3,7700;9,9600;686;898;3150
Ex 3 day 06;12;27;0,2521;2,2408;1,8986;2,8300;8,8900;689;907;3150
Ex 3 day 06;12;28;0,2521;1,9811;1,6850;3,7700;7,8600;714;892;3150
Ex 3 day 06;12;29;0,2521;1,2095;0,8761;3,3000;4,8000;702;896;3150
Ex 3 day 06;14;30;0,6816;2,4139;1,9500;2,8300;3,5400;1147;956;624
Ex 3 day 06;14;31;0,6816;2,4030;1,4883;3,3000;3,5300;1148;966;624
Ex 3 day 06;14;32;0,6816;1,9939;1,5860;2,8300;2,9300;1156;966;624
Ex 3 day 06;14;33;0,6816;1,8545;1,3417;2,8300;2,7200;1163;966;624
Ex 3 day 06;14;34;0,6816;2,0264;1,7002;2,8300;2,9700;1164;956;624
Ex 3 day 06;15;35;0,1114;2,2603;1,7887;2,8300;20,2900;1180;965;2293
Ex 3 day 06;15;36;0,1114;1,8149;1,3351;2,8300;16,3000;1171;966;2293
Ex 3 day 06;15;37;0,1114;2,4286;1,9382;2,8300;21,8100;1179;956;2293
Ex 3 day 06;16;38;0,1201;1,6351;1,4176;5,1900;13,6100;1249;981;3726
Ex 3 day 06;16;39;0,1201;1,6505;1,2121;4,7100;13,7400;1244;1029;3726
Ex 3 day 06;16;40;0,1201;2,0357;1,4487;4,2400;16,9400;1248;1001;3726
