experiment;cell_id;peak_id;cell_intensity_mean;foci_intensity_peak;foci_intensity_mean_disk;foci_radius;signal_to_cell_ratio;foci_x;foci_y;cell_area
Ex 3 day 182;1;1;0,1143;3,4730;2,8397;2,8300;30,3800;425;28;4614
Ex 3 day 182;1;2;0,1143;3,7597;3,0890;2,8300;32,8900;390;84;4614
Ex 3 day 182;1;3;0,1143;2,0397;1,7292;2,8300;17,8400;414;57;4614
Ex 3 day 182;1;4;0,1143;2,8924;2,3555;2,8300;25,3000;436;16;4614
Ex 3 day 182;1;5;0,1143;2,5978;2,1300;2,8300;22,7200;405;71;4614
Ex 3 day 182;1;6;0,1143;2,5209;1,9521;3,7700;22,0500;441;9;4614
Ex 3 day 182;1;7;0,1143;2,4910;1,8644;3,7700;21,7900;439;47;4614
Ex 3 day 182;1;8;0,1143;1,8788;1,7169;2,8300;16,4300;422;65;4614
Ex 3 day 182;1;9;0,1143;2,0371;1,5208;4,7100;17,8200;453;40;4614
Ex 3 day 182;1;10;0,1143;2,2242;1,7728;2,8300;19,4600;422;43;4614
Ex 3 day 182;1;11;0,1143;1,4882;1,1456;2,8300;13,0200;412;77;4614
Ex 3 day 182;1;12;0,1143;1,9269;1,4843;2,8300;16,8600;391;65;4614
Ex 3 day 182;2;13;0,0776;4,5636;3,2136;3,3000;58,8400;496;80;3683
Ex 3 day 182;2;14;0,0776;3,5934;2,3583;3,3000;46,3300;521;66;3683
Ex 3 day 182;2;15;0,0776;1,8015;1,6498;3,7700;23,2300;482;50;3683
Ex 3 day 182;2;16;0,0776;1,9958;1,4115;2,8300;25,7300;476;60;3683
Ex 3 day 182;2;17;0,0776;2,1098;1,7378;2,8300;27,2000;509;67;3683
Ex 3 day 182;2;18;0,0776;1,9235;1,6795;2,8300;24,8000;485;69;3683
Ex 3 day 182;2;19;0,0776;2,0250;1,5517;3,7700;26,1100;516;53;3683
Ex 3 day 182;2;20;0,0776;1,3337;1,2227;3,7700;17,2000;510;80;3683
Ex 3 day 182;2;21;0,0776;1,9842;1,4215;2,8300;25,5800;478;84;3683
Ex 3 day 182;3;22;0,0447;4,4125;3,7896;2,8300;98,8100;821;537;27710
Ex 3 day 182;3;23;0,0447;4,4434;3,1564;3,3000;99,5000;876;503;27710
Ex 3 day 182;3;24;0,0447;3,6891;2,8655;3,7700;82,6100;830;477;27710
Ex 3 day 182;3;25;0,0447;3,9147;3,0224;3,7700;87,6600;816;522;27710
Ex 3 day 182;3;26;0,0447;3,8208;2,8915;3,7700;85,5600;879;422;27710
Ex 3 day 182;3;27;0,0447;4,0425;2,8513;3,3000;90,5200;778;582;27710
Ex 3 day 182;3;28;0,0447;3,7599;2,4216;4,2400;84,1900;803;577;27710
Ex 3 day 182;3;29;0,0447;3,5788;2,7831;3,7700;80,1400;782;517;27710
Ex 3 day 182;3;30;0,0447;3,5017;2,6196;3,3000;78,4100;896;437;27710
Ex 3 day 182;3;31;0,0447;2,9285;2,1452;3,3000;65,5800;873;485;27710
Ex 3 day 182;3;32;0,0447;3,2290;2,6278;3,7700;72,3100;834;428;27710
Ex 3 day 182;3;33;0,0447;3,6221;2,5570;3,3000;81,1100;902;479;27710
Ex 3 day 182;3;34;0,0447;3,2910;2,2090;3,3000;73,6900;792;542;27710
Ex 3 day 182;3;35;0,0447;3,3641;2,3386;3,3000;75,3300;815;406;27710
Ex 3 day 182;3;36;0,0447;3,4296;2,5626;3,7700;76,8000;855;512;27710
Ex 3 day 182;3;37;0,0447;3,4796;2,3820;3,7700;77,9200;820;595;27710
Ex 3 day 182;3;38;0,0447;2,8095;2,2864;3,7700;62,9100;834;552;27710
Ex 3 day 182;3;39;0,0447;3,1585;2,3582;3,3000;70,7300;855;450;27710
Ex 3 day 182;3;40;0,0447;2,8815;2,0678;2,8300;64,5200;889;464;27710
Ex 3 day 182;3;41;0,0447;3,6837;3,0343;2,8300;82,4900;895;528;27710
Ex 3 day 182;3;42;0,0447;3,0292;2,4254;2,8300;67,8300;858;556;27710
Ex 3 day 182;3;43;0,0447;2,9892;2,3597;2,8300;66,9400;833;514;27710
Ex 3 day 182;3;44;0,0447;3,4837;2,9195;2,8300;78,0100;784;605;27710
Ex 3 day 182;3;45;0,0447;2,7161;2,2306;2,8300;60,8200;773;565;27710
Ex 3 day 182;3;46;0,0447;2,6185;2,1168;2,8300;58,6400;797;515;27710
Ex 3 day 182;3;47;0,0447;2,7146;1,8890;4,2400;60,7900;872;405;27710
Ex 3 day 182;3;48;0,0447;2,2497;1,9339;2,8300;50,3800;774;493;27710
Ex 3 day 182;3;49;0,0447;2,1508;1,8997;2,8300;48,1600;820;504;27710
Ex 3 day 182;3;50;0,0447;2,0941;1,5108;3,7700;46,8900;854;536;27710
Ex 3 day 182;3;51;0,0447;2,1106;1,6679;4,2400;47,2600;827;462;27710
Ex 3 day 182;3;52;0,0447;2,5088;2,0532;3,7700;56,1800;822;576;27710
Ex 3 day 182;3;53;0,0447;2,4594;1,6419;4,2400;55,0700;873;438;27710
Ex 3 day 182;3;54;0,0447;2,4586;2,0017;2,8300;55,0500;848;488;27710
Ex 3 day 182;3;55;0,0447;2,7821;2,2219;2,8300;62,3000;849;498;27710
