experiment,cell_id,peak_id,cell_intensity_mean,foci_intensity_peak,foci_intensity_mean_disk,foci_radius,signal_to_cell_ratio,foci_x,foci_y,cell_area
Ex 3 day 0,1,1,0.1664,1.9992,1.4598,3.3,12.01,1236,6,3635
Ex 3 day 0,2,2,0.2251,2.873,2.3748,2.83,12.76,1104,119,4414
Ex 3 day 0,2,3,0.2251,2.7832,2.3295,2.83,12.36,1117,114,4414
Ex 3 day 0,2,4,0.2251,3.0783,2.2586,3.3,13.67,1116,103,4414
Ex 3 day 0,2,5,0.2251,2.9046,2.2538,2.83,12.9,1123,90,4414
Ex 3 day 0,3,6,0.1409,3.8899,2.8343,3.3,27.6,893,167,5401
Ex 3 day 0,3,7,0.1409,1.9449,1.5297,3.77,13.8,908,179,5401
Ex 3 day 0,4,8,0.1461,3.6482,2.6241,3.3,24.97,1247,165,6319
Ex 3 day 0,4,9,0.1461,3.6601,3.218,2.83,25.05,1275,155,6319
Ex 3 day 0,4,10,0.1461,3.1027,2.5453,2.83,21.24,1268,173,6319
Ex 3 day 0,4,11,0.1461,2.6808,1.9343,3.3,18.35,1292,198,6319
Ex 3 day 0,4,12,0.1461,2.6599,2.3081,2.83,18.21,1261,199,6319
Ex 3 day 0,4,13,0.1461,2.778,1.889,3.3,19.02,1274,200,6319
Ex 3 day 0,4,14,0.1461,2.3807,1.6952,3.77,16.3,1278,182,6319
Ex 3 day 0,4,15,0.1461,2.1985,1.5882,3.3,15.05,1312,163,6319
Ex 3 day 0,5,16,0.2009,3.1557,2.7231,2.83,15.71,511,212,3831
Ex 3 day 0,5,17,0.2009,2.6433,1.9459,3.77,13.16,533,222,3831
Ex 3 day 0,5,18,0.2009,2.2685,1.6338,3.3,11.29,552,213,3831
Ex 3 day 0,5,19,0.2009,2.0952,1.6474,3.77,10.43,544,223,3831
Ex 3 day 0,6,20,0.2854,2.5561,1.9083,3.3,8.96,263,232,2966
Ex 3 day 0,7,21,0.107,3.222,2.7573,2.83,30.12,1129,275,7861
Ex 3 day 0,7,22,0.107,3.4257,2.3206,3.3,32.02,1148,257,7861
Ex 3 day 0,7,23,0.107,2.6132,1.741,3.3,24.43,1115,265,7861
Ex 3 day 0,7,24,0.107,2.774,2.1565,3.77,25.93,1096,269,7861
Ex 3 day 0,7,25,0.107,2.0771,1.532,3.77,19.42,1120,279,7861
Ex 3 day 0,7,26,0.107,2.0789,1.2969,5.66,19.43,1090,249,7861
Ex 3 day 0,7,27,0.107,2.3374,2.0464,2.83,21.85,1104,286,7861
Ex 3 day 0,7,28,0.107,2.26,1.6598,4.24,21.12,1116,245,7861
Ex 3 day 0,8,29,0.1911,2.8243,1.9367,4.24,14.78,497,322,5356
Ex 3 day 0,8,30,0.1911,3.0546,2.5796,2.83,15.99,473,288,5356
Ex 3 day 0,8,31,0.1911,2.1471,1.3639,5.19,11.24,492,297,5356
Ex 3 day 0,8,32,0.1911,2.332,2.0291,2.83,12.2,519,308,5356
Ex 3 day 0,8,33,0.1911,1.6274,1.2813,2.83,8.52,485,324,5356
Ex 3 day 0,8,34,0.1911,2.2866,1.6642,3.3,11.97,495,337,5356
Ex 3 day 0,8,35,0.1911,2.3398,1.9612,2.83,12.25,470,337,5356
Ex 3 day 0,8,36,0.1911,2.4674,2.1299,2.83,12.91,497,296,5356
Ex 3 day 0,8,37,0.1911,1.4581,1.268,6.13,7.63,473,312,5356
Ex 3 day 0,9,38,0.2074,3.2491,2.1756,3.3,15.67,714,314,4539
Ex 3 day 0,9,39,0.2074,2.0259,1.8496,3.77,9.77,710,298,4539
Ex 3 day 0,9,40,0.2074,1.9037,1.2959,3.3,9.18,715,330,4539
Ex 3 day 0,9,41,0.2074,2.0594,1.3714,3.3,9.93,703,325,4539
Ex 3 day 0,10,42,0.2563,2.5633,2.1831,2.83,10.0,631,322,3258
Ex 3 day 0,10,43,0.2563,1.6695,1.5672,3.77,6.51,616,310,3258
Ex 3 day 0,10,44,0.2563,2.0989,1.7871,2.83,8.19,606,333,3258
Ex 3 day 0,10,45,0.2563,2.0213,1.6698,2.83,7.89,646,308,3258
Ex 3 day 0,11,46,0.1636,4.3569,3.6612,2.83,26.63,1308,328,6114
Ex 3 day 0,11,47,0.1636,3.2181,2.3895,3.77,19.67,1323,323,6114
Ex 3 day 0,11,48,0.1636,3.0721,2.748,2.83,18.78,1309,357,6114
Ex 3 day 0,11,49,0.1636,2.4071,2.1278,2.83,14.72,1306,350,6114
Ex 3 day 0,11,50,0.1636,2.1829,1.5623,4.24,13.34,1328,351,6114
Ex 3 day 0,12,51,0.1358,4.0234,3.458,2.83,29.63,909,376,6400
Ex 3 day 0,12,52,0.1358,2.5739,2.2131,2.83,18.95,960,341,6400
Ex 3 day 0,12,53,0.1358,2.4212,1.7065,4.71,17.83,901,389,6400
Ex 3 day 0,12,54,0.1358,2.6428,1.7957,4.24,19.46,935,374,6400
Ex 3 day 0,12,55,0.1358,1.6421,1.4122,2.83,12.09,925,351,6400
Ex 3 day 0,12,56,0.1358,1.9091,1.6293,2.83,14.06,937,346,6400
Ex 3 day 0,12,57,0.1358,2.0749,1.4765,3.3,15.28,977,354,6400
Ex 3 day 0,12,58,0.1358,2.1669,1.9234,2.83,15.96,947,340,6400
Ex 3 day 0,13,59,0.2155,2.825,2.2432,2.83,13.11,629,424,3923
Ex 3 day 0,13,60,0.2155,2.1495,1.852,2.83,9.98,646,462,3923
Ex 3 day 0,13,61,0.2155,2.6488,2.3833,2.83,12.29,643,439,3923
Ex 3 day 0,13,62,0.2155,2.1076,1.7119,2.83,9.78,672,446,3923
Ex 3 day 0,13,63,0.2155,1.9641,1.6594,2.83,9.12,633,440,3923
Ex 3 day 0,14,64,0.2377,2.512,2.1785,2.83,10.57,116,469,2027
Ex 3 day 0,15,65,0.2283,2.714,1.9655,4.24,11.89,1346,481,4445
Ex 3 day 0,15,66,0.2283,2.8648,2.4879,2.83,12.55,1324,504,4445
Ex 3 day 0,15,67,0.2283,2.1833,1.8219,3.77,9.56,1350,516,4445
