experiment,cell_id,peak_id,cell_intensity_mean,foci_intensity_peak,foci_intensity_mean_disk,foci_radius,signal_to_cell_ratio,foci_x,foci_y
Ex 3 day 09,9,82,0.1062,2.9147,2.4059,2.83,27.43,497,329
Ex 3 day 09,9,83,0.1062,2.2191,1.6859,2.83,20.89,482,338
Ex 3 day 09,9,84,0.1062,2.4019,1.9284,2.83,22.61,480,324
Ex 3 day 09,9,85,0.1062,2.1225,1.5567,2.83,19.98,500,337
Ex 3 day 09,9,86,0.1062,1.533,1.1641,2.83,14.43,490,345
Ex 3 day 09,9,87,0.1062,2.0151,1.715,2.83,18.97,494,361
Ex 3 day 09,9,88,0.1062,2.1385,1.526,2.83,20.13,509,362
Ex 3 day 09,9,89,0.1062,1.6631,1.4141,4.71,15.65,499,325
Ex 3 day 09,10,90,0.0995,3.4683,2.5879,3.77,34.87,443,370
Ex 3 day 09,10,91,0.0995,3.3833,2.5035,3.3,34.01,407,371
Ex 3 day 09,10,92,0.0995,2.7467,2.352,2.83,27.61,408,350
Ex 3 day 09,10,93,0.0995,3.0112,1.7948,4.71,30.27,422,400
Ex 3 day 09,10,94,0.0995,2.5696,2.0781,2.83,25.83,427,372
Ex 3 day 09,10,95,0.0995,2.5563,2.1795,2.83,25.7,389,389
Ex 3 day 09,10,96,0.0995,2.528,2.108,2.83,25.42,387,360
Ex 3 day 09,10,97,0.0995,2.112,1.7518,2.83,21.23,391,376
Ex 3 day 09,10,98,0.0995,2.0471,1.6894,3.77,20.58,443,405
Ex 3 day 09,10,99,0.0995,1.9795,1.6013,2.83,19.9,410,399
Ex 3 day 09,10,100,0.0995,2.2464,1.5456,3.3,22.58,449,384
Ex 3 day 09,12,101,0.0328,4.3165,2.9772,3.3,131.5,775,412
Ex 3 day 09,12,102,0.0328,4.3861,3.7947,2.83,133.62,806,429
Ex 3 day 09,12,103,0.0328,3.0583,2.6192,2.83,93.17,831,425
Ex 3 day 09,12,104,0.0328,2.7901,1.9085,3.77,85.0,797,407
Ex 3 day 09,12,105,0.0328,2.6888,2.2906,2.83,81.91,822,413
Ex 3 day 09,12,106,0.0328,1.7795,1.4844,2.83,54.21,810,410
Ex 3 day 09,12,107,0.0328,2.2962,1.6663,3.3,69.95,793,445
Ex 3 day 09,12,108,0.0328,2.3102,1.9247,2.83,70.38,776,428
Ex 3 day 09,12,109,0.0328,1.9556,1.6167,2.83,59.58,810,395
Ex 3 day 09,13,110,0.0907,3.8951,3.3281,2.83,42.94,1092,406
Ex 3 day 09,13,111,0.0907,2.8874,2.5186,2.83,31.83,1092,415
Ex 3 day 09,13,112,0.0907,2.65,1.9283,3.3,29.21,1078,417
Ex 3 day 09,13,113,0.0907,2.896,2.4755,2.83,31.92,1111,437
Ex 3 day 09,13,114,0.0907,2.663,2.0995,3.3,29.35,1096,442
Ex 3 day 09,13,115,0.0907,2.4665,2.0778,2.83,27.19,1091,427
Ex 3 day 09,13,116,0.0907,2.5161,1.7048,3.3,27.73,1069,438
Ex 3 day 09,13,117,0.0907,2.1825,1.7778,3.77,24.06,1099,453
Ex 3 day 09,13,118,0.0907,2.1891,1.9356,2.83,24.13,1120,433
Ex 3 day 09,14,119,0.1274,2.3283,1.7108,3.3,18.27,976,455
Ex 3 day 09,14,120,0.1274,2.2887,1.9485,2.83,17.96,948,421
Ex 3 day 09,14,121,0.1274,1.6583,1.2619,3.3,13.02,973,426
Ex 3 day 09,15,122,0.089,4.1465,3.3728,2.83,46.59,647,494
Ex 3 day 09,15,123,0.089,3.0116,2.074,3.3,33.84,627,494
Ex 3 day 09,15,124,0.089,2.7723,2.4372,2.83,31.15,640,433
Ex 3 day 09,15,125,0.089,2.5907,1.8058,3.3,29.11,608,428
Ex 3 day 09,15,126,0.089,2.5181,2.292,2.83,28.29,624,466
Ex 3 day 09,15,127,0.089,2.6221,1.9288,3.3,29.46,654,433
Ex 3 day 09,15,128,0.089,2.1721,1.6302,3.3,24.41,624,444
Ex 3 day 09,15,129,0.089,1.681,1.0988,3.3,18.89,633,483
Ex 3 day 09,15,130,0.089,1.7747,1.5916,2.83,19.94,639,477
Ex 3 day 09,15,131,0.089,2.4921,1.7084,3.77,28.0,623,476
Ex 3 day 09,15,132,0.089,2.2338,1.5697,2.83,25.1,608,498
Ex 3 day 09,15,133,0.089,1.3936,1.2415,2.83,15.66,659,452
Ex 3 day 09,15,134,0.089,2.268,1.7938,2.83,25.48,639,474
Ex 3 day 09,15,135,0.089,1.6268,1.308,2.83,18.28,607,443
Ex 3 day 09,15,136,0.089,2.1578,1.7276,2.83,24.25,654,472
Ex 3 day 09,16,137,0.2214,2.4587,1.936,2.83,11.11,1391,469
Ex 3 day 09,16,138,0.2214,2.3576,1.5886,4.24,10.65,1379,463
Ex 3 day 09,16,139,0.2214,1.5217,1.1543,3.3,6.87,1387,449
Ex 3 day 09,17,140,0.1147,3.2785,2.471,2.83,28.57,760,528
Ex 3 day 09,17,141,0.1147,3.9133,2.9707,2.83,34.11,794,520
Ex 3 day 09,17,142,0.1147,3.1527,2.6552,2.83,27.48,771,506
Ex 3 day 09,17,143,0.1147,1.9858,1.9253,2.83,17.31,750,531
Ex 3 day 09,17,144,0.1147,2.2988,1.5234,4.24,20.03,760,547
Ex 3 day 09,17,145,0.1147,2.5806,1.5614,3.3,22.49,774,519
Ex 3 day 09,17,146,0.1147,2.5257,1.5323,3.3,22.01,782,550
Ex 3 day 09,17,147,0.1147,1.2011,1.5243,4.71,10.47,779,536
Ex 3 day 09,17,148,0.1147,2.2108,1.887,2.83,19.27,763,502
Ex 3 day 09,17,149,0.1147,1.6807,1.3197,2.83,14.65,796,500
Ex 3 day 09,17,150,0.1147,1.9287,1.6545,2.83,16.81,772,485
Ex 3 day 09,17,151,0.1147,1.9581,1.5617,2.83,17.07,787,518
Ex 3 day 09,17,152,0.1147,1.6789,1.3875,3.77,14.63,738,524
Ex 3 day 09,19,153,0.1665,3.0753,2.2662,2.83,18.47,98,530
Ex 3 day 09,19,154,0.1665,2.8652,2.2925,2.83,17.21,83,525
Ex 3 day 09,19,155,0.1665,2.4976,1.7774,3.3,15.0,67,566
Ex 3 day 09,19,156,0.1665,2.4175,1.9696,2.83,14.52,81,550
Ex 3 day 09,19,157,0.1665,2.3777,1.9453,2.83,14.28,49,538
Ex 3 day 09,19,158,0.1665,2.1194,1.6696,2.83,12.73,79,564
Ex 3 day 09,19,159,0.1665,1.7152,1.5076,4.24,10.3,90,562
Ex 3 day 09,19,160,0.1665,1.6365,1.356,2.83,9.83,89,531
Ex 3 day 09,19,161,0.1665,1.894,1.7508,2.83,11.38,52,556
Ex 3 day 09,19,162,0.1665,1.6244,1.4866,3.77,9.76,61,550
Ex 3 day 09,19,163,0.1665,0.845,0.9456,4.71,5.08,84,540
Ex 3 day 09,19,164,0.1665,1.023,1.077,5.19,6.14,99,545
Ex 3 day 09,20,165,0.1498,2.7784,2.2422,2.83,18.55,960,552
Ex 3 day 09,20,166,0.1498,2.9777,2.4564,2.83,19.88,984,570
Ex 3 day 09,20,167,0.1498,2.6822,1.7992,3.77,17.91,964,578
Ex 3 day 09,20,168,0.1498,2.413,1.7655,2.83,16.11,975,580
Ex 3 day 09,20,169,0.1498,2.8383,2.2144,2.83,18.95,964,563
Ex 3 day 09,20,170,0.1498,1.793,1.6202,2.83,11.97,975,546
Ex 3 day 09,20,171,0.1498,1.8258,1.3453,2.83,12.19,953,571
Ex 3 day 09,20,172,0.1498,1.9981,1.3536,2.83,13.34,992,558
Ex 3 day 09,20,173,0.1498,2.2233,1.4093,4.24,14.85,981,533
Ex 3 day 09,20,174,0.1498,1.7928,1.3999,2.83,11.97,992,551
Ex 3 day 09,20,175,0.1498,2.4207,1.8645,2.83,16.16,993,582
Ex 3 day 09,20,176,0.1498,1.6723,1.2367,3.3,11.17,978,559
Ex 3 day 09,20,177,0.1498,1.4593,1.3962,3.77,9.74,996,568
Ex 3 day 09,20,178,0.1498,2.5224,2.046,2.83,16.84,999,551
Ex 3 day 09,20,179,0.1498,1.3835,1.3042,3.3,9.24,968,540
Ex 3 day 09,21,180,0.1737,2.7284,2.239,3.77,15.71,678,618
Ex 3 day 09,21,181,0.1737,2.8321,2.4613,2.83,16.31,681,602
Ex 3 day 09,21,182,0.1737,2.5819,1.898,2.83,14.87,659,622
Ex 3 day 09,21,183,0.1737,1.9094,1.4611,3.77,11.0,691,614
Ex 3 day 09,21,184,0.1737,1.6293,1.3606,2.83,9.38,680,641
Ex 3 day 09,21,185,0.1737,1.967,1.584,2.83,11.33,654,636
Ex 3 day 09,21,186,0.1737,1.9643,1.5781,2.83,11.31,649,648
Ex 3 day 09,21,187,0.1737,1.6679,1.3541,2.83,9.6,688,625
Ex 3 day 09,21,188,0.1737,1.9835,1.4433,2.83,11.42,669,600
Ex 3 day 09,22,189,0.1771,4.7457,3.4825,2.83,26.8,284,632
Ex 3 day 09,22,190,0.1771,2.5847,1.9288,2.83,14.6,283,643
Ex 3 day 09,22,191,0.1771,2.3519,1.9993,2.83,13.28,308,643
Ex 3 day 09,22,192,0.1771,1.917,1.5972,2.83,10.83,289,655
Ex 3 day 09,22,193,0.1771,2.5812,2.0482,2.83,14.58,278,620
Ex 3 day 09,22,194,0.1771,2.3519,1.7729,2.83,13.28,284,660
Ex 3 day 09,22,195,0.1771,2.3341,1.8396,2.83,13.18,294,631
Ex 3 day 09,22,196,0.1771,2.0322,1.7592,2.83,11.48,271,641
Ex 3 day 09,22,197,0.1771,1.7564,1.4897,2.83,9.92,263,619
Ex 3 day 09,23,198,0.1614,3.4957,2.9454,2.83,21.65,257,739
Ex 3 day 09,23,199,0.1614,4.1764,3.267,2.83,25.87,255,722
Ex 3 day 09,23,200,0.1614,2.4821,2.1286,2.83,15.37,231,707
Ex 3 day 09,23,201,0.1614,2.6931,2.207,2.83,16.68,241,716
Ex 3 day 09,23,202,0.1614,2.3312,2.0094,2.83,14.44,235,691
Ex 3 day 09,23,203,0.1614,2.3177,1.6839,3.77,14.36,270,737
Ex 3 day 09,23,204,0.1614,1.8038,1.4398,2.83,11.17,244,706
Ex 3 day 09,23,205,0.1614,1.7995,1.4578,2.83,11.15,243,724
Ex 3 day 09,23,206,0.1614,1.5888,1.1213,2.83,9.84,265,721
Ex 3 day 09,23,207,0.1614,1.9357,1.7678,2.83,11.99,269,706
Ex 3 day 09,23,208,0.1614,1.4128,1.1732,4.71,8.75,247,702
Ex 3 day 09,23,209,0.1614,2.0444,1.4915,2.83,12.66,256,705
Ex 3 day 09,23,210,0.1614,0.9715,1.1575,4.71,6.02,277,748
Ex 3 day 09,23,211,0.1614,1.7403,1.3996,2.83,10.78,265,711
Ex 3 day 09,23,212,0.1614,2.1587,1.5663,2.83,13.37,260,694
Ex 3 day 09,24,213,0.1823,3.0719,2.2314,3.3,16.85,908,742
Ex 3 day 09,24,214,0.1823,3.037,2.2536,2.83,16.66,893,704
Ex 3 day 09,24,215,0.1823,2.5885,1.876,2.83,14.2,899,710
Ex 3 day 09,24,216,0.1823,2.6987,2.039,2.83,14.8,915,720
Ex 3 day 09,24,217,0.1823,2.3199,1.5288,4.24,12.72,870,726
Ex 3 day 09,24,218,0.1823,2.1507,1.7758,2.83,11.8,900,732
Ex 3 day 09,24,219,0.1823,2.1944,1.8413,2.83,12.04,885,727
Ex 3 day 09,24,220,0.1823,1.9176,1.4505,2.83,10.52,878,736
Ex 3 day 09,24,221,0.1823,1.2896,1.1959,5.19,7.07,879,707
Ex 3 day 09,24,222,0.1823,1.8935,1.4949,2.83,10.39,907,715
Ex 3 day 09,24,223,0.1823,1.7472,1.1684,3.77,9.58,911,704
Ex 3 day 09,24,224,0.1823,1.9557,1.4735,2.83,10.73,888,710
Ex 3 day 09,24,225,0.1823,1.9369,1.4217,2.83,10.62,921,692
Ex 3 day 09,25,226,0.157,3.9765,3.1326,2.83,25.32,1027,782
Ex 3 day 09,25,227,0.157,3.2172,2.5272,2.83,20.49,1019,763
Ex 3 day 09,25,228,0.157,3.0237,2.578,2.83,19.25,998,785
Ex 3 day 09,25,229,0.157,2.4926,1.8463,3.3,15.87,1003,772
Ex 3 day 09,25,230,0.157,1.9848,1.706,2.83,12.64,988,768
Ex 3 day 09,25,231,0.157,2.0697,1.8682,2.83,13.18,1003,741
Ex 3 day 09,25,232,0.157,2.2604,1.7988,2.83,14.39,1009,779
Ex 3 day 09,25,233,0.157,1.9626,1.4184,3.3,12.5,992,755
Ex 3 day 09,25,234,0.157,2.2943,1.5336,2.83,14.61,1009,752
Ex 3 day 09,25,235,0.157,2.0446,1.5447,2.83,13.02,1004,762
Ex 3 day 09,26,236,0.1541,4.7556,3.6436,2.83,30.87,422,782
Ex 3 day 09,26,237,0.1541,4.3925,3.4104,2.83,28.51,389,772
Ex 3 day 09,26,238,0.1541,2.2358,1.6031,2.83,14.51,408,786
Ex 3 day 09,26,239,0.1541,2.4207,1.9918,2.83,15.71,415,799
Ex 3 day 09,26,240,0.1541,2.5767,1.9305,2.83,16.72,419,806
Ex 3 day 09,26,241,0.1541,1.9358,1.4933,2.83,12.56,401,821
Ex 3 day 09,26,242,0.1541,2.3565,1.5625,3.3,15.29,380,803
Ex 3 day 09,26,243,0.1541,2.1736,1.1046,4.24,14.11,392,792
Ex 3 day 09,26,244,0.1541,2.5112,1.8063,2.83,16.3,434,799
Ex 3 day 09,26,245,0.1541,1.9072,1.5923,2.83,12.38,433,791
Ex 3 day 09,26,246,0.1541,2.1359,1.7441,2.83,13.86,393,803
Ex 3 day 09,26,247,0.1541,2.3523,1.841,2.83,15.27,409,798
Ex 3 day 09,26,248,0.1541,2.1045,1.6873,2.83,13.66,431,809
Ex 3 day 09,26,249,0.1541,1.7891,1.3593,2.83,11.61,378,776
Ex 3 day 09,27,250,0.1339,2.9595,2.3939,3.77,22.11,564,785
Ex 3 day 09,27,251,0.1339,2.7068,2.3238,2.83,20.22,564,801
Ex 3 day 09,27,252,0.1339,2.8885,1.9409,3.3,21.58,598,813
Ex 3 day 09,27,253,0.1339,2.5292,1.9616,3.3,18.89,582,799
Ex 3 day 09,27,254,0.1339,2.8822,2.5363,2.83,21.53,616,830
Ex 3 day 09,27,255,0.1339,2.6655,2.3494,2.83,19.91,599,795
Ex 3 day 09,27,256,0.1339,2.4343,1.7493,3.3,18.19,605,845
Ex 3 day 09,27,257,0.1339,2.4305,1.7421,3.3,18.16,548,789
Ex 3 day 09,27,258,0.1339,2.5473,1.9796,2.83,19.03,589,818
Ex 3 day 09,27,259,0.1339,2.3186,1.8899,2.83,17.32,561,810
Ex 3 day 09,28,260,0.1477,3.4126,2.7125,2.83,23.1,1113,788
Ex 3 day 09,28,261,0.1477,3.1527,2.5928,2.83,21.34,1126,812
Ex 3 day 09,28,262,0.1477,2.1494,1.7351,2.83,14.55,1127,826
Ex 3 day 09,28,263,0.1477,2.1904,1.7067,2.83,14.83,1150,812
Ex 3 day 09,28,264,0.1477,2.0562,1.5896,3.77,13.92,1142,791
Ex 3 day 09,28,265,0.1477,1.8432,1.378,4.24,12.48,1113,812
Ex 3 day 09,28,266,0.1477,1.9524,1.6628,2.83,13.22,1101,799
Ex 3 day 09,28,267,0.1477,2.298,1.8551,2.83,15.55,1129,834
Ex 3 day 09,28,268,0.1477,1.6955,1.417,2.83,11.48,1139,799
Ex 3 day 09,28,269,0.1477,1.9457,1.6796,2.83,13.17,1147,835
Ex 3 day 09,28,270,0.1477,1.8168,1.3223,4.71,12.3,1125,779
Ex 3 day 09,29,271,0.1757,2.8749,1.9057,3.3,16.36,277,846
Ex 3 day 09,29,272,0.1757,3.1788,2.3531,2.83,18.09,292,853
Ex 3 day 09,29,273,0.1757,2.8491,1.8228,2.83,16.21,305,830
Ex 3 day 09,29,274,0.1757,2.6021,1.9237,3.77,14.81,272,834
Ex 3 day 09,29,275,0.1757,2.3436,1.923,2.83,13.34,261,825
Ex 3 day 09,29,276,0.1757,2.4828,2.0145,2.83,14.13,289,872
Ex 3 day 09,29,277,0.1757,2.0995,1.5913,2.83,11.95,278,865
Ex 3 day 09,29,278,0.1757,2.0714,1.7473,2.83,11.79,305,853
Ex 3 day 09,29,279,0.1757,2.0544,1.627,2.83,11.69,287,857
Ex 3 day 09,30,280,0.1399,3.2256,2.6604,2.83,23.06,1160,929
Ex 3 day 09,30,281,0.1399,2.658,1.8244,2.83,19.0,1170,914
Ex 3 day 09,30,282,0.1399,2.2852,1.6309,2.83,16.34,1186,935
Ex 3 day 09,30,283,0.1399,1.878,1.5843,2.83,13.42,1177,909
Ex 3 day 09,30,284,0.1399,2.4185,1.9421,2.83,17.29,1179,956
Ex 3 day 09,30,285,0.1399,2.3599,1.9624,2.83,16.87,1169,927
Ex 3 day 09,30,286,0.1399,2.0605,1.7287,2.83,14.73,1164,956
Ex 3 day 09,30,287,0.1399,2.356,1.8214,2.83,16.84,1185,919
Ex 3 day 09,30,288,0.1399,2.1785,1.6324,2.83,15.57,1156,914
Ex 3 day 09,30,289,0.1399,2.157,1.4569,2.83,15.42,1178,941
Ex 3 day 09,30,290,0.1399,2.4673,1.8174,2.83,17.64,1192,942
Ex 3 day 09,30,291,0.1399,1.7714,1.3382,2.83,12.66,1156,956
Ex 3 day 09,30,292,0.1399,2.0825,1.6551,2.83,14.89,1180,963
Ex 3 day 09,30,293,0.1399,1.8171,1.5448,2.83,12.99,1153,901
Ex 3 day 09,30,294,0.1399,2.031,1.6987,2.83,14.52,1171,956
Ex 3 day 09,31,295,0.1782,2.5045,1.8387,4.24,14.06,485,959
Ex 3 day 09,31,296,0.1782,1.9591,1.1201,3.3,11.0,495,952
Ex 3 day 09,31,297,0.1782,2.2857,1.6179,3.3,12.83,517,949
Ex 3 day 09,31,298,0.1782,2.4647,1.9721,2.83,13.83,485,940
Ex 3 day 09,31,299,0.1782,2.1019,1.7571,2.83,11.8,517,936
Ex 3 day 09,31,300,0.1782,2.0435,1.7025,2.83,11.47,519,967
Ex 3 day 09,31,301,0.1782,1.8652,1.3788,2.83,10.47,504,958
Ex 3 day 09,31,302,0.1782,2.1084,1.7323,2.83,11.83,523,961
Ex 3 day 09,31,303,0.1782,1.7528,1.503,2.83,9.84,503,931
Ex 3 day 09,31,304,0.1782,1.7441,1.5221,2.83,9.79,493,941
Ex 3 day 09,32,305,0.1781,3.255,2.5398,3.77,18.27,667,992
Ex 3 day 09,32,306,0.1781,3.4795,2.5621,2.83,19.53,657,1008
Ex 3 day 09,32,307,0.1781,2.7875,2.328,2.83,15.65,643,998
Ex 3 day 09,32,308,0.1781,2.5527,2.0343,2.83,14.33,665,1006
Ex 3 day 09,32,309,0.1781,2.3758,1.724,2.83,13.34,660,956
Ex 3 day 09,32,310,0.1781,2.2216,1.9419,2.83,12.47,634,960
Ex 3 day 09,32,311,0.1781,2.834,2.1667,2.83,15.91,658,978
Ex 3 day 09,32,312,0.1781,2.1258,1.5901,2.83,11.93,647,960
Ex 3 day 09,32,313,0.1781,2.4685,2.0578,2.83,13.86,638,982
