experiment;cell_id;peak_id;cell_intensity_mean;foci_intensity_peak;foci_intensity_mean_disk;foci_radius;signal_to_cell_ratio;foci_x;foci_y;cell_area
Ex 3 day 181;1;1;-0,0061;3,6023;2,3610;4,2400;-590,2800;996;284;6398
Ex 3 day 181;1;2;-0,0061;3,1229;2,2722;3,3000;-511,7100;1000;261;6398
Ex 3 day 181;1;3;-0,0061;2,8585;2,2193;4,7100;-468,4000;1066;284;6398
Ex 3 day 181;1;4;-0,0061;3,1355;2,6183;2,8300;-513,7900;1014;246;6398
Ex 3 day 181;1;5;-0,0061;2,6637;1,8941;3,7700;-436,4800;1053;261;6398
Ex 3 day 181;1;6;-0,0061;1,7134;1,4577;2,8300;-280,7500;975;266;6398
Ex 3 day 181;1;7;-0,0061;2,6283;2,0907;2,8300;-430,6800;1055;232;6398
Ex 3 day 181;1;8;-0,0061;1,1492;1,1584;3,7700;-188,3100;1045;276;6398
Ex 3 day 181;1;9;-0,0061;1,9395;1,3736;3,7700;-317,8100;984;225;6398
Ex 3 day 181;1;10;-0,0061;1,6402;1,3064;2,8300;-268,7700;1017;257;6398
Ex 3 day 181;4;11;0,0366;4,1460;3,4914;2,8300;113,2300;338;392;13662
Ex 3 day 181;4;12;0,0366;3,8149;2,8266;3,7700;104,1800;337;315;13662
Ex 3 day 181;4;13;0,0366;4,0345;2,8017;3,3000;110,1800;267;296;13662
Ex 3 day 181;4;14;0,0366;4,1529;2,8415;3,3000;113,4100;290;293;13662
Ex 3 day 181;4;15;0,0366;3,4977;2,4988;3,7700;95,5200;262;314;13662
Ex 3 day 181;4;16;0,0366;3,5295;2,4956;3,3000;96,3900;313;288;13662
Ex 3 day 181;4;17;0,0366;3,5666;2,0513;4,2400;97,4000;242;315;13662
Ex 3 day 181;4;18;0,0366;3,5194;3,0568;2,8300;96,1100;287;306;13662
Ex 3 day 181;4;19;0,0366;3,1665;2,3279;3,7700;86,4800;284;376;13662
Ex 3 day 181;4;20;0,0366;3,4580;2,9319;2,8300;94,4400;307;321;13662
Ex 3 day 181;4;21;0,0366;3,1937;2,4570;3,3000;87,2200;323;389;13662
Ex 3 day 181;4;22;0,0366;3,2935;2,7279;2,8300;89,9400;254;373;13662
Ex 3 day 181;4;23;0,0366;3,1573;2,2529;3,7700;86,2200;272;359;13662
Ex 3 day 181;4;24;0,0366;2,9774;2,1631;3,7700;81,3100;272;384;13662
Ex 3 day 181;4;25;0,0366;3,3500;2,4280;3,7700;91,4900;313;367;13662
Ex 3 day 181;4;26;0,0366;2,9071;2,0503;4,2400;79,3900;306;343;13662
Ex 3 day 181;4;27;0,0366;2,6732;2,3010;2,8300;73,0000;297;381;13662
Ex 3 day 181;4;28;0,0366;3,0549;2,5371;2,8300;83,4300;290;392;13662
Ex 3 day 181;4;29;0,0366;2,5214;2,0402;2,8300;68,8600;278;397;13662
Ex 3 day 181;4;30;0,0366;2,8455;1,8884;4,2400;77,7100;261;350;13662
Ex 3 day 181;4;31;0,0366;2,8730;2,2966;2,8300;78,4600;328;296;13662
Ex 3 day 181;4;32;0,0366;2,2490;2,0056;2,8300;61,4200;341;349;13662
Ex 3 day 181;4;33;0,0366;2,3230;2,0182;2,8300;63,4400;348;355;13662
Ex 3 day 181;4;34;0,0366;2,3281;1,8880;2,8300;63,5800;333;368;13662
Ex 3 day 181;4;35;0,0366;2,2765;1,9488;2,8300;62,1700;260;336;13662
Ex 3 day 181;4;36;0,0366;2,0833;1,5673;3,3000;56,8900;270;333;13662
Ex 3 day 181;4;37;0,0366;2,1702;1,7786;2,8300;59,2700;326;301;13662
Ex 3 day 181;4;38;0,0366;1,5520;1,3330;2,8300;42,3800;316;299;13662
Ex 3 day 181;4;39;0,0366;1,6669;1,3219;2,8300;45,5200;269;411;13662
