experiment;cell_id;peak_id;cell_intensity_mean;foci_intensity_peak;foci_intensity_mean_disk;foci_radius;signal_to_cell_ratio;foci_x;foci_y;cell_area
Ex 3 day 1816;1;1;-0,0006;4,1465;3,1696;3,7700;-7146,2800;990;148;33669
Ex 3 day 1816;1;2;-0,0006;4,2453;3,1100;3,7700;-7316,6300;939;104;33669
Ex 3 day 1816;1;3;-0,0006;3,7696;2,8263;3,7700;-6496,7900;992;66;33669
Ex 3 day 1816;1;4;-0,0006;3,8653;2,4012;4,2400;-6661,6100;913;53;33669
Ex 3 day 1816;1;5;-0,0006;3,7761;2,6052;3,3000;-6507,9200;985;170;33669
Ex 3 day 1816;1;6;-0,0006;4,0502;2,9356;3,7700;-6980,3300;1038;107;33669
Ex 3 day 1816;1;7;-0,0006;3,8577;2,8942;3,7700;-6648,6000;968;185;33669
Ex 3 day 1816;1;8;-0,0006;3,7911;2,8487;3,7700;-6533,7900;1004;85;33669
Ex 3 day 1816;1;9;-0,0006;3,1141;2,2727;4,7100;-5367,0200;956;125;33669
Ex 3 day 1816;1;10;-0,0006;2,9359;2,2830;3,7700;-5059,8900;951;187;33669
Ex 3 day 1816;1;11;-0,0006;2,7840;2,2235;3,7700;-4798,1700;964;163;33669
Ex 3 day 1816;1;12;-0,0006;2,9346;2,1198;3,3000;-5057,7000;924;39;33669
Ex 3 day 1816;1;13;-0,0006;2,9885;2,0506;4,2400;-5150,4800;899;96;33669
Ex 3 day 1816;1;14;-0,0006;2,9148;2,1417;3,7700;-5023,5300;957;80;33669
Ex 3 day 1816;1;15;-0,0006;2,4088;1,6695;4,2400;-4151,3900;994;113;33669
Ex 3 day 1816;1;16;-0,0006;2,5260;1,7142;3,3000;-4353,5100;1015;68;33669
Ex 3 day 1816;1;17;-0,0006;2,1621;1,5871;4,2400;-3726,3100;1004;136;33669
Ex 3 day 1816;1;18;-0,0006;2,3796;1,8494;3,7700;-4101,0700;947;72;33669
Ex 3 day 1816;1;19;-0,0006;2,4434;1,5498;4,2400;-4211,1400;1026;76;33669
Ex 3 day 1816;1;20;-0,0006;2,1158;1,7101;2,8300;-3646,4200;957;103;33669
Ex 3 day 1816;1;21;-0,0006;1,9142;1,4555;4,7100;-3299,1000;911;71;33669
Ex 3 day 1816;1;22;-0,0006;2,0926;1,7386;2,8300;-3606,4500;1006;63;33669
Ex 3 day 1816;1;23;-0,0006;2,1515;1,6257;3,3000;-3708,0200;993;177;33669
Ex 3 day 1816;1;24;-0,0006;2,1192;1,4568;3,3000;-3652,2800;970;103;33669
Ex 3 day 1816;1;25;-0,0006;2,1296;1,3861;3,3000;-3670,2900;971;88;33669
Ex 3 day 1816;1;26;-0,0006;1,9990;1,5877;3,7700;-3445,2100;945;40;33669
Ex 3 day 1816;1;27;-0,0006;1,8951;1,4804;4,7100;-3266,1500;970;115;33669
Ex 3 day 1816;1;28;-0,0006;1,9357;1,3004;3,7700;-3336,0300;910;35;33669
Ex 3 day 1816;1;29;-0,0006;2,2189;1,8233;3,7700;-3824,1900;932;124;33669
Ex 3 day 1816;1;30;-0,0006;1,7746;1,4178;2,8300;-3058,4600;953;95;33669
Ex 3 day 1816;1;31;-0,0006;1,8031;1,3346;3,7700;-3107,6400;971;35;33669
Ex 3 day 1816;1;32;-0,0006;1,7434;1,3242;3,3000;-3004,6800;965;74;33669
Ex 3 day 1816;1;33;-0,0006;2,0098;1,4700;3,3000;-3463,8800;907;81;33669
Ex 3 day 1816;1;34;-0,0006;1,9546;1,6412;2,8300;-3368,6100;1008;115;33669
Ex 3 day 1816;1;35;-0,0006;1,9623;1,2476;3,3000;-3381,9900;916;14;33669
Ex 3 day 1816;2;36;0,0388;3,8582;2,9331;3,7700;99,5600;1209;620;20257
Ex 3 day 1816;2;37;0,0388;3,9761;2,8857;3,7700;102,6000;1166;668;20257
Ex 3 day 1816;2;38;0,0388;3,6154;2,6590;3,7700;93,2900;1139;594;20257
Ex 3 day 1816;2;39;0,0388;3,5979;2,6743;3,7700;92,8400;1153;601;20257
Ex 3 day 1816;2;40;0,0388;3,4570;2,5861;3,7700;89,2100;1173;600;20257
Ex 3 day 1816;2;41;0,0388;3,4719;2,2839;4,2400;89,5900;1211;638;20257
Ex 3 day 1816;2;42;0,0388;3,3241;2,6097;3,7700;85,7800;1140;576;20257
Ex 3 day 1816;2;43;0,0388;3,5872;2,4689;3,3000;92,5600;1159;629;20257
Ex 3 day 1816;2;44;0,0388;3,2396;2,5475;3,7700;83,6000;1184;533;20257
Ex 3 day 1816;2;45;0,0388;3,3476;2,5094;3,7700;86,3800;1166;554;20257
Ex 3 day 1816;2;46;0,0388;3,0445;2,2846;3,3000;78,5600;1173;636;20257
Ex 3 day 1816;2;47;0,0388;2,9349;1,9128;4,2400;75,7300;1231;563;20257
Ex 3 day 1816;2;48;0,0388;3,1416;2,1786;4,7100;81,0700;1188;596;20257
Ex 3 day 1816;2;49;0,0388;3,0956;2,4463;3,7700;79,8800;1228;672;20257
Ex 3 day 1816;2;50;0,0388;2,9109;2,1732;3,7700;75,1100;1163;541;20257
Ex 3 day 1816;2;51;0,0388;2,1858;1,6518;3,7700;56,4000;1200;572;20257
Ex 3 day 1816;2;52;0,0388;1,8018;1,2796;3,7700;46,4900;1164;614;20257
Ex 3 day 1816;2;53;0,0388;1,7965;1,2327;4,2400;46,3600;1182;660;20257
Ex 3 day 1816;2;54;0,0388;1,9625;1,4670;3,7700;50,6400;1168;695;20257
Ex 3 day 1816;2;55;0,0388;1,6666;1,1624;3,3000;43,0000;1238;638;20257
Ex 3 day 1816;2;56;0,0388;1,6366;1,1902;3,3000;42,2300;1237;616;20257
