Total Cells: 6
Total Foci: 159

Head (first 20 rows):
   experiment  cell_id  peak_id  cell_intensity_mean  foci_intensity_peak  foci_intensity_mean_disk  foci_radius  signal_to_cell_ratio  foci_x  foci_y
Ex 3 day 1822        1        1               0.0288               4.3752                    2.9862         3.30                151.77     174     258
Ex 3 day 1822        1        2               0.0288               3.8877                    2.9026         3.77                134.85     112     193
Ex 3 day 1822        1        3               0.0288               3.7480                    2.4140         3.30                130.01     144     200
Ex 3 day 1822        1        4               0.0288               4.0918                    2.9861         3.77                141.93     129     179
Ex 3 day 1822        1        5               0.0288               3.9968                    2.8956         3.30                138.64     126     305
Ex 3 day 1822        1        6               0.0288               4.0544                    2.8286         3.30                140.64     111     215
Ex 3 day 1822        1        7               0.0288               3.7982                    2.8862         3.77                131.75     178     337
Ex 3 day 1822        1        8               0.0288               3.6245                    2.7754         3.30                125.72     134     226
Ex 3 day 1822        1        9               0.0288               3.6204                    2.5689         3.30                125.58     158     193
Ex 3 day 1822        1       10               0.0288               3.9513                    2.8134         3.30                137.06     205     228
Ex 3 day 1822        1       11               0.0288               3.7585                    2.7890         3.30                130.37     160     208
Ex 3 day 1822        1       12               0.0288               3.9585                    2.7413         3.30                137.31     142     276
Ex 3 day 1822        1       13               0.0288               3.2202                    2.3562         3.77                111.70     181     240
Ex 3 day 1822        1       14               0.0288               3.4983                    2.7001         3.77                121.35      64     231
Ex 3 day 1822        1       15               0.0288               3.5969                    2.6253         3.77                124.77     119     162
Ex 3 day 1822        1       16               0.0288               3.5277                    3.0095         2.83                122.37     121     232
Ex 3 day 1822        1       17               0.0288               3.5896                    2.2821         3.30                124.51      92     228
Ex 3 day 1822        1       18               0.0288               3.2830                    2.3319         3.30                113.88     181     227
Ex 3 day 1822        1       19               0.0288               3.4165                    2.3632         3.30                118.51     178     303
Ex 3 day 1822        1       20               0.0288               3.6662                    2.5854         3.30                127.17     207     255
