experiment,cell_id,peak_id,cell_intensity_mean,foci_intensity_peak,foci_intensity_mean_disk,foci_radius,signal_to_cell_ratio,foci_x,foci_y,cell_area
Ex 3 day 1822,1,1,0.0288,4.3752,2.9862,3.3,151.77,174,258,27254
Ex 3 day 1822,1,2,0.0288,3.8877,2.9026,3.77,134.85,112,193,27254
Ex 3 day 1822,1,3,0.0288,3.748,2.414,3.3,130.01,144,200,27254
Ex 3 day 1822,1,4,0.0288,4.0918,2.9861,3.77,141.93,129,179,27254
Ex 3 day 1822,1,5,0.0288,3.9968,2.8956,3.3,138.64,126,305,27254
Ex 3 day 1822,1,6,0.0288,4.0544,2.8286,3.3,140.64,111,215,27254
Ex 3 day 1822,1,7,0.0288,3.7982,2.8862,3.77,131.75,178,337,27254
Ex 3 day 1822,1,8,0.0288,3.6245,2.7754,3.3,125.72,134,226,27254
Ex 3 day 1822,1,9,0.0288,3.6204,2.5689,3.3,125.58,158,193,27254
Ex 3 day 1822,1,10,0.0288,3.9513,2.8134,3.3,137.06,205,228,27254
Ex 3 day 1822,1,11,0.0288,3.7585,2.789,3.3,130.37,160,208,27254
Ex 3 day 1822,1,12,0.0288,3.9585,2.7413,3.3,137.31,142,276,27254
Ex 3 day 1822,1,13,0.0288,3.2202,2.3562,3.77,111.7,181,240,27254
Ex 3 day 1822,1,14,0.0288,3.4983,2.7001,3.77,121.35,64,231,27254
Ex 3 day 1822,1,15,0.0288,3.5969,2.6253,3.77,124.77,119,162,27254
Ex 3 day 1822,1,16,0.0288,3.5277,3.0095,2.83,122.37,121,232,27254
Ex 3 day 1822,1,17,0.0288,3.5896,2.2821,3.3,124.51,92,228,27254
Ex 3 day 1822,1,18,0.0288,3.283,2.3319,3.3,113.88,181,227,27254
Ex 3 day 1822,1,19,0.0288,3.4165,2.3632,3.3,118.51,178,303,27254
Ex 3 day 1822,1,20,0.0288,3.6662,2.5854,3.3,127.17,207,255,27254
Ex 3 day 1822,1,21,0.0288,3.3343,2.1981,4.24,115.66,177,281,27254
Ex 3 day 1822,1,22,0.0288,3.1381,2.0924,3.3,108.85,181,207,27254
Ex 3 day 1822,1,23,0.0288,2.9521,2.2249,4.71,102.4,227,251,27254
Ex 3 day 1822,1,24,0.0288,2.5597,1.7591,3.3,88.79,191,233,27254
Ex 3 day 1822,1,25,0.0288,3.3738,2.8744,2.83,117.03,220,217,27254
