experiment,cell_id,peak_id,cell_intensity_mean,foci_intensity_peak,foci_intensity_mean_disk,foci_radius,signal_to_cell_ratio,foci_x,foci_y
Ex 3 day 187,1,1,0.0049,4.4407,3.2157,3.3,915.0,453,170
Ex 3 day 187,1,2,0.0049,4.3182,3.7409,2.83,889.75,478,114
Ex 3 day 187,1,3,0.0049,3.5572,2.5754,3.3,732.96,426,90
Ex 3 day 187,1,4,0.0049,3.8572,2.9427,2.83,794.76,447,110
Ex 3 day 187,1,5,0.0049,3.6959,3.1267,2.83,761.54,485,87
Ex 3 day 187,1,6,0.0049,3.6648,2.7247,3.3,755.13,476,157
Ex 3 day 187,1,7,0.0049,3.7821,3.284,2.83,779.3,541,141
Ex 3 day 187,1,8,0.0049,2.8792,2.0413,3.3,593.25,417,136
Ex 3 day 187,1,9,0.0049,3.1529,2.236,3.3,649.65,451,156
Ex 3 day 187,1,10,0.0049,3.3199,2.9505,2.83,684.06,471,81
Ex 3 day 187,1,11,0.0049,3.1533,2.6263,2.83,649.74,496,162
Ex 3 day 187,1,12,0.0049,2.7679,2.1523,2.83,570.33,421,158
Ex 3 day 187,1,13,0.0049,2.8477,2.3712,2.83,586.75,517,106
Ex 3 day 187,1,14,0.0049,2.8807,1.7666,4.24,593.56,432,127
Ex 3 day 187,1,15,0.0049,3.2367,2.7036,2.83,666.92,533,72
Ex 3 day 187,1,16,0.0049,2.4783,1.9638,2.83,510.65,548,55
Ex 3 day 187,1,17,0.0049,2.1174,1.7391,3.77,436.28,517,128
Ex 3 day 187,1,18,0.0049,2.1403,1.6862,2.83,441.01,449,88
Ex 3 day 187,1,19,0.0049,2.8559,1.951,3.3,588.46,535,107
Ex 3 day 187,1,20,0.0049,2.9842,2.4372,2.83,614.9,524,66
Ex 3 day 187,1,21,0.0049,2.4331,2.0145,2.83,501.34,525,49
Ex 3 day 187,1,22,0.0049,2.8259,2.4006,2.83,582.27,464,123
Ex 3 day 187,1,23,0.0049,2.5579,1.8571,3.77,527.04,422,113
Ex 3 day 187,1,24,0.0049,3.0617,2.4987,2.83,630.86,505,48
Ex 3 day 187,1,25,0.0049,2.1881,1.8242,2.83,450.85,494,55
Ex 3 day 187,1,26,0.0049,1.8925,1.357,4.24,389.95,433,142
Ex 3 day 187,1,27,0.0049,1.476,1.1197,3.3,304.14,438,96
Ex 3 day 187,1,28,0.0049,2.5724,2.2545,2.83,530.04,523,111
Ex 3 day 187,1,29,0.0049,1.9992,1.3571,2.83,411.93,510,94
Ex 3 day 187,1,30,0.0049,1.8554,1.0648,4.24,382.31,474,190
Ex 3 day 187,1,31,0.0049,2.1544,1.3982,2.83,443.92,560,90
Ex 3 day 187,1,32,0.0049,2.1134,1.6996,2.83,435.46,517,164
Ex 3 day 187,1,33,0.0049,1.8818,1.4789,2.83,387.75,557,75
Ex 3 day 187,1,34,0.0049,1.8257,1.2961,2.83,376.17,473,140
Ex 3 day 187,1,35,0.0049,1.4585,1.0519,2.83,300.53,521,83
Ex 3 day 187,1,36,0.0049,1.7844,1.4121,2.83,367.68,484,134
Ex 3 day 187,1,37,0.0049,1.4965,1.1727,2.83,308.34,517,91
Ex 3 day 187,1,38,0.0049,1.3074,0.9967,2.83,269.39,441,84
Ex 3 day 187,1,39,0.0049,1.7118,1.1505,2.83,352.71,400,121
Ex 3 day 187,1,40,0.0049,1.3578,1.0647,2.83,279.78,499,150
