Total Cells: 9
Total Foci: 461

Head (first 20 rows):
  experiment  cell_id  peak_id  cell_intensity_mean  foci_intensity_peak  foci_intensity_mean_disk  foci_radius  signal_to_cell_ratio  foci_x  foci_y
Ex 3 day 187        1        1               0.0049               4.4407                    3.2157         3.30                915.00     453     170
Ex 3 day 187        1        2               0.0049               4.3182                    3.7409         2.83                889.75     478     114
Ex 3 day 187        1        3               0.0049               3.5572                    2.5754         3.30                732.96     426      90
Ex 3 day 187        1        4               0.0049               3.8572                    2.9427         2.83                794.76     447     110
Ex 3 day 187        1        5               0.0049               3.6959                    3.1267         2.83                761.54     485      87
Ex 3 day 187        1        6               0.0049               3.6648                    2.7247         3.30                755.13     476     157
Ex 3 day 187        1        7               0.0049               3.7821                    3.2840         2.83                779.30     541     141
Ex 3 day 187        1        8               0.0049               2.8792                    2.0413         3.30                593.25     417     136
Ex 3 day 187        1        9               0.0049               3.1529                    2.2360         3.30                649.65     451     156
Ex 3 day 187        1       10               0.0049               3.3199                    2.9505         2.83                684.06     471      81
Ex 3 day 187        1       11               0.0049               3.1533                    2.6263         2.83                649.74     496     162
Ex 3 day 187        1       12               0.0049               2.7679                    2.1523         2.83                570.33     421     158
Ex 3 day 187        1       13               0.0049               2.8477                    2.3712         2.83                586.75     517     106
Ex 3 day 187        1       14               0.0049               2.8807                    1.7666         4.24                593.56     432     127
Ex 3 day 187        1       15               0.0049               3.2367                    2.7036         2.83                666.92     533      72
Ex 3 day 187        1       16               0.0049               2.4783                    1.9638         2.83                510.65     548      55
Ex 3 day 187        1       17               0.0049               2.1174                    1.7391         3.77                436.28     517     128
Ex 3 day 187        1       18               0.0049               2.1403                    1.6862         2.83                441.01     449      88
Ex 3 day 187        1       19               0.0049               2.8559                    1.9510         3.30                588.46     535     107
Ex 3 day 187        1       20               0.0049               2.9842                    2.4372         2.83                614.90     524      66
