experiment;cell_id;peak_id;cell_intensity_mean;foci_intensity_peak;foci_intensity_mean_disk;foci_radius;signal_to_cell_ratio;foci_x;foci_y;cell_area
Ex 3 day 185;1;1;0,0588;3,4278;2,3878;3,3000;58,2700;836;239;8457
Ex 3 day 185;1;2;0,0588;3,0157;2,0397;3,3000;51,2700;823;222;8457
Ex 3 day 185;1;3;0,0588;2,6303;2,0482;3,7700;44,7200;796;267;8457
Ex 3 day 185;1;4;0,0588;2,1204;1,5848;3,3000;36,0500;781;260;8457
Ex 3 day 185;1;5;0,0588;2,3795;1,7472;3,3000;40,4500;806;271;8457
Ex 3 day 185;1;6;0,0588;1,7953;1,1620;3,3000;30,5200;792;281;8457
Ex 3 day 185;1;7;0,0588;1,8250;1,4097;3,7700;31,0300;859;271;8457
Ex 3 day 185;1;8;0,0588;1,2505;0,8897;4,2400;21,2600;846;256;8457
Ex 3 day 185;2;9;0,0508;3,9159;3,4111;2,8300;77,1000;824;338;7959
Ex 3 day 185;2;10;0,0508;3,8712;2,7903;3,3000;76,2200;873;348;7959
Ex 3 day 185;2;11;0,0508;3,6406;2,9365;2,8300;71,6800;826;350;7959
Ex 3 day 185;2;12;0,0508;3,2582;2,5472;3,7700;64,1500;807;336;7959
Ex 3 day 185;2;13;0,0508;3,4793;2,2388;3,3000;68,5100;868;318;7959
Ex 3 day 185;2;14;0,0508;3,0646;2,3436;3,7700;60,3400;854;352;7959
Ex 3 day 185;2;15;0,0508;3,3428;2,3610;3,7700;65,8200;825;365;7959
Ex 3 day 185;2;16;0,0508;3,0152;2,0799;3,3000;59,3700;790;348;7959
Ex 3 day 185;2;17;0,0508;2,5676;1,7041;4,2400;50,5600;810;356;7959
Ex 3 day 185;2;18;0,0508;2,5297;2,0539;3,7700;49,8100;844;307;7959
Ex 3 day 185;2;19;0,0508;1,9781;1,4924;3,3000;38,9500;834;343;7959
Ex 3 day 185;2;20;0,0508;2,2553;1,9071;2,8300;44,4100;777;321;7959
Ex 3 day 185;2;21;0,0508;2,6026;1,7468;3,3000;51,2500;821;325;7959
Ex 3 day 185;2;22;0,0508;2,1910;1,6444;3,7700;43,1400;851;339;7959
Ex 3 day 185;2;23;0,0508;1,9032;1,2525;3,3000;37,4700;808;315;7959
Ex 3 day 185;2;24;0,0508;2,1540;1,8445;2,8300;42,4100;803;344;7959
Ex 3 day 185;3;25;-0,0286;4,3613;3,1304;3,3000;-152,2600;719;390;22211
Ex 3 day 185;3;26;-0,0286;3,9525;3,0954;3,7700;-137,9900;735;366;22211
Ex 3 day 185;3;27;-0,0286;3,9961;2,9560;3,7700;-139,5100;771;380;22211
Ex 3 day 185;3;28;-0,0286;3,8203;2,4581;4,2400;-133,3800;715;365;22211
Ex 3 day 185;3;29;-0,0286;3,4436;2,3069;4,2400;-120,2200;681;357;22211
Ex 3 day 185;3;30;-0,0286;3,8187;3,4131;2,8300;-133,3200;745;430;22211
Ex 3 day 185;3;31;-0,0286;3,7425;2,3564;4,2400;-130,6600;704;436;22211
Ex 3 day 185;3;32;-0,0286;3,6434;2,7062;3,7700;-127,2000;662;385;22211
Ex 3 day 185;3;33;-0,0286;3,3905;2,4481;3,3000;-118,3700;777;434;22211
Ex 3 day 185;3;34;-0,0286;3,1080;2,0995;3,3000;-108,5100;712;351;22211
Ex 3 day 185;3;35;-0,0286;3,4321;2,4501;3,3000;-119,8200;777;399;22211
Ex 3 day 185;3;36;-0,0286;3,0298;2,2664;3,7700;-105,7800;703;340;22211
Ex 3 day 185;3;37;-0,0286;2,4610;1,8815;3,3000;-85,9200;785;424;22211
Ex 3 day 185;3;38;-0,0286;2,4618;1,9707;3,7700;-85,9500;705;401;22211
Ex 3 day 185;3;39;-0,0286;2,5584;2,0194;2,8300;-89,3200;813;404;22211
Ex 3 day 185;3;40;-0,0286;1,6793;1,2660;3,7700;-58,6300;817;430;22211
Ex 3 day 185;3;41;-0,0286;1,7604;1,4361;2,8300;-61,4600;764;415;22211
