Total Cells: 8
Total Foci: 198

Head (first 20 rows):
   experiment  cell_id  peak_id  cell_intensity_mean  foci_intensity_peak  foci_intensity_mean_disk  foci_radius  signal_to_cell_ratio  foci_x  foci_y
Ex 3 day 1810        1        1              -0.0029               5.3646                    4.2972         2.83              -1851.55     746      48
Ex 3 day 1810        1        2              -0.0029               4.9535                    4.2540         2.83              -1709.67     690      93
Ex 3 day 1810        1        3              -0.0029               3.9829                    2.8566         3.30              -1374.66     702     159
Ex 3 day 1810        1        4              -0.0029               3.5564                    2.6513         3.77              -1227.45     745     142
Ex 3 day 1810        1        5              -0.0029               3.4865                    2.5845         3.77              -1203.32     773     125
Ex 3 day 1810        1        6              -0.0029               3.1097                    2.7046         2.83              -1073.28     732     157
Ex 3 day 1810        1        7              -0.0029               3.2180                    2.2743         4.24              -1110.67     739      98
Ex 3 day 1810        1        8              -0.0029               2.7462                    2.3617         2.83               -947.84     744      62
Ex 3 day 1810        1        9              -0.0029               3.2847                    2.0435         3.30              -1133.69     729     140
Ex 3 day 1810        1       10              -0.0029               3.0358                    2.1092         4.71              -1047.77     657      77
Ex 3 day 1810        1       11              -0.0029               3.1534                    2.4351         3.30              -1088.37     774      79
Ex 3 day 1810        1       12              -0.0029               3.1432                    2.7052         2.83              -1084.85     778      61
Ex 3 day 1810        1       13              -0.0029               2.7807                    1.9569         3.30               -959.73     782     109
Ex 3 day 1810        1       14              -0.0029               3.2527                    2.8049         2.83              -1122.63     758     150
Ex 3 day 1810        1       15              -0.0029               3.0563                    2.0180         3.30              -1054.86     761     123
Ex 3 day 1810        1       16              -0.0029               2.5789                    1.9896         2.83               -890.09     748      80
Ex 3 day 1810        1       17              -0.0029               2.1724                    1.7954         2.83               -749.77     678      69
Ex 3 day 1810        1       18              -0.0029               3.2388                    2.3619         3.30              -1117.83     680     148
Ex 3 day 1810        1       19              -0.0029               2.2662                    1.8184         2.83               -782.16     771      49
Ex 3 day 1810        1       20              -0.0029               2.7335                    2.4414         2.83               -943.44     716      99
