Total Cells: 8
Total Foci: 249

Head (first 20 rows):
   experiment  cell_id  peak_id  cell_intensity_mean  foci_intensity_peak  foci_intensity_mean_disk  foci_radius  signal_to_cell_ratio  foci_x  foci_y
Ex 3 day 1811        1        1               0.0805               4.8148                    4.1499         2.83                 59.83     170      53
Ex 3 day 1811        1        2               0.0805               4.5076                    3.9032         2.83                 56.01     151      86
Ex 3 day 1811        1        3               0.0805               3.8028                    2.5134         3.30                 47.25     137      88
Ex 3 day 1811        1        4               0.0805               3.2364                    2.3258         3.30                 40.21     164     105
Ex 3 day 1811        1        5               0.0805               2.8223                    1.9660         3.30                 35.07     158     119
Ex 3 day 1811        1        6               0.0805               2.2779                    2.0343         2.83                 28.30     168      81
Ex 3 day 1811        1        7               0.0805               2.4301                    1.6856         2.83                 30.20     178      36
Ex 3 day 1811        1        8               0.0805               2.7430                    2.2763         2.83                 34.08     152      68
Ex 3 day 1811        1        9               0.0805               2.6095                    1.9332         2.83                 32.43     146      72
Ex 3 day 1811        2       10               0.0783               4.1606                    2.9221         3.30                 53.13     209      73
Ex 3 day 1811        2       11               0.0783               4.3616                    3.0178         3.30                 55.70     189      46
Ex 3 day 1811        2       12               0.0783               4.2379                    2.9411         3.30                 54.12     218     151
Ex 3 day 1811        2       13               0.0783               3.7248                    3.1267         2.83                 47.57     222      74
Ex 3 day 1811        2       14               0.0783               3.3269                    2.2812         3.30                 42.49     205     119
Ex 3 day 1811        2       15               0.0783               3.1887                    2.4456         3.77                 40.72     201      89
Ex 3 day 1811        2       16               0.0783               3.3193                    2.2935         3.30                 42.39     194     106
Ex 3 day 1811        2       17               0.0783               3.0353                    2.6307         2.83                 38.76     240      86
Ex 3 day 1811        2       18               0.0783               2.8745                    2.2628         3.77                 36.71     196     151
Ex 3 day 1811        2       19               0.0783               3.0107                    2.1977         3.30                 38.45     207     135
Ex 3 day 1811        2       20               0.0783               2.3196                    2.1121         2.83                 29.62     200     136
