experiment,cell_id,peak_id,cell_intensity_mean,foci_intensity_peak,foci_intensity_mean_disk,foci_radius,signal_to_cell_ratio,foci_x,foci_y
Ex 3 day 1811,3,28,0.065,4.6366,3.956,2.83,71.36,486,317
Ex 3 day 1811,3,29,0.065,4.6145,3.8929,2.83,71.02,522,349
Ex 3 day 1811,3,30,0.065,4.374,3.8469,2.83,67.31,565,363
Ex 3 day 1811,3,31,0.065,4.564,3.0403,3.3,70.24,473,386
Ex 3 day 1811,3,32,0.065,4.469,3.9144,2.83,68.78,518,399
Ex 3 day 1811,3,33,0.065,4.3333,2.9138,3.3,66.69,506,385
Ex 3 day 1811,3,34,0.065,4.1827,2.9283,3.3,64.37,557,346
Ex 3 day 1811,3,35,0.065,4.3974,3.8317,2.83,67.67,476,363
Ex 3 day 1811,3,36,0.065,4.0078,2.7447,3.3,61.68,508,416
Ex 3 day 1811,3,37,0.065,3.5672,2.4846,3.3,54.9,531,383
Ex 3 day 1811,3,38,0.065,4.0002,3.3573,2.83,61.56,564,380
Ex 3 day 1811,3,39,0.065,3.6874,2.6004,3.3,56.75,464,413
Ex 3 day 1811,3,40,0.065,3.5357,3.0682,2.83,54.41,481,337
Ex 3 day 1811,3,41,0.065,3.3449,2.3933,3.3,51.48,542,320
Ex 3 day 1811,3,42,0.065,3.4434,2.5825,2.83,52.99,462,370
Ex 3 day 1811,3,43,0.065,2.916,2.1157,3.3,44.88,473,433
Ex 3 day 1811,3,44,0.065,2.8039,1.9918,3.3,43.15,502,431
Ex 3 day 1811,3,45,0.065,2.8914,1.8277,3.3,44.5,580,338
Ex 3 day 1811,3,46,0.065,2.0713,1.5221,3.3,31.88,466,352
Ex 3 day 1811,3,47,0.065,2.2319,1.9285,2.83,34.35,502,373
Ex 3 day 1811,3,48,0.065,2.4536,2.1169,2.83,37.76,521,305
Ex 3 day 1811,3,49,0.065,2.6088,2.1882,2.83,40.15,501,323
Ex 3 day 1811,3,50,0.065,2.4336,1.455,3.3,37.45,502,336
Ex 3 day 1811,3,51,0.065,2.4618,2.1391,2.83,37.89,471,397
Ex 3 day 1811,3,52,0.065,1.8811,1.644,2.83,28.95,514,329
Ex 3 day 1811,3,53,0.065,2.4096,1.3649,4.71,37.08,494,350
Ex 3 day 1811,3,54,0.065,2.5367,2.1974,2.83,39.04,593,347
Ex 3 day 1811,3,55,0.065,2.0828,1.5281,3.77,32.05,459,433
Ex 3 day 1811,3,56,0.065,2.1251,1.8484,2.83,32.7,441,363
Ex 3 day 1811,3,57,0.065,1.7873,1.393,3.77,27.51,453,350
Ex 3 day 1811,3,58,0.065,2.3778,1.7304,3.77,36.59,503,293
Ex 3 day 1811,3,59,0.065,1.8461,1.4433,2.83,28.41,489,338
Ex 3 day 1811,3,60,0.065,2.1602,1.689,2.83,33.24,540,412
Ex 3 day 1811,3,61,0.065,1.3184,0.8975,3.3,20.29,491,397
Ex 3 day 1811,3,62,0.065,2.4326,2.0457,2.83,37.44,487,414
Ex 3 day 1811,3,63,0.065,1.8021,1.5594,2.83,27.73,533,329
Ex 3 day 1811,3,64,0.065,2.0131,1.7359,2.83,30.98,544,296
Ex 3 day 1811,3,65,0.065,1.072,0.9064,2.83,16.5,499,360
Ex 3 day 1811,3,66,0.065,1.6396,1.2963,4.71,25.23,522,316
Ex 3 day 1811,3,67,0.065,1.6756,1.3592,2.83,25.79,550,369
Ex 3 day 1811,3,68,0.065,1.6145,1.2905,2.83,24.85,474,341
Ex 3 day 1811,3,69,0.065,1.6805,1.0755,3.3,25.86,486,381
Ex 3 day 1811,3,70,0.065,1.5844,1.3377,2.83,24.38,465,330
Ex 3 day 1811,4,71,0.3085,3.5167,2.488,3.3,11.4,492,666
Ex 3 day 1811,4,72,0.3085,3.0953,2.6343,2.83,10.03,491,679
Ex 3 day 1811,4,73,0.3085,3.3773,2.5937,3.3,10.95,479,642
Ex 3 day 1811,4,74,0.3085,2.1465,1.7436,2.83,6.96,453,620
Ex 3 day 1811,4,75,0.3085,2.2274,1.9144,2.83,7.22,456,628
Ex 3 day 1811,5,76,-0.0027,5.5712,4.1304,2.83,-2029.52,720,688
Ex 3 day 1811,5,77,-0.0027,4.3712,3.6658,2.83,-1592.37,659,786
Ex 3 day 1811,5,78,-0.0027,4.5199,3.2491,3.3,-1646.53,730,723
Ex 3 day 1811,5,79,-0.0027,4.5631,3.1727,3.3,-1662.27,714,783
Ex 3 day 1811,5,80,-0.0027,4.4603,3.106,3.3,-1624.81,786,665
Ex 3 day 1811,5,81,-0.0027,4.5452,3.1378,3.3,-1655.76,713,731
Ex 3 day 1811,5,82,-0.0027,4.227,3.0121,3.3,-1539.81,674,658
Ex 3 day 1811,5,83,-0.0027,4.1813,2.8841,3.3,-1523.17,722,640
Ex 3 day 1811,5,84,-0.0027,4.4441,2.9657,3.3,-1618.9,730,804
Ex 3 day 1811,5,85,-0.0027,4.256,2.9092,3.3,-1550.39,769,668
Ex 3 day 1811,5,86,-0.0027,4.0275,2.9508,3.77,-1467.16,647,684
Ex 3 day 1811,5,87,-0.0027,4.0887,3.4635,2.83,-1489.46,614,687
Ex 3 day 1811,5,88,-0.0027,4.0046,2.9429,3.77,-1458.82,774,650
Ex 3 day 1811,5,89,-0.0027,3.9725,2.9448,3.77,-1447.1,712,764
Ex 3 day 1811,5,90,-0.0027,3.9345,2.8817,3.77,-1433.27,571,761
Ex 3 day 1811,5,91,-0.0027,3.9861,3.4964,2.83,-1452.09,731,653
Ex 3 day 1811,5,92,-0.0027,4.0845,2.8118,3.3,-1487.94,700,647
Ex 3 day 1811,5,93,-0.0027,3.6761,2.5751,3.3,-1339.14,760,706
Ex 3 day 1811,5,94,-0.0027,3.6221,2.7472,3.77,-1319.48,684,797
Ex 3 day 1811,5,95,-0.0027,4.2723,3.4666,2.83,-1556.34,731,760
Ex 3 day 1811,5,96,-0.0027,3.7626,3.3622,2.83,-1370.65,777,726
Ex 3 day 1811,5,97,-0.0027,2.8875,2.5332,2.83,-1051.87,646,703
Ex 3 day 1811,5,98,-0.0027,3.6568,2.5437,3.3,-1332.11,682,751
Ex 3 day 1811,5,99,-0.0027,3.1114,2.289,3.3,-1133.45,638,760
Ex 3 day 1811,5,100,-0.0027,3.4047,2.3913,3.3,-1240.29,538,707
Ex 3 day 1811,5,101,-0.0027,3.669,3.1085,2.83,-1336.57,595,738
Ex 3 day 1811,5,102,-0.0027,3.3933,2.3503,3.3,-1236.13,527,722
Ex 3 day 1811,5,103,-0.0027,3.5978,2.5463,3.3,-1310.6,768,752
Ex 3 day 1811,5,104,-0.0027,3.4413,2.6193,3.77,-1253.62,615,747
Ex 3 day 1811,5,105,-0.0027,2.5564,1.9698,3.77,-931.26,695,723
Ex 3 day 1811,5,106,-0.0027,3.3719,2.8376,2.83,-1228.34,790,709
Ex 3 day 1811,5,107,-0.0027,3.1197,2.1756,3.3,-1136.45,670,771
Ex 3 day 1811,5,108,-0.0027,2.6558,1.9917,3.77,-967.47,751,682
Ex 3 day 1811,5,109,-0.0027,3.0539,2.3533,3.3,-1112.5,585,695
Ex 3 day 1811,5,110,-0.0027,2.8749,2.5684,2.83,-1047.3,690,628
Ex 3 day 1811,5,111,-0.0027,2.8409,2.5137,2.83,-1034.89,753,632
Ex 3 day 1811,5,112,-0.0027,2.077,1.6021,4.24,-756.61,695,821
Ex 3 day 1811,5,113,-0.0027,2.2564,1.4002,3.3,-821.96,635,738
Ex 3 day 1811,5,114,-0.0027,2.5726,1.7509,4.24,-937.15,547,689
Ex 3 day 1811,5,115,-0.0027,2.2894,1.5631,3.3,-833.98,701,678
Ex 3 day 1811,5,116,-0.0027,2.7728,2.4096,2.83,-1010.11,761,776
Ex 3 day 1811,5,117,-0.0027,2.8881,2.4359,2.83,-1052.1,711,666
Ex 3 day 1811,5,118,-0.0027,2.1176,1.7303,2.83,-771.4,776,763
Ex 3 day 1811,5,119,-0.0027,2.0308,1.3106,4.24,-739.8,714,709
Ex 3 day 1811,5,120,-0.0027,2.497,1.8927,2.83,-909.62,658,750
Ex 3 day 1811,5,121,-0.0027,3.0808,2.1267,3.3,-1122.28,694,698
Ex 3 day 1811,5,122,-0.0027,2.0122,1.6761,4.71,-733.03,578,741
Ex 3 day 1811,5,123,-0.0027,2.5732,2.1509,2.83,-937.39,583,762
Ex 3 day 1811,5,124,-0.0027,1.9097,1.5616,2.83,-695.67,683,641
Ex 3 day 1811,5,125,-0.0027,2.3791,1.7925,2.83,-866.66,623,790
Ex 3 day 1811,5,126,-0.0027,1.746,1.5124,2.83,-636.04,780,707
Ex 3 day 1811,5,127,-0.0027,2.0468,1.4303,4.71,-745.61,687,770
Ex 3 day 1811,5,128,-0.0027,2.3808,2.0137,2.83,-867.28,549,772
Ex 3 day 1811,5,129,-0.0027,2.2444,1.2298,4.24,-817.59,600,717
Ex 3 day 1811,5,130,-0.0027,1.7771,1.5341,2.83,-647.36,657,725
Ex 3 day 1811,5,131,-0.0027,2.3404,1.843,2.83,-852.57,795,757
Ex 3 day 1811,5,132,-0.0027,2.1716,1.8195,2.83,-791.06,733,683
Ex 3 day 1811,5,133,-0.0027,2.7176,2.3722,2.83,-989.99,528,701
Ex 3 day 1811,5,134,-0.0027,1.9644,1.5732,2.83,-715.59,772,691
Ex 3 day 1811,5,135,-0.0027,2.0095,1.4153,3.77,-732.03,755,735
Ex 3 day 1811,5,136,-0.0027,1.4338,1.2004,2.83,-522.31,785,765
Ex 3 day 1811,5,137,-0.0027,2.042,1.1753,4.24,-743.88,676,694
Ex 3 day 1811,5,138,-0.0027,2.2465,1.4743,3.77,-818.35,698,744
Ex 3 day 1811,5,139,-0.0027,2.3253,2.0024,2.83,-847.08,571,727
Ex 3 day 1811,5,140,-0.0027,1.928,1.6169,2.83,-702.32,743,747
Ex 3 day 1811,5,141,-0.0027,1.879,1.2756,2.83,-684.51,650,775
Ex 3 day 1811,5,142,-0.0027,1.6671,1.0834,3.3,-607.3,628,695
Ex 3 day 1811,5,143,-0.0027,1.7979,1.3283,2.83,-654.96,791,735
Ex 3 day 1811,5,144,-0.0027,2.6417,2.1987,2.83,-962.33,649,744
Ex 3 day 1811,5,145,-0.0027,1.5549,1.1211,3.3,-566.42,652,761
Ex 3 day 1811,5,146,-0.0027,2.8127,2.4009,2.83,-1024.61,606,658
Ex 3 day 1811,5,147,-0.0027,1.4665,1.3179,2.83,-534.23,568,745
Ex 3 day 1811,5,148,-0.0027,2.4264,2.1549,2.83,-883.91,666,715
Ex 3 day 1811,5,149,-0.0027,2.1823,1.8185,2.83,-794.99,598,658
Ex 3 day 1811,5,150,-0.0027,1.6714,1.346,2.83,-608.88,785,739
Ex 3 day 1811,5,151,-0.0027,1.6967,1.2189,2.83,-618.08,693,810
Ex 3 day 1811,5,152,-0.0027,2.0272,1.7812,3.77,-738.48,546,727
Ex 3 day 1811,5,153,-0.0027,1.6929,1.2089,3.3,-616.69,743,794
Ex 3 day 1811,5,154,-0.0027,1.9092,1.4898,2.83,-695.48,653,710
Ex 3 day 1811,5,155,-0.0027,1.7155,1.4004,3.77,-624.92,669,760
Ex 3 day 1811,5,156,-0.0027,2.2024,1.8554,2.83,-802.31,720,825
Ex 3 day 1811,5,157,-0.0027,1.3499,0.9554,7.07,-491.76,559,702
Ex 3 day 1811,5,158,-0.0027,1.9156,1.4457,3.3,-697.84,636,778
Ex 3 day 1811,5,159,-0.0027,2.4361,1.3222,5.66,-887.43,617,716
Ex 3 day 1811,5,160,-0.0027,1.1948,1.0086,4.71,-435.23,634,716
Ex 3 day 1811,5,161,-0.0027,1.1288,0.9792,5.66,-411.21,751,659
Ex 3 day 1811,5,162,-0.0027,1.8826,1.3011,3.3,-685.8,553,706
Ex 3 day 1811,5,163,-0.0027,1.6059,1.0227,3.3,-585.02,683,722
Ex 3 day 1811,5,164,-0.0027,2.2881,2.0015,2.83,-833.54,609,750
Ex 3 day 1811,5,165,-0.0027,1.5994,0.9728,3.3,-582.64,751,694
Ex 3 day 1811,5,166,-0.0027,1.7942,1.4831,4.71,-653.61,642,669
Ex 3 day 1811,5,167,-0.0027,1.8466,1.3471,5.66,-672.67,655,810
Ex 3 day 1811,5,168,-0.0027,1.0721,0.8,3.3,-390.55,663,674
Ex 3 day 1811,5,169,-0.0027,1.5478,1.2708,2.83,-563.83,696,660
Ex 3 day 1811,6,170,0.0195,4.5053,3.1735,3.3,231.04,449,893
Ex 3 day 1811,6,171,0.0195,4.3135,3.0579,3.3,221.2,529,810
Ex 3 day 1811,6,172,0.0195,4.1021,3.0348,3.77,210.36,482,876
Ex 3 day 1811,6,173,0.0195,4.2747,3.7141,2.83,219.21,472,788
Ex 3 day 1811,6,174,0.0195,4.0929,3.0095,3.3,209.89,515,894
Ex 3 day 1811,6,175,0.0195,4.2709,2.97,3.3,219.02,436,921
Ex 3 day 1811,6,176,0.0195,3.8506,2.5234,4.24,197.46,488,859
Ex 3 day 1811,6,177,0.0195,3.9382,2.9048,3.77,201.95,519,934
Ex 3 day 1811,6,178,0.0195,3.8003,2.97,2.83,194.89,485,838
Ex 3 day 1811,6,179,0.0195,3.848,2.6509,3.3,197.33,467,902
Ex 3 day 1811,6,180,0.0195,3.8706,2.955,3.77,198.49,452,833
Ex 3 day 1811,6,181,0.0195,3.7402,3.206,2.83,191.8,425,846
Ex 3 day 1811,6,182,0.0195,3.5755,2.4784,3.3,183.35,463,926
Ex 3 day 1811,6,183,0.0195,3.2143,2.7728,2.83,164.83,553,829
Ex 3 day 1811,6,184,0.0195,3.0163,2.0653,3.3,154.68,558,813
Ex 3 day 1811,6,185,0.0195,3.4084,2.521,2.83,174.79,543,844
Ex 3 day 1811,6,186,0.0195,3.4962,2.9211,2.83,179.29,479,900
Ex 3 day 1811,6,187,0.0195,2.9434,2.0499,4.24,150.94,569,857
Ex 3 day 1811,6,188,0.0195,2.8866,2.0338,3.3,148.03,562,908
Ex 3 day 1811,6,189,0.0195,2.4331,2.0507,2.83,124.77,557,867
Ex 3 day 1811,6,190,0.0195,3.0009,2.5169,2.83,153.89,504,827
Ex 3 day 1811,6,191,0.0195,2.5253,2.0919,2.83,129.5,557,842
Ex 3 day 1811,6,192,0.0195,2.6608,2.2021,2.83,136.45,504,915
Ex 3 day 1811,6,193,0.0195,2.6075,2.0528,2.83,133.72,509,844
Ex 3 day 1811,6,194,0.0195,2.3854,1.6514,3.3,122.33,435,903
Ex 3 day 1811,6,195,0.0195,2.3188,1.9693,2.83,118.91,554,855
Ex 3 day 1811,6,196,0.0195,2.5103,1.9504,2.83,128.73,506,816
Ex 3 day 1811,6,197,0.0195,2.5103,2.0876,2.83,128.73,475,803
Ex 3 day 1811,6,198,0.0195,2.0488,1.485,3.3,105.06,494,795
Ex 3 day 1811,6,199,0.0195,2.4411,2.0287,2.83,125.18,497,815
Ex 3 day 1811,6,200,0.0195,2.7416,2.3002,2.83,140.59,521,857
Ex 3 day 1811,6,201,0.0195,2.179,1.768,2.83,111.74,532,903
Ex 3 day 1811,6,202,0.0195,2.4766,1.8969,3.77,127.0,571,899
Ex 3 day 1811,6,203,0.0195,1.6859,1.2229,2.83,86.46,538,838
Ex 3 day 1811,6,204,0.0195,1.5224,1.0302,3.3,78.07,539,879
Ex 3 day 1811,6,205,0.0195,1.6274,1.3842,2.83,83.45,525,909
Ex 3 day 1811,6,206,0.0195,1.559,1.0899,2.83,79.95,500,878
Ex 3 day 1811,6,207,0.0195,2.2396,1.6133,2.83,114.85,543,870
Ex 3 day 1811,6,208,0.0195,1.4473,1.2287,2.83,74.22,444,861
Ex 3 day 1811,6,209,0.0195,2.2098,1.6969,2.83,113.32,537,847
Ex 3 day 1811,6,210,0.0195,1.4962,1.246,3.77,76.73,491,928
Ex 3 day 1811,6,211,0.0195,2.2713,1.9041,2.83,116.48,512,870
Ex 3 day 1811,6,212,0.0195,1.7793,1.4577,2.83,91.24,476,923
Ex 3 day 1811,6,213,0.0195,1.5032,0.8788,4.24,77.09,462,812
Ex 3 day 1811,6,214,0.0195,1.6535,1.2596,2.83,84.79,438,855
Ex 3 day 1811,6,215,0.0195,1.7294,1.468,2.83,88.69,560,886
Ex 3 day 1811,6,216,0.0195,1.831,1.4569,2.83,93.9,501,787
Ex 3 day 1811,6,217,0.0195,2.0706,1.8279,2.83,106.18,417,845
Ex 3 day 1811,6,218,0.0195,2.1854,1.7576,2.83,112.07,552,884
Ex 3 day 1811,6,219,0.0195,1.4436,1.0058,2.83,74.03,512,806
Ex 3 day 1811,6,220,0.0195,1.6891,1.0998,3.77,86.62,531,891
Ex 3 day 1811,6,221,0.0195,1.7542,1.4528,2.83,89.96,523,842
Ex 3 day 1811,6,222,0.0195,1.7289,1.2069,3.3,88.66,481,772
Ex 3 day 1811,6,223,0.0195,1.5521,1.3479,2.83,79.59,493,908
Ex 3 day 1811,7,224,0.0499,4.5893,3.1117,3.3,92.03,1179,899
Ex 3 day 1811,7,225,0.0499,4.6892,4.004,2.83,94.03,1132,836
Ex 3 day 1811,7,226,0.0499,4.4497,3.5798,2.83,89.23,1148,838
Ex 3 day 1811,7,227,0.0499,4.0114,3.4743,2.83,80.44,1156,788
Ex 3 day 1811,7,228,0.0499,4.0201,3.5064,2.83,80.61,1137,821
Ex 3 day 1811,7,229,0.0499,3.9272,2.7423,3.3,78.75,1181,825
Ex 3 day 1811,7,230,0.0499,3.4487,2.4656,3.3,69.16,1199,873
Ex 3 day 1811,7,231,0.0499,3.7639,3.2742,2.83,75.48,1166,895
Ex 3 day 1811,7,232,0.0499,3.4381,3.0327,2.83,68.94,1133,878
Ex 3 day 1811,7,233,0.0499,3.2553,2.7026,2.83,65.28,1147,868
Ex 3 day 1811,7,234,0.0499,3.3339,2.2817,3.3,66.85,1112,861
Ex 3 day 1811,7,235,0.0499,3.2264,2.8545,2.83,64.7,1155,871
Ex 3 day 1811,7,236,0.0499,3.1477,2.7133,2.83,63.12,1221,872
Ex 3 day 1811,7,237,0.0499,1.9573,1.5433,2.83,39.25,1147,892
Ex 3 day 1811,7,238,0.0499,2.7522,2.2445,2.83,55.19,1151,851
Ex 3 day 1811,7,239,0.0499,2.5091,2.1222,2.83,50.32,1174,919
Ex 3 day 1811,7,240,0.0499,2.9138,2.1377,2.83,58.43,1173,866
Ex 3 day 1811,7,241,0.0499,1.6202,1.4591,3.77,32.49,1135,859
Ex 3 day 1811,7,242,0.0499,2.0673,1.2576,4.24,41.46,1157,815
Ex 3 day 1811,7,243,0.0499,1.8502,1.3825,3.3,37.1,1155,830
Ex 3 day 1811,7,244,0.0499,2.3571,1.5457,3.3,47.27,1191,918
Ex 3 day 1811,7,245,0.0499,2.0422,1.4709,3.3,40.95,1145,902
Ex 3 day 1811,7,246,0.0499,2.2515,1.5342,3.3,45.15,1154,916
Ex 3 day 1811,7,247,0.0499,1.7137,1.4639,2.83,34.36,1202,859
Ex 3 day 1811,7,248,0.0499,2.1874,1.8362,2.83,43.86,1122,811
Ex 3 day 1811,7,249,0.0499,2.3424,1.9476,2.83,46.97,1175,859
