experiment;cell_id;peak_id;cell_intensity_mean;foci_intensity_peak;foci_intensity_mean_disk;foci_radius;signal_to_cell_ratio;foci_x;foci_y;cell_area
Ex 3 day 1818;1;1;0,0305;3,6231;2,7843;2,8300;118,8400;819;242;30210
Ex 3 day 1818;1;2;0,0305;3,5715;2,8842;2,8300;117,1400;799;234;30210
Ex 3 day 1818;1;3;0,0305;3,5370;2,8970;2,8300;116,0100;789;192;30210
Ex 3 day 1818;1;4;0,0305;3,5835;2,7020;2,8300;117,5300;878;236;30210
Ex 3 day 1818;1;5;0,0305;2,8106;2,3375;2,8300;92,1900;860;230;30210
Ex 3 day 1818;1;6;0,0305;2,9274;1,8609;3,3000;96,0200;874;225;30210
Ex 3 day 1818;1;7;0,0305;2,6019;2,2128;2,8300;85,3400;899;108;30210
Ex 3 day 1818;1;8;0,0305;3,4053;2,8406;2,8300;111,6900;777;62;30210
Ex 3 day 1818;1;9;0,0305;3,1989;2,7503;2,8300;104,9200;823;46;30210
Ex 3 day 1818;1;10;0,0305;2,2965;1,9874;2,8300;75,3200;905;212;30210
Ex 3 day 1818;1;11;0,0305;2,7070;2,1938;3,7700;88,7900;875;188;30210
Ex 3 day 1818;1;12;0,0305;2,8369;2,3373;2,8300;93,0500;841;255;30210
Ex 3 day 1818;1;13;0,0305;2,8823;2,2718;2,8300;94,5400;802;67;30210
Ex 3 day 1818;1;14;0,0305;3,1944;2,5034;2,8300;104,7700;774;79;30210
Ex 3 day 1818;1;15;0,0305;2,3704;2,3003;2,8300;77,7500;872;256;30210
Ex 3 day 1818;1;16;0,0305;1,9191;1,7622;2,8300;62,9400;782;112;30210
Ex 3 day 1818;1;17;0,0305;3,2524;2,5598;2,8300;106,6800;815;198;30210
Ex 3 day 1818;1;18;0,0305;2,5355;2,0150;2,8300;83,1600;802;96;30210
Ex 3 day 1818;1;19;0,0305;2,7572;2,1102;2,8300;90,4300;857;142;30210
Ex 3 day 1818;1;20;0,0305;1,8515;1,5537;2,8300;60,7300;904;220;30210
Ex 3 day 1818;1;21;0,0305;2,2022;2,0865;2,8300;72,2300;838;175;30210
Ex 3 day 1818;1;22;0,0305;2,6408;2,0239;2,8300;86,6200;867;128;30210
Ex 3 day 1818;1;23;0,0305;2,8211;2,2564;2,8300;92,5300;859;153;30210
Ex 3 day 1818;1;24;0,0305;2,4424;1,8720;2,8300;80,1100;888;231;30210
Ex 3 day 1818;1;25;0,0305;2,9481;2,4275;2,8300;96,6900;867;155;30210
Ex 3 day 1818;1;26;0,0305;3,1366;2,7352;2,8300;102,8800;831;135;30210
Ex 3 day 1818;1;27;0,0305;2,6398;2,1980;2,8300;86,5800;817;135;30210
Ex 3 day 1818;1;28;0,0305;2,2945;1,8843;2,8300;75,2600;887;216;30210
Ex 3 day 1818;1;29;0,0305;3,1349;2,3965;2,8300;102,8200;862;196;30210
Ex 3 day 1818;1;30;0,0305;2,3125;1,7416;3,3000;75,8500;794;138;30210
Ex 3 day 1818;1;31;0,0305;2,4040;1,9194;2,8300;78,8500;847;232;30210
Ex 3 day 1818;1;32;0,0305;1,7356;1,5198;2,8300;56,9300;846;135;30210
Ex 3 day 1818;1;33;0,0305;2,3280;1,5743;3,7700;76,3600;833;230;30210
Ex 3 day 1818;1;34;0,0305;2,3047;1,8501;2,8300;75,5900;793;44;30210
Ex 3 day 1818;1;35;0,0305;2,6619;2,2380;2,8300;87,3100;775;109;30210
Ex 3 day 1818;1;36;0,0305;2,1965;1,4781;2,8300;72,0400;776;90;30210
Ex 3 day 1818;1;37;0,0305;2,6386;2,0124;2,8300;86,5400;773;152;30210
Ex 3 day 1818;1;38;0,0305;2,0845;1,5976;2,8300;68,3700;819;118;30210
Ex 3 day 1818;1;39;0,0305;1,9210;1,5696;3,7700;63,0100;831;254;30210
Ex 3 day 1818;1;40;0,0305;2,9064;2,1304;2,8300;95,3300;819;182;30210
Ex 3 day 1818;1;41;0,0305;1,9657;1,4440;2,8300;64,4700;849;264;30210
Ex 3 day 1818;1;42;0,0305;2,0194;1,6931;2,8300;66,2300;887;98;30210
Ex 3 day 1818;1;43;0,0305;2,0733;1,5825;2,8300;68,0000;871;93;30210
Ex 3 day 1818;1;44;0,0305;2,1477;1,7837;2,8300;70,4400;863;162;30210
Ex 3 day 1818;1;45;0,0305;2,5188;1,7568;2,8300;82,6100;846;150;30210
Ex 3 day 1818;1;46;0,0305;2,2451;1,7623;2,8300;73,6400;842;205;30210
Ex 3 day 1818;1;47;0,0305;2,6849;2,1592;2,8300;88,0600;821;222;30210
Ex 3 day 1818;1;48;0,0305;1,6631;1,4375;3,7700;54,5500;898;229;30210
Ex 3 day 1818;1;49;0,0305;1,9849;1,5628;2,8300;65,1000;891;153;30210
Ex 3 day 1818;1;50;0,0305;1,8778;1,6510;2,8300;61,5900;822;189;30210
Ex 3 day 1818;1;51;0,0305;2,2511;1,4723;3,3000;73,8300;850;207;30210
Ex 3 day 1818;1;52;0,0305;1,6188;1,3695;2,8300;53,1000;807;60;30210
Ex 3 day 1818;1;53;0,0305;2,4131;1,3430;5,1900;79,1500;881;138;30210
Ex 3 day 1818;1;54;0,0305;1,6056;1,2486;3,3000;52,6600;790;125;30210
Ex 3 day 1818;1;55;0,0305;1,5919;1,1722;2,8300;52,2100;830;197;30210
Ex 3 day 1818;1;56;0,0305;2,4205;2,0163;2,8300;79,3900;763;135;30210
Ex 3 day 1818;1;57;0,0305;1,6610;1,0460;3,3000;54,4800;812;232;30210
Ex 3 day 1818;1;58;0,0305;2,2099;1,6550;2,8300;72,4800;872;202;30210
Ex 3 day 1818;1;59;0,0305;2,1836;1,5462;2,8300;71,6200;904;102;30210
Ex 3 day 1818;1;60;0,0305;2,1298;1,5854;2,8300;69,8600;798;69;30210
Ex 3 day 1818;1;61;0,0305;2,4885;2,0701;2,8300;81,6200;897;181;30210
Ex 3 day 1818;1;62;0,0305;2,4844;1,8436;2,8300;81,4900;837;236;30210
Ex 3 day 1818;1;63;0,0305;1,9012;1,5693;2,8300;62,3600;898;206;30210
Ex 3 day 1818;1;64;0,0305;2,0670;1,4392;2,8300;67,8000;876;62;30210
Ex 3 day 1818;1;65;0,0305;2,0550;1,5900;2,8300;67,4000;783;98;30210
Ex 3 day 1818;1;66;0,0305;1,5844;0,9074;3,3000;51,9700;820;61;30210
Ex 3 day 1818;1;67;0,0305;2,1778;1,5294;2,8300;71,4300;766;94;30210
Ex 3 day 1818;1;68;0,0305;1,8412;1,4110;3,3000;60,3900;814;96;30210
Ex 3 day 1818;1;69;0,0305;2,3279;1,9150;2,8300;76,3500;789;162;30210
Ex 3 day 1818;1;70;0,0305;1,8005;1,3905;2,8300;59,0500;832;169;30210
Ex 3 day 1818;1;71;0,0305;1,8779;1,4594;2,8300;61,5900;906;148;30210
Ex 3 day 1818;1;72;0,0305;2,2122;1,4633;2,8300;72,5600;846;192;30210
Ex 3 day 1818;1;73;0,0305;1,8785;1,4303;2,8300;61,6100;866;181;30210
Ex 3 day 1818;1;74;0,0305;2,3630;1,8352;2,8300;77,5000;878;116;30210
Ex 3 day 1818;1;75;0,0305;1,7071;1,3967;2,8300;55,9900;792;177;30210
Ex 3 day 1818;1;76;0,0305;1,9232;1,5485;2,8300;63,0800;851;58;30210
Ex 3 day 1818;1;77;0,0305;1,9258;1,4621;2,8300;63,1600;797;218;30210
Ex 3 day 1818;1;78;0,0305;2,1832;1,3447;2,8300;71,6100;760;70;30210
Ex 3 day 1818;1;79;0,0305;2,1742;1,4416;2,8300;71,3100;853;198;30210
Ex 3 day 1818;1;80;0,0305;1,9059;1,5750;2,8300;62,5100;894;191;30210
Ex 3 day 1818;1;81;0,0305;2,2621;1,7698;2,8300;74,1900;845;29;30210
Ex 3 day 1818;1;82;0,0305;1,7621;1,3811;2,8300;57,8000;803;42;30210
Ex 3 day 1818;1;83;0,0305;1,9060;1,4878;2,8300;62,5100;792;128;30210
Ex 3 day 1818;1;84;0,0305;2,0297;1,6467;2,8300;66,5700;830;211;30210
Ex 3 day 1818;1;85;0,0305;2,2176;1,6509;2,8300;72,7300;869;87;30210
Ex 3 day 1818;1;86;0,0305;1,8807;1,5380;2,8300;61,6800;824;163;30210
Ex 3 day 1818;1;87;0,0305;2,6413;1,8837;2,8300;86,6300;811;132;30210
Ex 3 day 1818;1;88;0,0305;1,9789;1,5461;2,8300;64,9100;867;240;30210
Ex 3 day 1818;1;89;0,0305;1,5592;1,4521;2,8300;51,1400;783;180;30210
Ex 3 day 1818;1;90;0,0305;1,7355;1,3375;2,8300;56,9200;807;138;30210
Ex 3 day 1818;1;91;0,0305;1,5608;1,3697;2,8300;51,1900;858;168;30210
Ex 3 day 1818;1;92;0,0305;1,6327;1,4040;2,8300;53,5500;762;106;30210
Ex 3 day 1818;1;93;0,0305;1,5556;1,1728;2,8300;51,0200;865;222;30210
Ex 3 day 1818;1;94;0,0305;2,2348;1,6032;2,8300;73,3000;835;192;30210
Ex 3 day 1818;1;95;0,0305;1,7237;1,4090;2,8300;56,5300;879;153;30210
Ex 3 day 1818;1;96;0,0305;2,4817;1,7505;2,8300;81,4000;861;58;30210
Ex 3 day 1818;1;97;0,0305;1,6230;1,3816;2,8300;53,2300;883;249;30210
Ex 3 day 1818;1;98;0,0305;1,9639;1,6203;2,8300;64,4100;894;87;30210
Ex 3 day 1818;1;99;0,0305;1,4379;0,6829;3,3000;47,1600;853;128;30210
Ex 3 day 1818;1;100;0,0305;1,8018;1,4250;2,8300;59,1000;783;54;30210
Ex 3 day 1818;1;101;0,0305;1,9366;1,4830;2,8300;63,5200;880;175;30210
Ex 3 day 1818;1;102;0,0305;2,5619;2,0133;2,8300;84,0300;897;186;30210
Ex 3 day 1818;1;103;0,0305;1,8030;1,5114;2,8300;59,1400;862;75;30210
Ex 3 day 1818;1;104;0,0305;1,6802;1,4771;2,8300;55,1100;866;112;30210
Ex 3 day 1818;1;105;0,0305;1,8933;1,3513;2,8300;62,1000;819;34;30210
Ex 3 day 1818;1;106;0,0305;1,4864;0,9892;3,3000;48,7500;855;83;30210
Ex 3 day 1818;1;107;0,0305;1,4265;1,1539;2,8300;46,7900;832;33;30210
Ex 3 day 1818;3;108;0,0808;3,0258;2,6760;2,8300;37,4600;178;252;9291
Ex 3 day 1818;3;109;0,0808;2,2907;1,8657;3,7700;28,3600;239;273;9291
Ex 3 day 1818;3;110;0,0808;3,4337;3,0291;2,8300;42,5000;211;209;9291
