experiment,cell_id,peak_id,cell_intensity_mean,foci_intensity_peak,foci_intensity_mean_disk,foci_radius,signal_to_cell_ratio,foci_x,foci_y
Ex 3 day 08,2,24,0.0339,1.6334,1.2803,3.77,48.12,482,98
Ex 3 day 08,2,25,0.0339,1.6688,1.1375,2.83,49.16,497,144
Ex 3 day 08,2,26,0.0339,1.893,1.277,4.24,55.76,523,95
Ex 3 day 08,2,27,0.0339,1.9296,1.7039,2.83,56.84,543,147
Ex 3 day 08,3,28,0.2352,2.4741,1.5029,4.24,10.52,230,60
Ex 3 day 08,3,29,0.2352,2.2865,1.5754,5.66,9.72,213,47
Ex 3 day 08,4,30,0.1981,1.87,1.578,2.83,9.44,1081,63
Ex 3 day 08,4,31,0.1981,2.231,1.0971,5.66,11.26,1066,70
Ex 3 day 08,4,32,0.1981,2.9757,2.1437,2.83,15.02,1098,46
Ex 3 day 08,5,33,0.135,3.2268,2.647,2.83,23.91,772,52
Ex 3 day 08,5,34,0.135,2.8823,2.2177,2.83,21.35,748,56
Ex 3 day 08,5,35,0.135,2.1416,1.8896,2.83,15.87,751,65
Ex 3 day 08,5,36,0.135,2.6303,1.7478,3.3,19.49,771,64
Ex 3 day 08,5,37,0.135,2.0432,1.5835,2.83,15.14,743,65
Ex 3 day 08,5,38,0.135,1.5858,1.171,3.3,11.75,734,92
Ex 3 day 08,5,39,0.135,1.6894,1.2795,2.83,12.52,755,84
Ex 3 day 08,5,40,0.135,1.3876,1.0609,2.83,10.28,761,91
Ex 3 day 08,5,41,0.135,1.853,1.3377,2.83,13.73,762,61
Ex 3 day 08,5,42,0.135,1.6705,1.3517,2.83,12.38,757,72
Ex 3 day 08,6,43,0.1197,3.8241,3.1932,2.83,31.95,1386,77
Ex 3 day 08,6,44,0.1197,3.3116,2.9266,2.83,27.67,1349,110
Ex 3 day 08,6,45,0.1197,2.6916,1.9116,3.3,22.49,1344,126
Ex 3 day 08,6,46,0.1197,3.0089,2.6009,2.83,25.14,1324,90
Ex 3 day 08,6,47,0.1197,3.1366,2.0907,3.3,26.21,1355,72
Ex 3 day 08,6,48,0.1197,2.1142,1.7955,2.83,17.67,1327,127
Ex 3 day 08,6,49,0.1197,1.474,1.2817,2.83,12.32,1340,83
Ex 3 day 08,6,50,0.1197,2.057,1.7867,2.83,17.19,1345,89
Ex 3 day 08,6,51,0.1197,1.7217,1.5491,2.83,14.39,1355,94
Ex 3 day 08,6,52,0.1197,2.3545,1.7722,2.83,19.67,1359,128
Ex 3 day 08,6,53,0.1197,2.1348,1.7417,3.77,17.84,1323,138
Ex 3 day 08,6,54,0.1197,1.2722,1.0425,2.83,10.63,1387,109
Ex 3 day 08,8,55,0.148,3.256,2.4319,3.3,22.0,1043,112
Ex 3 day 08,8,56,0.148,2.4495,1.8861,3.77,16.55,1043,137
Ex 3 day 08,8,57,0.148,3.2207,2.2707,3.3,21.76,1019,104
Ex 3 day 08,8,58,0.148,2.8669,2.4807,2.83,19.37,1087,103
Ex 3 day 08,8,59,0.148,2.3924,2.0584,2.83,16.17,1035,85
Ex 3 day 08,8,60,0.148,2.967,2.3283,2.83,20.05,1062,110
Ex 3 day 08,8,61,0.148,2.8325,1.9816,3.3,19.14,1059,99
Ex 3 day 08,8,62,0.148,2.4069,1.3825,5.19,16.26,1017,132
Ex 3 day 08,8,63,0.148,2.4616,2.1603,2.83,16.63,1030,155
Ex 3 day 08,9,64,0.0788,3.646,3.1725,2.83,46.25,685,105
Ex 3 day 08,9,65,0.0788,2.7174,2.2017,2.83,34.47,718,120
Ex 3 day 08,9,66,0.0788,2.1789,1.5329,3.3,27.64,708,107
Ex 3 day 08,12,67,0.1978,4.3396,3.6956,2.83,21.94,887,169
Ex 3 day 08,12,68,0.1978,2.4399,1.6445,4.71,12.33,847,151
Ex 3 day 08,12,69,0.1978,1.8521,1.568,3.77,9.36,883,187
Ex 3 day 08,12,70,0.1978,2.076,1.6028,3.77,10.49,871,186
Ex 3 day 08,12,71,0.1978,2.3233,1.783,3.3,11.75,869,158
Ex 3 day 08,13,72,0.1277,3.3024,2.9296,2.83,25.86,1387,160
Ex 3 day 08,13,73,0.1277,2.739,2.2926,2.83,21.45,1372,185
Ex 3 day 08,13,74,0.1277,2.0976,1.5713,2.83,16.43,1391,175
Ex 3 day 08,13,75,0.1277,2.7115,1.9803,3.3,21.23,1377,209
Ex 3 day 08,13,76,0.1277,2.1779,1.5631,4.24,17.05,1391,197
Ex 3 day 08,13,77,0.1277,2.2313,1.7742,2.83,17.47,1374,164
Ex 3 day 08,14,78,0.1271,3.5662,2.3984,4.24,28.07,670,233
Ex 3 day 08,14,79,0.1271,3.9926,3.0974,2.83,31.42,625,236
Ex 3 day 08,14,80,0.1271,2.3612,1.5676,3.3,18.58,623,225
Ex 3 day 08,14,81,0.1271,2.4123,1.3279,4.24,18.99,643,248
Ex 3 day 08,14,82,0.1271,1.9876,1.6158,2.83,15.64,644,260
Ex 3 day 08,15,83,0.1661,3.3036,2.0833,4.24,19.89,1060,272
Ex 3 day 08,15,84,0.1661,3.3047,2.4798,3.77,19.89,1031,290
Ex 3 day 08,15,85,0.1661,3.1797,2.0399,3.3,19.14,1040,272
Ex 3 day 08,15,86,0.1661,2.0931,1.4556,4.24,12.6,1045,249
Ex 3 day 08,15,87,0.1661,2.4654,2.1532,2.83,14.84,1032,241
Ex 3 day 08,15,88,0.1661,1.9341,1.2335,3.3,11.64,1050,262
Ex 3 day 08,15,89,0.1661,2.1488,1.7722,2.83,12.94,1045,282
Ex 3 day 08,15,90,0.1661,2.0465,1.7865,2.83,12.32,1031,259
Ex 3 day 08,16,91,0.1685,2.4495,1.8672,3.3,14.54,949,253
Ex 3 day 08,16,92,0.1685,2.5233,1.7476,3.3,14.98,963,253
Ex 3 day 08,16,93,0.1685,2.4781,1.9766,3.77,14.71,950,279
Ex 3 day 08,17,94,0.1604,4.643,3.9206,2.83,28.95,322,293
Ex 3 day 08,17,95,0.1604,2.6256,1.8517,3.3,16.37,316,275
Ex 3 day 08,17,96,0.1604,2.1179,1.1461,6.13,13.21,373,295
Ex 3 day 08,17,97,0.1604,2.0427,1.8273,2.83,12.74,348,303
Ex 3 day 08,18,98,0.1801,2.3717,1.9411,2.83,13.17,543,310
Ex 3 day 08,18,99,0.1801,3.1057,2.4183,2.83,17.24,529,268
Ex 3 day 08,18,100,0.1801,2.1117,1.4221,3.3,11.72,530,313
Ex 3 day 08,18,101,0.1801,1.7049,1.5269,3.77,9.47,513,312
Ex 3 day 08,18,102,0.1801,2.167,1.7972,2.83,12.03,553,312
Ex 3 day 08,18,103,0.1801,2.0147,1.518,4.71,11.19,547,298
Ex 3 day 08,18,104,0.1801,2.3973,2.0064,2.83,13.31,512,278
Ex 3 day 08,18,105,0.1801,1.5384,1.083,2.83,8.54,540,277
Ex 3 day 08,18,106,0.1801,2.0147,1.5771,4.24,11.19,530,289
Ex 3 day 08,18,107,0.1801,1.6239,1.067,2.83,9.02,527,305
Ex 3 day 08,18,108,0.1801,1.5131,1.2157,2.83,8.4,538,268
Ex 3 day 08,19,109,0.2159,3.4613,2.8447,2.83,16.03,446,305
Ex 3 day 08,19,110,0.2159,2.9973,2.0977,3.3,13.88,440,321
Ex 3 day 08,19,111,0.2159,2.4559,2.1367,2.83,11.37,459,316
Ex 3 day 08,19,112,0.2159,2.4697,2.1161,2.83,11.44,468,320
Ex 3 day 08,20,113,0.1837,3.5081,3.1131,2.83,19.1,1208,316
Ex 3 day 08,20,114,0.1837,2.8261,2.5159,2.83,15.39,1187,357
Ex 3 day 08,20,115,0.1837,2.5693,2.1804,2.83,13.99,1197,345
Ex 3 day 08,20,116,0.1837,2.555,2.1831,2.83,13.91,1218,335
Ex 3 day 08,20,117,0.1837,1.9029,1.5073,2.83,10.36,1193,325
Ex 3 day 08,20,118,0.1837,2.5502,2.2146,2.83,13.88,1181,381
Ex 3 day 08,20,119,0.1837,2.1641,1.6508,2.83,11.78,1176,332
Ex 3 day 08,20,120,0.1837,2.052,1.4497,3.77,11.17,1163,375
Ex 3 day 08,20,121,0.1837,1.9138,1.3983,2.83,10.42,1187,319
Ex 3 day 08,20,122,0.1837,2.5379,1.4978,3.77,13.82,1155,360
Ex 3 day 08,20,123,0.1837,1.8104,1.4676,2.83,9.86,1201,329
Ex 3 day 08,21,124,0.2022,3.1804,2.5797,2.83,15.73,756,382
Ex 3 day 08,21,125,0.2022,2.3313,1.8043,3.77,11.53,743,327
Ex 3 day 08,21,126,0.2022,2.3559,1.9202,2.83,11.65,755,360
Ex 3 day 08,21,127,0.2022,2.3974,1.4464,4.24,11.85,709,382
Ex 3 day 08,21,128,0.2022,2.5461,1.9425,2.83,12.59,756,368
Ex 3 day 08,21,129,0.2022,1.9957,1.747,2.83,9.87,747,373
Ex 3 day 08,22,130,0.3044,2.519,2.2833,2.83,8.27,1297,386
Ex 3 day 08,23,131,0.2077,3.3018,1.9817,3.3,15.9,964,456
Ex 3 day 08,23,132,0.2077,2.0457,1.6625,2.83,9.85,963,435
Ex 3 day 08,23,133,0.2077,2.5066,2.2087,2.83,12.07,977,465
Ex 3 day 08,23,134,0.2077,2.0055,1.5922,4.24,9.65,974,441
Ex 3 day 08,23,135,0.2077,1.9074,1.6906,4.71,9.18,946,420
Ex 3 day 08,23,136,0.2077,1.8358,1.3002,5.19,8.84,965,422
Ex 3 day 08,23,137,0.2077,2.4761,2.0356,2.83,11.92,966,406
Ex 3 day 08,24,138,0.2093,3.6527,2.703,3.77,17.45,287,462
Ex 3 day 08,24,139,0.2093,2.8355,2.0684,3.3,13.55,256,448
Ex 3 day 08,24,140,0.2093,2.1777,1.5396,3.3,10.4,269,454
Ex 3 day 08,24,141,0.2093,2.4848,1.7627,3.3,11.87,263,430
Ex 3 day 08,24,142,0.2093,2.389,1.6282,3.77,11.41,283,440
Ex 3 day 08,25,143,0.1216,5.0143,3.3762,3.3,41.24,767,470
Ex 3 day 08,25,144,0.1216,3.9948,3.467,2.83,32.86,765,506
Ex 3 day 08,25,145,0.1216,4.0183,2.7088,3.3,33.05,804,481
Ex 3 day 08,25,146,0.1216,1.9857,1.6528,4.24,16.33,783,452
Ex 3 day 08,25,147,0.1216,2.9888,1.8402,4.24,24.58,748,474
Ex 3 day 08,25,148,0.1216,2.139,1.4442,5.19,17.59,801,456
Ex 3 day 08,25,149,0.1216,2.0216,1.3816,3.3,16.63,789,468
Ex 3 day 08,25,150,0.1216,2.1323,1.8109,2.83,17.54,774,452
Ex 3 day 08,26,151,0.1227,4.1618,2.8191,3.3,33.91,1201,533
Ex 3 day 08,26,152,0.1227,3.7833,2.6889,3.3,30.83,1185,527
Ex 3 day 08,26,153,0.1227,3.3903,2.8726,2.83,27.63,1186,539
Ex 3 day 08,26,154,0.1227,3.5167,3.0155,2.83,28.66,1189,552
Ex 3 day 08,26,155,0.1227,2.8265,2.3951,2.83,23.03,1216,540
Ex 3 day 08,26,156,0.1227,3.1495,2.6842,2.83,25.66,1158,504
Ex 3 day 08,26,157,0.1227,2.3448,1.8144,2.83,19.11,1215,518
Ex 3 day 08,26,158,0.1227,2.5669,1.7575,3.3,20.92,1219,554
Ex 3 day 08,26,159,0.1227,2.4057,1.957,2.83,19.6,1171,512
Ex 3 day 08,26,160,0.1227,2.4371,1.8486,3.77,19.86,1228,539
Ex 3 day 08,26,161,0.1227,2.0704,1.6217,2.83,16.87,1206,555
Ex 3 day 08,27,162,0.2061,3.4932,2.9596,2.83,16.95,652,514
Ex 3 day 08,27,163,0.2061,3.1451,2.2041,3.3,15.26,634,487
Ex 3 day 08,27,164,0.2061,2.4509,1.8537,3.3,11.89,642,501
Ex 3 day 08,27,165,0.2061,2.6427,2.225,2.83,12.82,664,539
Ex 3 day 08,27,166,0.2061,1.18,1.4355,4.71,5.73,669,513
Ex 3 day 08,27,167,0.2061,2.1413,1.4363,2.83,10.39,648,494
Ex 3 day 08,27,168,0.2061,2.0622,1.6396,2.83,10.01,621,530
Ex 3 day 08,28,169,0.1267,3.7589,2.4278,4.24,29.68,510,525
Ex 3 day 08,28,170,0.1267,2.7809,2.1297,3.3,21.96,499,547
Ex 3 day 08,28,171,0.1267,2.0654,1.698,3.77,16.31,489,531
Ex 3 day 08,28,172,0.1267,2.8138,2.1387,2.83,22.22,472,534
Ex 3 day 08,28,173,0.1267,2.1617,1.6978,2.83,17.07,486,542
Ex 3 day 08,28,174,0.1267,1.8217,1.4635,2.83,14.38,483,522
Ex 3 day 08,29,175,0.2301,4.0806,2.8637,3.3,17.74,1271,569
Ex 3 day 08,29,176,0.2301,1.8419,1.7228,4.71,8.01,1281,546
Ex 3 day 08,30,177,0.1614,2.9931,2.6151,2.83,18.54,922,553
Ex 3 day 08,30,178,0.1614,2.9078,2.473,2.83,18.01,897,580
Ex 3 day 08,30,179,0.1614,2.6299,2.1928,2.83,16.29,934,554
Ex 3 day 08,30,180,0.1614,2.2743,1.3011,4.24,14.09,930,569
Ex 3 day 08,30,181,0.1614,1.6677,1.2502,4.24,10.33,916,569
Ex 3 day 08,30,182,0.1614,1.6931,1.3481,5.19,10.49,921,585
Ex 3 day 08,31,183,0.2676,3.1041,2.3992,2.83,11.6,1066,608
Ex 3 day 08,31,184,0.2676,2.2724,1.917,2.83,8.49,1078,625
Ex 3 day 08,31,185,0.2676,2.2523,1.721,2.83,8.42,1085,620
Ex 3 day 08,32,186,0.2227,1.9205,1.5767,2.83,8.62,592,641
Ex 3 day 08,33,187,0.1725,3.4241,2.5123,3.77,19.85,656,711
Ex 3 day 08,33,188,0.1725,1.7557,1.4985,2.83,10.18,670,677
Ex 3 day 08,33,189,0.1725,0.625,1.4624,5.19,3.62,646,674
Ex 3 day 08,33,190,0.1725,2.0081,1.673,2.83,11.64,658,681
Ex 3 day 08,33,191,0.1725,2.4519,1.9038,3.77,14.22,629,698
Ex 3 day 08,33,192,0.1725,2.3176,1.3355,3.3,13.44,660,662
Ex 3 day 08,33,193,0.1725,1.76,1.3986,4.71,10.21,671,659
Ex 3 day 08,33,194,0.1725,2.0129,1.7355,2.83,11.67,670,665
Ex 3 day 08,33,195,0.1725,1.6832,1.3898,5.66,9.76,646,646
Ex 3 day 08,34,196,0.2161,3.3038,2.7355,2.83,15.29,395,685
Ex 3 day 08,34,197,0.2161,3.1149,2.2643,3.3,14.41,416,678
Ex 3 day 08,34,198,0.2161,2.3953,1.6874,2.83,11.08,400,689
Ex 3 day 08,34,199,0.2161,1.398,1.3548,4.71,6.47,391,699
Ex 3 day 08,34,200,0.2161,2.0994,1.5856,2.83,9.72,403,675
Ex 3 day 08,35,201,0.2056,3.3678,2.5353,2.83,16.38,1278,696
Ex 3 day 08,35,202,0.2056,2.5127,1.4114,4.24,12.22,1281,679
Ex 3 day 08,35,203,0.2056,2.3232,1.9954,2.83,11.3,1312,681
Ex 3 day 08,35,204,0.2056,2.5102,2.0514,2.83,12.21,1271,662
Ex 3 day 08,35,205,0.2056,1.8062,1.4959,2.83,8.78,1307,690
Ex 3 day 08,36,206,0.1474,2.5159,1.7446,4.24,17.07,1126,672
Ex 3 day 08,36,207,0.1474,2.8931,2.4589,2.83,19.63,1157,679
Ex 3 day 08,36,208,0.1474,2.0783,1.7292,2.83,14.1,1174,694
Ex 3 day 08,36,209,0.1474,2.6575,2.2337,2.83,18.03,1176,677
Ex 3 day 08,36,210,0.1474,2.4412,2.0259,2.83,16.56,1151,719
Ex 3 day 08,36,211,0.1474,1.0093,1.1962,3.77,6.85,1144,680
Ex 3 day 08,36,212,0.1474,1.7045,1.5013,2.83,11.56,1143,670
Ex 3 day 08,36,213,0.1474,1.6024,1.3687,4.71,10.87,1155,697
Ex 3 day 08,36,214,0.1474,2.5963,2.1276,2.83,17.61,1165,712
Ex 3 day 08,36,215,0.1474,1.452,0.9864,3.3,9.85,1139,699
Ex 3 day 08,36,216,0.1474,1.9381,1.5257,3.77,13.15,1160,672
Ex 3 day 08,37,217,0.1515,3.0487,1.9738,4.24,20.12,503,700
Ex 3 day 08,37,218,0.1515,2.6176,2.2349,2.83,17.28,542,695
Ex 3 day 08,37,219,0.1515,2.5542,2.2236,2.83,16.86,539,705
Ex 3 day 08,37,220,0.1515,2.7149,2.1537,2.83,17.92,519,694
Ex 3 day 08,37,221,0.1515,2.2879,1.7446,2.83,15.1,515,680
Ex 3 day 08,37,222,0.1515,2.3751,1.9323,2.83,15.68,526,701
Ex 3 day 08,38,223,0.2126,2.8714,2.1502,3.3,13.51,879,695
Ex 3 day 08,38,224,0.2126,2.7394,2.3672,2.83,12.89,890,705
Ex 3 day 08,38,225,0.2126,2.5828,1.9078,3.3,12.15,871,717
Ex 3 day 08,38,226,0.2126,2.102,1.666,3.77,9.89,884,721
Ex 3 day 08,38,227,0.2126,2.1746,1.589,3.3,10.23,915,737
Ex 3 day 08,38,228,0.2126,2.3113,1.7084,3.3,10.87,896,718
Ex 3 day 08,38,229,0.2126,2.0039,1.6876,2.83,9.43,871,725
Ex 3 day 08,38,230,0.2126,2.5564,1.8816,3.77,12.02,882,749
Ex 3 day 08,39,231,0.2207,3.1029,2.6873,2.83,14.06,1019,727
Ex 3 day 08,39,232,0.2207,2.2051,1.7723,3.3,9.99,1028,717
Ex 3 day 08,39,233,0.2207,2.7699,2.356,2.83,12.55,1025,758
Ex 3 day 08,39,234,0.2207,1.9752,1.5811,2.83,8.95,1013,744
Ex 3 day 08,39,235,0.2207,2.3278,1.9591,2.83,10.55,1055,715
Ex 3 day 08,39,236,0.2207,1.5931,1.3154,2.83,7.22,1043,709
Ex 3 day 08,40,237,0.2127,2.4721,1.966,3.77,11.62,1175,763
Ex 3 day 08,40,238,0.2127,1.9956,1.7099,3.77,9.38,1200,773
Ex 3 day 08,41,239,0.1882,3.2313,2.6629,2.83,17.17,580,774
Ex 3 day 08,41,240,0.1882,3.3381,2.8715,2.83,17.74,605,796
Ex 3 day 08,41,241,0.1882,2.3648,1.5209,5.19,12.57,618,824
Ex 3 day 08,41,242,0.1882,2.212,1.7337,4.71,11.76,581,801
Ex 3 day 08,41,243,0.1882,1.8222,1.3738,3.77,9.68,595,783
Ex 3 day 08,41,244,0.1882,2.3486,2.0114,2.83,12.48,629,804
Ex 3 day 08,42,245,0.1945,2.4723,1.7832,4.24,12.71,418,840
Ex 3 day 08,42,246,0.1945,2.944,2.4925,2.83,15.14,401,816
Ex 3 day 08,42,247,0.1945,2.3944,2.0171,2.83,12.31,385,803
Ex 3 day 08,42,248,0.1945,1.8297,1.5074,2.83,9.41,404,834
Ex 3 day 08,42,249,0.1945,1.9382,1.5341,4.24,9.96,405,801
Ex 3 day 08,42,250,0.1945,1.848,1.4652,3.3,9.5,396,778
Ex 3 day 08,42,251,0.1945,2.3341,1.6012,3.77,12.0,417,824
Ex 3 day 08,43,252,0.2433,3.111,2.0668,3.77,12.78,1251,829
Ex 3 day 08,43,253,0.2433,2.5474,2.0825,2.83,10.47,1239,834
Ex 3 day 08,43,254,0.2433,2.6135,2.2617,2.83,10.74,1244,813
Ex 3 day 08,43,255,0.2433,1.9461,1.5675,4.71,8.0,1254,851
Ex 3 day 08,43,256,0.2433,2.611,2.1804,2.83,10.73,1243,804
Ex 3 day 08,44,257,0.2325,3.0172,2.6326,2.83,12.98,1041,841
Ex 3 day 08,44,258,0.2325,3.0932,2.5478,2.83,13.3,1039,828
Ex 3 day 08,44,259,0.2325,2.25,1.8069,2.83,9.68,1039,852
Ex 3 day 08,44,260,0.2325,2.0649,1.3858,5.66,8.88,1026,808
Ex 3 day 08,44,261,0.2325,2.117,1.0127,7.07,9.11,1011,827
Ex 3 day 08,45,262,0.1249,2.7124,1.997,3.3,21.71,1125,935
Ex 3 day 08,45,263,0.1249,2.4446,1.9199,2.83,19.57,1109,965
Ex 3 day 08,45,264,0.1249,2.524,2.1416,2.83,20.2,1110,956
Ex 3 day 08,45,265,0.1249,2.4941,2.0112,2.83,19.96,1147,956
Ex 3 day 08,45,266,0.1249,2.6959,2.1567,2.83,21.58,1111,950
Ex 3 day 08,45,267,0.1249,2.1694,1.7553,2.83,17.36,1132,965
Ex 3 day 08,45,268,0.1249,2.0232,1.7928,2.83,16.19,1095,951
Ex 3 day 08,45,269,0.1249,2.178,1.7841,2.83,17.43,1133,954
Ex 3 day 08,45,270,0.1249,2.421,1.9199,2.83,19.38,1130,950
Ex 3 day 08,46,271,0.1927,2.6625,1.7035,3.3,13.82,1301,958
Ex 3 day 08,46,272,0.1927,2.256,1.949,3.77,11.71,1255,946
Ex 3 day 08,46,273,0.1927,1.7486,1.655,3.77,9.08,1285,955
Ex 3 day 08,46,274,0.1927,2.2313,1.7667,2.83,11.58,1259,952
Ex 3 day 08,46,275,0.1927,2.3173,2.0469,2.83,12.03,1276,954
Ex 3 day 08,46,276,0.1927,1.8133,1.5465,2.83,9.41,1298,971
Ex 3 day 08,46,277,0.1927,1.7115,1.3442,2.83,8.88,1274,919
Ex 3 day 08,46,278,0.1927,2.2509,1.7391,2.83,11.68,1259,960
Ex 3 day 08,46,279,0.1927,2.2248,1.5347,2.83,11.55,1270,962
Ex 3 day 08,46,280,0.1927,2.3139,1.8852,2.83,12.01,1264,929
Ex 3 day 08,46,281,0.1927,2.0912,1.7655,2.83,10.85,1271,931
Ex 3 day 08,47,282,0.21,3.2336,2.6902,2.83,15.4,803,939
Ex 3 day 08,47,283,0.21,2.2591,1.836,3.3,10.76,835,962
Ex 3 day 08,47,284,0.21,2.1854,1.565,5.19,10.41,803,971
Ex 3 day 08,47,285,0.21,2.4438,1.827,3.3,11.64,785,953
Ex 3 day 08,47,286,0.21,2.2397,1.8105,2.83,10.67,820,968
Ex 3 day 08,48,287,0.1078,4.6822,3.5728,2.83,43.43,633,1039
Ex 3 day 08,48,288,0.1078,4.9352,3.48,2.83,45.78,657,1008
Ex 3 day 08,48,289,0.1078,3.2182,2.5904,2.83,29.85,617,969
Ex 3 day 08,48,290,0.1078,3.5613,2.723,2.83,33.03,615,1039
Ex 3 day 08,48,291,0.1078,3.2472,2.4148,2.83,30.12,654,991
Ex 3 day 08,48,292,0.1078,2.9878,2.5683,2.83,27.71,623,989
Ex 3 day 08,48,293,0.1078,2.2103,1.6773,2.83,20.5,654,1033
Ex 3 day 08,48,294,0.1078,2.5919,1.9785,2.83,24.04,605,971
Ex 3 day 08,48,295,0.1078,1.9874,1.7158,2.83,18.43,635,1002
Ex 3 day 08,48,296,0.1078,1.9756,1.3167,2.83,18.32,612,988
Ex 3 day 08,48,297,0.1078,2.3172,1.7698,2.83,21.49,643,999
Ex 3 day 08,48,298,0.1078,1.5037,1.3308,5.19,13.95,624,1013
Ex 3 day 08,48,299,0.1078,1.1595,1.1371,3.3,10.75,603,983
Ex 3 day 08,48,300,0.1078,2.8967,2.1582,2.83,26.87,604,1000
Ex 3 day 08,48,301,0.1078,2.0537,1.6926,2.83,19.05,628,965
Ex 3 day 08,48,302,0.1078,1.7085,1.3275,2.83,15.85,583,975
Ex 3 day 08,48,303,0.1078,2.6931,1.8263,2.83,24.98,627,1039
Ex 3 day 08,48,304,0.1078,0.9005,0.7215,3.3,8.35,638,1027
Ex 3 day 08,48,305,0.1078,2.1176,1.5555,2.83,19.64,576,992
Ex 3 day 08,48,306,0.1078,2.1013,1.7186,2.83,19.49,654,964
Ex 3 day 08,48,307,0.1078,1.9437,1.703,2.83,18.03,593,1003
Ex 3 day 08,49,308,0.1173,3.7008,2.8749,3.77,31.55,1015,1015
Ex 3 day 08,49,309,0.1173,2.1292,1.4873,2.83,18.15,977,1039
Ex 3 day 08,49,310,0.1173,1.6254,1.1282,2.83,13.86,1017,1039
Ex 3 day 08,49,311,0.1173,2.2481,1.5957,2.83,19.16,988,1039
Ex 3 day 08,49,312,0.1173,1.8588,1.4895,2.83,15.84,992,1034
Ex 3 day 08,49,313,0.1173,2.0946,1.8891,3.3,17.85,988,1008
Ex 3 day 08,49,314,0.1173,1.599,1.3131,2.83,13.63,999,1022
