experiment;cell_id;peak_id;cell_intensity_mean;foci_intensity_peak;foci_intensity_mean_disk;foci_radius;signal_to_cell_ratio;foci_x;foci_y;cell_area
Ex 3 day 04;1;1;0,1182;2,8464;1,9305;4,2400;24,0800;585;7;5628
Ex 3 day 04;1;2;0,1182;2,6153;1,7845;4,2400;22,1300;589;34;5628
Ex 3 day 04;1;3;0,1182;2,5300;1,9455;3,3000;21,4000;579;44;5628
Ex 3 day 04;1;4;0,1182;2,4889;2,0383;2,8300;21,0600;568;54;5628
Ex 3 day 04;1;5;0,1182;2,6117;1,9943;3,3000;22,0900;553;38;5628
Ex 3 day 04;1;6;0,1182;2,1744;1,4867;3,3000;18,4000;552;60;5628
Ex 3 day 04;1;7;0,1182;2,4162;1,8918;2,8300;20,4400;534;72;5628
Ex 3 day 04;1;8;0,1182;2,1104;1,7961;2,8300;17,8500;570;67;5628
Ex 3 day 04;1;9;0,1182;1,4978;1,0939;2,8300;12,6700;554;5;5628
Ex 3 day 04;1;10;0,1182;1,8116;1,4113;3,7700;15,3300;591;49;5628
Ex 3 day 04;1;11;0,1182;1,8094;1,3424;4,2400;15,3100;579;67;5628
Ex 3 day 04;3;12;0,0725;2,9994;1,9984;2,8300;41,4000;1135;24;4269
Ex 3 day 04;3;13;0,0725;2,1901;1,8737;2,8300;30,2300;1128;12;4269
Ex 3 day 04;4;14;0,0541;3,5452;2,9734;2,8300;65,5700;1381;19;2455
Ex 3 day 04;4;15;0,0541;2,5270;1,9434;2,8300;46,7400;1341;10;2455
Ex 3 day 04;4;16;0,0541;3,0847;2,2143;2,8300;57,0600;1384;6;2455
Ex 3 day 04;4;17;0,0541;2,0228;1,7784;2,8300;37,4200;1364;14;2455
Ex 3 day 04;4;18;0,0541;2,7671;2,0348;2,8300;51,1800;1360;32;2455
Ex 3 day 04;4;19;0,0541;2,2425;1,7558;2,8300;41,4800;1354;9;2455
Ex 3 day 04;4;20;0,0541;2,6480;2,0408;2,8300;48,9800;1338;3;2455
Ex 3 day 04;4;21;0,0541;1,8041;1,1256;3,3000;33,3700;1351;35;2455
Ex 3 day 04;4;22;0,0541;1,9043;1,6380;2,8300;35,2200;1355;15;2455
Ex 3 day 04;4;23;0,0541;1,3195;0,7532;2,8300;24,4100;1391;4;2455
Ex 3 day 04;5;24;0,1114;2,5642;1,5182;4,2400;23,0300;785;50;4912
Ex 3 day 04;5;25;0,1114;1,9634;1,4347;2,8300;17,6300;798;52;4912
Ex 3 day 04;6;26;0,2210;1,7431;1,0786;3,3000;7,8900;1191;21;546
Ex 3 day 04;7;27;0,0903;3,5594;2,9151;3,7700;39,4000;1363;60;3027
Ex 3 day 04;7;28;0,0903;2,6856;1,7421;4,2400;29,7300;1391;73;3027
Ex 3 day 04;7;29;0,0903;2,6790;1,7869;3,3000;29,6600;1336;63;3027
Ex 3 day 04;7;30;0,0903;2,0824;1,6919;2,8300;23,0500;1348;61;3027
Ex 3 day 04;8;31;0,0982;3,0086;2,1565;3,3000;30,6300;877;168;4807
Ex 3 day 04;8;32;0,0982;2,3889;1,6792;4,2400;24,3200;898;169;4807
Ex 3 day 04;8;33;0,0982;2,4099;1,7582;3,3000;24,5300;893;143;4807
Ex 3 day 04;8;34;0,0982;1,8183;1,6158;3,7700;18,5100;908;158;4807
Ex 3 day 04;8;35;0,0982;2,4619;2,1017;2,8300;25,0600;908;147;4807
Ex 3 day 04;8;36;0,0982;2,1356;1,8545;2,8300;21,7400;892;130;4807
Ex 3 day 04;8;37;0,0982;1,9372;1,5815;2,8300;19,7200;865;157;4807
Ex 3 day 04;8;38;0,0982;1,5482;1,0734;5,1900;15,7600;891;155;4807
Ex 3 day 04;9;39;-0,0033;3,4877;2,6790;2,8300;-1057,5400;809;216;11610
Ex 3 day 04;9;40;-0,0033;3,1566;2,5147;2,8300;-957,1700;850;205;11610
Ex 3 day 04;9;41;-0,0033;2,6123;2,3429;3,3000;-792,1000;810;158;11610
Ex 3 day 04;9;42;-0,0033;2,8317;2,1045;2,8300;-858,6500;866;200;11610
Ex 3 day 04;9;43;-0,0033;2,4655;1,4703;3,3000;-747,6000;788;218;11610
Ex 3 day 04;9;44;-0,0033;2,8087;1,9426;3,3000;-851,6500;799;227;11610
Ex 3 day 04;9;45;-0,0033;2,1530;1,4619;4,2400;-652,8500;835;187;11610
Ex 3 day 04;9;46;-0,0033;2,7094;1,8039;3,7700;-821,5700;805;177;11610
Ex 3 day 04;9;47;-0,0033;2,5916;2,1130;2,8300;-785,8400;846;174;11610
Ex 3 day 04;9;48;-0,0033;2,2519;1,8776;2,8300;-682,8100;796;167;11610
Ex 3 day 04;9;49;-0,0033;1,9860;1,6438;4,2400;-602,1900;785;185;11610
Ex 3 day 04;9;50;-0,0033;2,0673;1,5929;2,8300;-626,8500;790;171;11610
Ex 3 day 04;9;51;-0,0033;2,3747;1,9675;2,8300;-720,0700;820;194;11610
Ex 3 day 04;9;52;-0,0033;2,4115;1,9798;2,8300;-731,2300;770;175;11610
Ex 3 day 04;9;53;-0,0033;2,0286;1,6987;2,8300;-615,1200;813;190;11610
Ex 3 day 04;9;54;-0,0033;1,8420;1,5136;2,8300;-558,5300;798;201;11610
Ex 3 day 04;9;55;-0,0033;1,8926;1,2190;3,3000;-573,8700;764;190;11610
Ex 3 day 04;9;56;-0,0033;2,2344;1,4240;3,3000;-677,5200;819;242;11610
Ex 3 day 04;9;57;-0,0033;1,9719;1,4622;2,8300;-597,9200;863;187;11610
Ex 3 day 04;9;58;-0,0033;2,1157;1,4249;3,3000;-641,5300;818;173;11610
Ex 3 day 04;9;59;-0,0033;2,4258;1,9185;2,8300;-735,5500;839;145;11610
Ex 3 day 04;9;60;-0,0033;2,5725;2,0490;2,8300;-780,0300;822;204;11610
Ex 3 day 04;9;61;-0,0033;1,5636;1,4650;3,7700;-474,1300;844;161;11610
Ex 3 day 04;9;62;-0,0033;1,3915;0,9818;2,8300;-421,9500;834;150;11610
Ex 3 day 04;9;63;-0,0033;1,5994;1,2511;2,8300;-484,9800;752;169;11610
Ex 3 day 04;9;64;-0,0033;1,9969;1,6263;2,8300;-605,5100;795;193;11610
Ex 3 day 04;9;65;-0,0033;1,4327;1,1250;2,8300;-434,4300;850;187;11610
Ex 3 day 04;9;66;-0,0033;1,7486;1,3045;2,8300;-530,2300;812;230;11610
Ex 3 day 04;9;67;-0,0033;1,7740;1,4152;3,7700;-537,9300;803;151;11610
Ex 3 day 04;9;68;-0,0033;1,0584;0,9033;2,8300;-320,9400;825;256;11610
Ex 3 day 04;9;69;-0,0033;2,0467;1,5481;2,8300;-620,6200;857;187;11610
Ex 3 day 04;9;70;-0,0033;1,8904;1,5677;2,8300;-573,2000;877;235;11610
Ex 3 day 04;9;71;-0,0033;1,8299;1,3379;2,8300;-554,8600;869;256;11610
Ex 3 day 04;9;72;-0,0033;1,0211;0,6455;4,7100;-309,6300;776;210;11610
Ex 3 day 04;10;73;-0,0112;2,9470;2,3555;2,8300;-263,5700;695;225;12693
Ex 3 day 04;10;74;-0,0112;2,4861;1,7747;3,7700;-222,3400;784;287;12693
Ex 3 day 04;10;75;-0,0112;2,5197;1,5535;3,7700;-225,3500;694;238;12693
Ex 3 day 04;10;76;-0,0112;2,1392;2,1093;3,3000;-191,3200;728;224;12693
Ex 3 day 04;10;77;-0,0112;2,7149;2,0374;2,8300;-242,8100;744;324;12693
Ex 3 day 04;10;78;-0,0112;2,4822;2,1453;2,8300;-222,0000;735;325;12693
Ex 3 day 04;10;79;-0,0112;2,3690;1,7210;3,3000;-211,8700;743;256;12693
Ex 3 day 04;10;80;-0,0112;1,9394;1,5187;2,8300;-173,4500;775;257;12693
Ex 3 day 04;10;81;-0,0112;1,7758;1,3167;2,8300;-158,8200;691;255;12693
Ex 3 day 04;10;82;-0,0112;2,2729;1,9284;2,8300;-203,2800;743;241;12693
Ex 3 day 04;10;83;-0,0112;2,5057;1,9976;2,8300;-224,1000;738;299;12693
Ex 3 day 04;10;84;-0,0112;1,4433;1,1984;2,8300;-129,0800;788;259;12693
Ex 3 day 04;10;85;-0,0112;1,7933;1,4788;2,8300;-160,3800;689;261;12693
Ex 3 day 04;10;86;-0,0112;1,2227;0,9066;4,2400;-109,3500;771;273;12693
Ex 3 day 04;10;87;-0,0112;1,6569;1,3338;2,8300;-148,1800;722;291;12693
Ex 3 day 04;10;88;-0,0112;1,6680;1,3491;2,8300;-149,1800;787;251;12693
Ex 3 day 04;11;89;0,1516;3,7336;2,9807;2,8300;24,6200;637;228;5400
Ex 3 day 04;11;90;0,1516;2,9512;2,4000;2,8300;19,4600;646;209;5400
Ex 3 day 04;11;91;0,1516;2,8205;1,8695;3,3000;18,6000;627;209;5400
Ex 3 day 04;11;92;0,1516;2,9518;1,9797;3,3000;19,4700;642;196;5400
Ex 3 day 04;11;93;0,1516;2,0824;1,7554;2,8300;13,7300;649;220;5400
Ex 3 day 04;11;94;0,1516;2,0363;1,5932;3,3000;13,4300;670;210;5400
Ex 3 day 04;11;95;0,1516;2,1604;1,7948;2,8300;14,2500;655;205;5400
Ex 3 day 04;11;96;0,1516;2,5968;2,0857;2,8300;17,1300;656;239;5400
Ex 3 day 04;11;97;0,1516;1,9978;1,4579;3,3000;13,1800;657;194;5400
Ex 3 day 04;11;98;0,1516;1,6900;1,2812;2,8300;11,1500;674;277;5400
Ex 3 day 04;11;99;0,1516;1,7503;1,5333;3,7700;11,5400;653;250;5400
Ex 3 day 04;11;100;0,1516;1,7123;1,2866;4,7100;11,2900;661;239;5400
Ex 3 day 04;11;101;0,1516;1,5577;1,3202;3,7700;10,2700;623;238;5400
Ex 3 day 04;12;102;0,0999;3,5839;3,0737;2,8300;35,8800;65;231;2850
Ex 3 day 04;12;103;0,0999;2,4715;1,9029;2,8300;24,7400;88;225;2850
Ex 3 day 04;12;104;0,0999;2,3258;2,0156;2,8300;23,2900;90;237;2850
Ex 3 day 04;12;105;0,0999;2,6971;2,2054;2,8300;27,0000;73;248;2850
Ex 3 day 04;12;106;0,0999;2,1684;1,7059;2,8300;21,7100;91;245;2850
Ex 3 day 04;12;107;0,0999;1,5147;1,2150;2,8300;15,1700;103;237;2850
Ex 3 day 04;12;108;0,0999;1,4407;1,2109;2,8300;14,4200;84;235;2850
Ex 3 day 04;12;109;0,0999;1,6656;1,2610;2,8300;16,6800;76;228;2850
Ex 3 day 04;12;110;0,0999;1,8444;1,3851;2,8300;18,4700;86;264;2850
Ex 3 day 04;13;111;0,1711;2,4957;1,8429;4,2400;14,5900;453;257;4407
Ex 3 day 04;13;112;0,1711;2,4715;1,8351;3,7700;14,4500;442;233;4407
Ex 3 day 04;13;113;0,1711;2,5115;1,8365;3,7700;14,6800;473;257;4407
Ex 3 day 04;13;114;0,1711;2,1734;1,6503;4,2400;12,7100;438;274;4407
Ex 3 day 04;13;115;0,1711;2,3244;1,5682;4,7100;13,5900;429;257;4407
Ex 3 day 04;13;116;0,1711;2,6496;1,8420;2,8300;15,4900;434;252;4407
Ex 3 day 04;15;117;0,1627;4,5310;3,4200;2,8300;27,8400;182;280;1769
Ex 3 day 04;15;118;0,1627;3,5653;2,5200;2,8300;21,9100;208;298;1769
Ex 3 day 04;15;119;0,1627;2,9440;2,3547;2,8300;18,0900;202;264;1769
Ex 3 day 04;15;120;0,1627;3,5873;2,6260;2,8300;22,0400;198;292;1769
Ex 3 day 04;15;121;0,1627;2,5287;1,8745;2,8300;15,5400;173;270;1769
Ex 3 day 04;15;122;0,1627;2,2169;1,5552;4,7100;13,6200;189;264;1769
Ex 3 day 04;15;123;0,1627;2,3552;1,8606;2,8300;14,4700;179;293;1769
Ex 3 day 04;15;124;0,1627;2,2788;1,2001;3,3000;14,0000;218;279;1769
Ex 3 day 04;15;125;0,1627;1,6971;1,4385;2,8300;10,4300;207;269;1769
Ex 3 day 04;17;126;0,0928;2,2160;1,7825;3,7700;23,8700;950;295;4512
Ex 3 day 04;17;127;0,0928;2,0736;1,4570;4,7100;22,3400;955;308;4512
Ex 3 day 04;17;128;0,0928;1,8977;1,3503;4,2400;20,4500;917;266;4512
Ex 3 day 04;17;129;0,0928;1,9141;1,5563;3,7700;20,6200;925;315;4512
Ex 3 day 04;17;130;0,0928;1,9329;1,4167;2,8300;20,8200;930;300;4512
Ex 3 day 04;19;131;0,1219;2,7617;2,1596;3,7700;22,6600;1077;299;3375
Ex 3 day 04;19;132;0,1219;2,3258;1,4883;4,2400;19,0800;1093;291;3375
Ex 3 day 04;20;133;-0,0029;2,7723;2,2342;2,8300;-958,7800;811;279;4824
Ex 3 day 04;20;134;-0,0029;2,5930;1,9880;2,8300;-896,7600;754;342;4824
Ex 3 day 04;20;135;-0,0029;2,5937;1,9073;3,3000;-897,0000;815;314;4824
Ex 3 day 04;20;136;-0,0029;2,0660;1,5635;3,3000;-714,4900;810;305;4824
Ex 3 day 04;20;137;-0,0029;1,4932;1,2129;3,3000;-516,4100;773;336;4824
Ex 3 day 04;20;138;-0,0029;2,0911;1,6303;2,8300;-723,1800;781;303;4824
Ex 3 day 04;20;139;-0,0029;2,0772;1,7163;2,8300;-718,4000;836;323;4824
Ex 3 day 04;20;140;-0,0029;1,4276;1,2665;2,8300;-493,7400;767;329;4824
Ex 3 day 04;20;141;-0,0029;1,8588;1,4727;3,7700;-642,8600;797;307;4824
Ex 3 day 04;20;142;-0,0029;2,0364;1,2790;2,8300;-704,2600;778;320;4824
Ex 3 day 04;24;143;0,0622;1,4675;1,0427;2,8300;23,5800;1065;345;3474
Ex 3 day 04;24;144;0,0622;2,0244;1,6485;2,8300;32,5300;1043;359;3474
Ex 3 day 04;24;145;0,0622;2,0196;1,2097;3,3000;32,4500;1052;342;3474
Ex 3 day 04;24;146;0,0622;1,4887;1,1532;2,8300;23,9200;1062;337;3474
Ex 3 day 04;24;147;0,0622;1,0669;1,1463;3,7700;17,1400;1036;349;3474
Ex 3 day 04;24;148;0,0622;1,5768;1,1806;2,8300;25,3400;1029;354;3474
Ex 3 day 04;24;149;0,0622;2,3283;1,9904;2,8300;37,4100;1024;392;3474
Ex 3 day 04;24;150;0,0622;1,8047;1,4912;2,8300;29,0000;1062;391;3474
Ex 3 day 04;24;151;0,0622;1,2513;1,2489;3,7700;20,1100;1062;377;3474
Ex 3 day 04;24;152;0,0622;1,5511;1,1584;6,1300;24,9200;1045;377;3474
Ex 3 day 04;24;153;0,0622;1,6219;1,3292;2,8300;26,0600;1039;389;3474
Ex 3 day 04;25;154;-0,0072;2,8155;2,3174;2,8300;-390,4600;754;389;9057
Ex 3 day 04;25;155;-0,0072;3,2689;2,3425;2,8300;-453,3500;808;372;9057
Ex 3 day 04;25;156;-0,0072;3,3984;2,5228;2,8300;-471,3000;725;397;9057
Ex 3 day 04;25;157;-0,0072;3,2505;2,7746;2,8300;-450,8000;744;399;9057
Ex 3 day 04;25;158;-0,0072;2,2262;1,6924;2,8300;-308,7400;763;401;9057
Ex 3 day 04;25;159;-0,0072;2,7199;2,1804;2,8300;-377,2100;789;356;9057
Ex 3 day 04;25;160;-0,0072;2,4716;2,0658;2,8300;-342,7700;808;387;9057
Ex 3 day 04;25;161;-0,0072;2,1037;1,6880;2,8300;-291,7500;762;412;9057
Ex 3 day 04;25;162;-0,0072;2,6773;2,1070;2,8300;-371,2900;715;400;9057
Ex 3 day 04;25;163;-0,0072;2,2644;1,7670;2,8300;-314,0400;774;395;9057
Ex 3 day 04;25;164;-0,0072;2,2610;1,6102;2,8300;-313,5600;736;445;9057
Ex 3 day 04;25;165;-0,0072;1,7077;1,2416;2,8300;-236,8300;761;441;9057
Ex 3 day 04;25;166;-0,0072;1,8035;1,4766;3,7700;-250,1100;734;417;9057
Ex 3 day 04;25;167;-0,0072;1,5938;1,3201;3,3000;-221,0300;786;414;9057
Ex 3 day 04;25;168;-0,0072;1,6957;1,0955;2,8300;-235,1700;706;412;9057
Ex 3 day 04;25;169;-0,0072;2,0355;1,7498;2,8300;-282,2800;713;425;9057
Ex 3 day 04;25;170;-0,0072;1,9812;1,6435;2,8300;-274,7600;804;378;9057
Ex 3 day 04;25;171;-0,0072;2,1813;1,5205;4,2400;-302,5000;773;375;9057
Ex 3 day 04;25;172;-0,0072;1,9704;1,5899;3,3000;-273,2700;786;398;9057
Ex 3 day 04;25;173;-0,0072;2,5403;2,1738;2,8300;-352,3000;773;407;9057
Ex 3 day 04;25;174;-0,0072;2,0638;1,6527;2,8300;-286,2200;757;377;9057
Ex 3 day 04;25;175;-0,0072;1,4557;1,1646;2,8300;-201,8800;757;397;9057
Ex 3 day 04;25;176;-0,0072;2,2316;1,8379;2,8300;-309,4900;773;413;9057
Ex 3 day 04;25;177;-0,0072;1,7147;1,4281;2,8300;-237,8000;784;359;9057
Ex 3 day 04;25;178;-0,0072;1,7455;1,5586;2,8300;-242,0700;727;434;9057
Ex 3 day 04;25;179;-0,0072;1,8795;1,4001;2,8300;-260,6600;731;446;9057
Ex 3 day 04;25;180;-0,0072;1,6365;1,1494;2,8300;-226,9600;771;354;9057
Ex 3 day 04;26;181;0,0788;3,4649;2,6720;3,7700;43,9800;951;425;5224
Ex 3 day 04;26;182;0,0788;3,0589;2,0393;3,3000;38,8300;968;399;5224
Ex 3 day 04;26;183;0,0788;1,6413;1,6080;4,7100;20,8300;949;410;5224
Ex 3 day 04;26;184;0,0788;2,1187;1,5849;3,7700;26,8900;975;412;5224
Ex 3 day 04;27;185;0,0920;1,9420;1,5499;2,8300;21,1000;133;430;1403
Ex 3 day 04;27;186;0,0920;2,1096;1,6955;2,8300;22,9200;125;413;1403
Ex 3 day 04;27;187;0,0920;1,7723;1,2102;2,8300;19,2600;119;446;1403
Ex 3 day 04;27;188;0,0920;1,9294;1,4593;2,8300;20,9700;124;429;1403
Ex 3 day 04;28;189;0,0957;2,8320;1,9265;3,3000;29,6000;662;442;3177
Ex 3 day 04;29;190;0,1582;2,6635;2,3700;2,8300;16,8400;314;463;5969
Ex 3 day 04;29;191;0,1582;2,4175;1,6114;4,7100;15,2800;317;477;5969
Ex 3 day 04;29;192;0,1582;2,2825;1,7833;4,2400;14,4300;286;456;5969
Ex 3 day 04;29;193;0,1582;1,6237;1,4022;4,7100;10,2700;296;443;5969
Ex 3 day 04;29;194;0,1582;2,3310;1,5866;4,7100;14,7400;319;495;5969
Ex 3 day 04;29;195;0,1582;1,8014;1,1957;4,7100;11,3900;299;463;5969
Ex 3 day 04;30;196;0,0352;2,6384;2,1042;3,7700;74,9100;621;466;2920
Ex 3 day 04;31;197;0,1904;3,3353;2,3507;3,3000;17,5200;55;451;1927
Ex 3 day 04;31;198;0,1904;3,2283;2,6504;2,8300;16,9500;67;460;1927
Ex 3 day 04;31;199;0,1904;2,7184;2,2366;2,8300;14,2800;59;474;1927
Ex 3 day 04;31;200;0,1904;2,0290;1,6708;2,8300;10,6600;72;475;1927
Ex 3 day 04;31;201;0,1904;2,0144;1,5935;2,8300;10,5800;41;445;1927
Ex 3 day 04;31;202;0,1904;2,2966;1,8193;2,8300;12,0600;70;451;1927
Ex 3 day 04;31;203;0,1904;2,0748;1,6717;2,8300;10,9000;57;439;1927
Ex 3 day 04;32;204;0,0464;3,6787;2,5203;3,3000;79,3600;788;493;7419
Ex 3 day 04;32;205;0,0464;3,9975;2,9505;2,8300;86,2400;764;492;7419
Ex 3 day 04;32;206;0,0464;2,0983;1,3700;4,2400;45,2700;772;523;7419
Ex 3 day 04;32;207;0,0464;2,3558;1,8138;2,8300;50,8200;813;460;7419
Ex 3 day 04;32;208;0,0464;1,7893;1,4565;2,8300;38,6000;796;478;7419
Ex 3 day 04;32;209;0,0464;2,2854;1,7328;2,8300;49,3000;745;526;7419
Ex 3 day 04;32;210;0,0464;2,1870;1,6972;2,8300;47,1800;779;485;7419
Ex 3 day 04;32;211;0,0464;2,0476;1,5946;2,8300;44,1800;776;492;7419
Ex 3 day 04;32;212;0,0464;1,6647;1,5214;4,2400;35,9100;796;513;7419
Ex 3 day 04;32;213;0,0464;2,3143;1,9643;2,8300;49,9300;771;473;7419
Ex 3 day 04;32;214;0,0464;2,3154;1,7253;2,8300;49,9500;736;462;7419
Ex 3 day 04;32;215;0,0464;2,0403;1,6970;2,8300;44,0200;802;496;7419
Ex 3 day 04;32;216;0,0464;1,8926;1,7660;2,8300;40,8300;773;464;7419
Ex 3 day 04;32;217;0,0464;1,7861;1,3376;4,2400;38,5300;785;469;7419
Ex 3 day 04;35;218;0,0725;5,1253;3,7952;2,8300;70,7000;647;494;4421
Ex 3 day 04;35;219;0,0725;1,6796;1,3778;2,8300;23,1700;631;517;4421
Ex 3 day 04;35;220;0,0725;2,2436;1,6043;3,3000;30,9500;593;512;4421
Ex 3 day 04;35;221;0,0725;1,7807;1,3567;4,2400;24,5600;624;504;4421
Ex 3 day 04;35;222;0,0725;2,0693;1,7356;2,8300;28,5400;618;529;4421
Ex 3 day 04;35;223;0,0725;1,8382;1,5121;2,8300;25,3600;638;533;4421
Ex 3 day 04;35;224;0,0725;1,9019;1,5825;2,8300;26,2300;635;499;4421
Ex 3 day 04;35;225;0,0725;1,5565;1,3678;2,8300;21,4700;607;514;4421
Ex 3 day 04;35;226;0,0725;1,9278;1,5509;2,8300;26,5900;623;535;4421
Ex 3 day 04;36;227;0,0800;3,7505;3,0033;2,8300;46,8900;905;566;6041
Ex 3 day 04;36;228;0,0800;3,3543;2,8061;2,8300;41,9400;902;554;6041
Ex 3 day 04;36;229;0,0800;2,8005;2,1072;2,8300;35,0200;942;578;6041
Ex 3 day 04;36;230;0,0800;2,4314;1,9207;2,8300;30,4000;924;541;6041
Ex 3 day 04;36;231;0,0800;2,7792;1,9331;3,7700;34,7500;890;577;6041
Ex 3 day 04;36;232;0,0800;2,3746;1,9799;2,8300;29,6900;888;551;6041
Ex 3 day 04;36;233;0,0800;1,9132;1,7746;2,8300;23,9200;910;533;6041
Ex 3 day 04;36;234;0,0800;1,9298;1,6536;2,8300;24,1300;925;577;6041
Ex 3 day 04;36;235;0,0800;2,2805;1,6660;2,8300;28,5100;917;570;6041
Ex 3 day 04;36;236;0,0800;1,9976;0,8031;4,2400;24,9800;950;563;6041
Ex 3 day 04;36;237;0,0800;2,1120;1,5101;3,3000;26,4100;926;551;6041
Ex 3 day 04;36;238;0,0800;1,4204;1,1608;2,8300;17,7600;889;563;6041
Ex 3 day 04;37;239;0,0158;2,8171;2,0659;2,8300;178,4000;1032;586;6455
Ex 3 day 04;37;240;0,0158;2,3363;1,7852;2,8300;147,9600;1013;600;6455
Ex 3 day 04;37;241;0,0158;2,2104;1,7649;4,7100;139,9800;998;558;6455
Ex 3 day 04;37;242;0,0158;2,3308;2,0403;2,8300;147,6100;1020;559;6455
Ex 3 day 04;37;243;0,0158;2,2358;1,7631;2,8300;141,5900;992;621;6455
Ex 3 day 04;37;244;0,0158;1,6570;1,2527;2,8300;104,9300;990;609;6455
Ex 3 day 04;37;245;0,0158;2,0261;1,4918;2,8300;128,3100;1013;553;6455
Ex 3 day 04;37;246;0,0158;1,8103;1,0772;2,8300;114,6500;960;563;6455
Ex 3 day 04;37;247;0,0158;2,2689;1,5378;3,3000;143,6900;1023;546;6455
Ex 3 day 04;37;248;0,0158;1,5967;1,4486;3,7700;101,1200;984;551;6455
Ex 3 day 04;37;249;0,0158;2,2842;1,8088;2,8300;144,6600;1011;542;6455
Ex 3 day 04;37;250;0,0158;2,4662;1,9051;2,8300;156,1800;982;576;6455
Ex 3 day 04;38;251;0,0651;3,2145;2,7361;2,8300;49,4100;750;555;6161
Ex 3 day 04;38;252;0,0651;2,5927;1,7791;4,2400;39,8500;772;553;6161
Ex 3 day 04;38;253;0,0651;1,8814;1,6170;2,8300;28,9200;751;565;6161
Ex 3 day 04;38;254;0,0651;2,4116;2,1651;2,8300;37,0700;736;563;6161
Ex 3 day 04;38;255;0,0651;2,3468;2,0640;2,8300;36,0700;758;553;6161
Ex 3 day 04;38;256;0,0651;1,7515;1,4314;4,2400;26,9200;718;579;6161
Ex 3 day 04;38;257;0,0651;1,9153;1,4922;2,8300;29,4400;781;583;6161
Ex 3 day 04;38;258;0,0651;2,5640;2,0390;2,8300;39,4100;753;578;6161
Ex 3 day 04;38;259;0,0651;2,1860;1,3074;3,3000;33,6000;768;584;6161
Ex 3 day 04;38;260;0,0651;2,3956;2,0373;2,8300;36,8200;747;579;6161
Ex 3 day 04;39;261;0,1701;2,2660;1,8856;3,7700;13,3300;472;575;2987
Ex 3 day 04;39;262;0,1701;2,3204;1,6874;4,2400;13,6500;490;556;2987
Ex 3 day 04;39;263;0,1701;2,1998;1,4509;3,3000;12,9400;456;577;2987
Ex 3 day 04;39;264;0,1701;2,1866;1,5433;2,8300;12,8600;491;591;2987
Ex 3 day 04;39;265;0,1701;2,4787;2,1195;2,8300;14,5800;488;603;2987
Ex 3 day 04;39;266;0,1701;2,1782;1,8108;2,8300;12,8100;489;573;2987
Ex 3 day 04;39;267;0,1701;2,3942;2,0207;2,8300;14,0800;497;553;2987
Ex 3 day 04;39;268;0,1701;2,1114;1,7443;2,8300;12,4200;479;593;2987
Ex 3 day 04;39;269;0,1701;1,8230;1,4081;3,3000;10,7200;502;588;2987
Ex 3 day 04;39;270;0,1701;2,1306;1,6901;2,8300;12,5300;497;589;2987
Ex 3 day 04;39;271;0,1701;1,3045;1,0402;2,8300;7,6700;484;565;2987
Ex 3 day 04;39;272;0,1701;1,8072;1,5805;2,8300;10,6300;501;597;2987
Ex 3 day 04;39;273;0,1701;2,3112;1,9841;2,8300;13,5900;497;572;2987
Ex 3 day 04;39;274;0,1701;2,3787;2,0742;2,8300;13,9900;461;556;2987
Ex 3 day 04;41;275;0,0176;3,8130;2,4969;3,3000;216,4400;1054;618;5279
Ex 3 day 04;41;276;0,0176;2,9438;2,1897;2,8300;167,1000;999;639;5279
Ex 3 day 04;41;277;0,0176;2,5268;2,0803;2,8300;143,4300;1058;652;5279
Ex 3 day 04;41;278;0,0176;2,1694;1,4224;4,2400;123,1500;1054;592;5279
Ex 3 day 04;41;279;0,0176;1,6040;1,2534;2,8300;91,0500;1049;652;5279
Ex 3 day 04;41;280;0,0176;2,3008;1,4782;3,3000;130,6100;1023;644;5279
Ex 3 day 04;41;281;0,0176;1,8927;1,4081;2,8300;107,4400;1025;655;5279
Ex 3 day 04;41;282;0,0176;1,4409;1,3646;3,7700;81,7900;1023;602;5279
Ex 3 day 04;41;283;0,0176;1,9836;1,4006;2,8300;112,6000;1038;656;5279
Ex 3 day 04;41;284;0,0176;2,2601;1,8750;2,8300;128,2900;1040;612;5279
Ex 3 day 04;41;285;0,0176;1,3115;1,0645;3,3000;74,4400;1029;629;5279
Ex 3 day 04;41;286;0,0176;1,8022;1,0961;4,2400;102,3000;1038;597;5279
Ex 3 day 04;41;287;0,0176;1,4400;1,3009;2,8300;81,7400;1050;575;5279
Ex 3 day 04;44;288;0,0206;2,8064;2,2925;2,8300;136,3400;767;635;4190
Ex 3 day 04;44;289;0,0206;3,0839;2,4252;2,8300;149,8200;752;655;4190
Ex 3 day 04;44;290;0,0206;3,1794;2,0526;2,8300;154,4600;750;622;4190
Ex 3 day 04;44;291;0,0206;2,4314;1,6281;3,3000;118,1200;747;681;4190
Ex 3 day 04;44;292;0,0206;3,0968;1,8613;3,3000;150,4400;719;684;4190
