experiment;cell_id;peak_id;cell_intensity_mean;foci_intensity_peak;foci_intensity_mean_disk;foci_radius;signal_to_cell_ratio;foci_x;foci_y;cell_area
Ex 3 day 07;1;1;0,1056;2,7132;2,1732;2,8300;25,6800;826;0;3628
Ex 3 day 07;1;2;0,1056;2,7621;2,0590;3,3000;26,1400;839;0;3628
Ex 3 day 07;1;3;0,1056;2,1191;1,8554;2,8300;20,0600;847;14;3628
Ex 3 day 07;1;4;0,1056;2,2810;1,9168;2,8300;21,5900;885;16;3628
Ex 3 day 07;1;5;0,1056;2,5185;2,1115;2,8300;23,8400;871;31;3628
Ex 3 day 07;1;6;0,1056;1,7550;1,3367;2,8300;16,6100;845;27;3628
Ex 3 day 07;1;7;0,1056;2,7755;2,3221;2,8300;26,2700;859;33;3628
Ex 3 day 07;1;8;0,1056;2,2742;1,8553;2,8300;21,5300;883;56;3628
Ex 3 day 07;1;9;0,1056;1,8684;1,5170;2,8300;17,6800;892;23;3628
Ex 3 day 07;1;10;0,1056;1,7423;1,1098;4,7100;16,4900;868;50;3628
Ex 3 day 07;1;11;0,1056;1,6060;1,0526;2,8300;15,2000;872;7;3628
Ex 3 day 07;1;12;0,1056;1,5157;1,1687;2,8300;14,3500;901;57;3628
Ex 3 day 07;1;13;0,1056;2,1403;1,8108;2,8300;20,2600;891;42;3628
Ex 3 day 07;2;14;0,1995;2,9746;2,2912;3,7700;14,9100;1231;33;2841
Ex 3 day 07;2;15;0,1995;2,9178;1,9785;3,3000;14,6300;1214;0;2841
Ex 3 day 07;2;16;0,1995;2,9039;2,4773;2,8300;14,5600;1236;4;2841
Ex 3 day 07;2;17;0,1995;2,5892;2,2839;2,8300;12,9800;1206;28;2841
Ex 3 day 07;2;18;0,1995;2,0052;1,5837;2,8300;10,0500;1220;8;2841
Ex 3 day 07;2;19;0,1995;2,4927;1,9976;2,8300;12,5000;1245;0;2841
Ex 3 day 07;2;20;0,1995;1,6245;1,2458;3,3000;8,1400;1224;16;2841
Ex 3 day 07;3;21;0,1927;2,8637;2,5214;2,8300;14,8600;485;11;2508
Ex 3 day 07;3;22;0,1927;2,4198;1,7732;2,8300;12,5600;480;27;2508
Ex 3 day 07;3;23;0,1927;2,1337;1,4727;4,2400;11,0700;487;55;2508
Ex 3 day 07;3;24;0,1927;2,0241;1,7005;2,8300;10,5000;504;32;2508
Ex 3 day 07;3;25;0,1927;1,6884;1,7108;4,7100;8,7600;501;20;2508
Ex 3 day 07;3;26;0,1927;1,9496;1,3256;2,8300;10,1200;495;34;2508
Ex 3 day 07;3;27;0,1927;1,5862;1,4436;3,3000;8,2300;480;41;2508
Ex 3 day 07;3;28;0,1927;1,8987;1,4855;3,7700;9,8500;471;50;2508
Ex 3 day 07;3;29;0,1927;2,1137;1,7466;2,8300;10,9700;476;39;2508
Ex 3 day 07;4;30;0,1702;3,9189;3,2805;2,8300;23,0300;1111;55;5262
Ex 3 day 07;4;31;0,1702;2,8748;2,2961;2,8300;16,8900;1098;77;5262
Ex 3 day 07;4;32;0,1702;2,4216;2,1483;2,8300;14,2300;1108;63;5262
Ex 3 day 07;4;33;0,1702;2,7093;1,8214;2,8300;15,9200;1142;86;5262
Ex 3 day 07;4;34;0,1702;1,6107;1,5792;3,7700;9,4700;1097;48;5262
Ex 3 day 07;4;35;0,1702;2,1380;1,8737;2,8300;12,5600;1111;82;5262
Ex 3 day 07;4;36;0,1702;1,3870;1,2150;3,7700;8,1500;1095;35;5262
Ex 3 day 07;4;37;0,1702;2,4688;1,9606;2,8300;14,5100;1136;60;5262
Ex 3 day 07;4;38;0,1702;1,6113;1,4263;2,8300;9,4700;1124;100;5262
Ex 3 day 07;5;39;0,1789;3,9442;3,4359;2,8300;22,0400;637;89;4798
Ex 3 day 07;5;40;0,1789;2,6685;1,9719;3,7700;14,9100;651;79;4798
Ex 3 day 07;5;41;0,1789;2,6314;2,2474;2,8300;14,7100;672;83;4798
Ex 3 day 07;5;42;0,1789;1,8813;1,4058;4,2400;10,5100;678;64;4798
Ex 3 day 07;5;43;0,1789;1,9118;1,5717;2,8300;10,6800;652;91;4798
Ex 3 day 07;5;44;0,1789;1,7274;1,3700;2,8300;9,6500;664;70;4798
Ex 3 day 07;5;45;0,1789;1,7950;1,5161;2,8300;10,0300;649;65;4798
Ex 3 day 07;6;46;0,1734;2,7445;2,2133;2,8300;15,8200;791;85;2846
Ex 3 day 07;6;47;0,1734;2,2685;1,9706;2,8300;13,0800;774;61;2846
Ex 3 day 07;6;48;0,1734;2,4014;2,0361;2,8300;13,8500;784;80;2846
Ex 3 day 07;6;49;0,1734;2,4765;2,0346;2,8300;14,2800;762;70;2846
Ex 3 day 07;6;50;0,1734;1,5567;1,4137;3,7700;8,9800;807;72;2846
Ex 3 day 07;6;51;0,1734;2,3425;1,9628;2,8300;13,5100;799;74;2846
Ex 3 day 07;6;52;0,1734;2,0978;1,4750;3,3000;12,1000;801;60;2846
Ex 3 day 07;7;53;0,1748;4,2025;3,7186;2,8300;24,0400;549;125;3605
Ex 3 day 07;7;54;0,1748;1,8424;1,5552;3,7700;10,5400;559;141;3605
Ex 3 day 07;8;55;0,1822;2,7798;2,1214;2,8300;15,2500;982;110;3150
Ex 3 day 07;8;56;0,1822;3,2746;2,5582;2,8300;17,9700;1024;123;3150
Ex 3 day 07;8;57;0,1822;2,4325;1,9723;2,8300;13,3500;991;143;3150
Ex 3 day 07;8;58;0,1822;2,8733;2,0064;2,8300;15,7700;996;116;3150
Ex 3 day 07;8;59;0,1822;2,8787;2,1329;2,8300;15,8000;1009;98;3150
Ex 3 day 07;8;60;0,1822;2,1586;1,4845;2,8300;11,8400;1004;123;3150
Ex 3 day 07;8;61;0,1822;2,0610;1,6125;2,8300;11,3100;1008;117;3150
Ex 3 day 07;8;62;0,1822;2,9719;2,1323;2,8300;16,3100;978;140;3150
Ex 3 day 07;8;63;0,1822;2,4912;1,8561;2,8300;13,6700;990;128;3150
Ex 3 day 07;8;64;0,1822;2,2833;1,8360;2,8300;12,5300;979;123;3150
Ex 3 day 07;8;65;0,1822;1,7048;1,2226;3,3000;9,3500;1029;113;3150
Ex 3 day 07;8;66;0,1822;2,4641;1,9786;2,8300;13,5200;1000;145;3150
Ex 3 day 07;8;67;0,1822;2,2642;1,7549;2,8300;12,4200;1013;111;3150
