experiment,cell_id,peak_id,cell_intensity_mean,foci_intensity_peak,foci_intensity_mean_disk,foci_radius,signal_to_cell_ratio,foci_x,foci_y,cell_area
Ex 3 day 183,1,1,0.015,3.9877,3.1157,2.83,265.11,772,24,17351
Ex 3 day 183,1,2,0.015,3.1301,2.6122,2.83,208.1,781,53,17351
Ex 3 day 183,1,3,0.015,3.4042,2.5737,2.83,226.32,695,0,17351
Ex 3 day 183,1,4,0.015,3.152,2.4778,2.83,209.55,725,72,17351
Ex 3 day 183,1,5,0.015,3.3509,2.3919,2.83,222.78,727,34,17351
Ex 3 day 183,1,6,0.015,2.8982,2.2198,2.83,192.68,716,0,17351
Ex 3 day 183,1,7,0.015,2.6873,2.1768,2.83,178.66,747,32,17351
Ex 3 day 183,1,8,0.015,2.4794,1.6663,3.77,164.84,761,7,17351
Ex 3 day 183,1,9,0.015,2.907,2.3799,2.83,193.27,761,29,17351
Ex 3 day 183,1,10,0.015,3.2773,2.6031,2.83,217.89,762,85,17351
Ex 3 day 183,1,11,0.015,3.2403,2.7913,2.83,215.42,754,102,17351
Ex 3 day 183,1,12,0.015,2.9494,2.4,2.83,196.08,731,0,17351
Ex 3 day 183,1,13,0.015,2.7829,2.2668,2.83,185.01,711,83,17351
Ex 3 day 183,1,14,0.015,2.3014,1.778,2.83,153.01,765,92,17351
Ex 3 day 183,1,15,0.015,2.6004,1.9732,2.83,172.88,769,103,17351
Ex 3 day 183,1,16,0.015,1.9103,1.3181,3.3,127.0,806,73,17351
Ex 3 day 183,1,17,0.015,2.4321,1.9508,2.83,161.69,789,105,17351
Ex 3 day 183,1,18,0.015,2.4871,1.9385,2.83,165.35,746,8,17351
Ex 3 day 183,1,19,0.015,2.1012,1.6992,2.83,139.7,724,23,17351
Ex 3 day 183,1,20,0.015,2.7187,2.2626,2.83,180.75,858,84,17351
Ex 3 day 183,1,21,0.015,2.2751,1.9221,2.83,151.25,679,67,17351
Ex 3 day 183,1,22,0.015,1.7907,1.5298,2.83,119.05,776,92,17351
Ex 3 day 183,1,23,0.015,2.452,1.9543,2.83,163.01,792,75,17351
Ex 3 day 183,1,24,0.015,2.3654,1.6747,2.83,157.26,768,41,17351
Ex 3 day 183,1,25,0.015,2.6513,2.2324,2.83,176.27,820,92,17351
Ex 3 day 183,1,26,0.015,2.1173,1.7601,2.83,140.76,755,47,17351
Ex 3 day 183,1,27,0.015,2.4181,1.921,2.83,160.76,739,79,17351
Ex 3 day 183,1,28,0.015,2.5326,1.9887,2.83,168.37,716,68,17351
Ex 3 day 183,1,29,0.015,2.4074,1.9291,2.83,160.05,823,87,17351
Ex 3 day 183,1,30,0.015,2.0893,1.5383,2.83,138.9,736,14,17351
Ex 3 day 183,1,31,0.015,1.564,1.3699,3.3,103.98,750,78,17351
Ex 3 day 183,1,32,0.015,1.9057,1.5989,2.83,126.69,687,40,17351
Ex 3 day 183,1,33,0.015,2.4801,1.6242,3.77,164.88,726,93,17351
Ex 3 day 183,1,34,0.015,2.8835,2.1204,2.83,191.7,808,88,17351
Ex 3 day 183,1,35,0.015,2.5972,1.6609,3.3,172.67,807,20,17351
Ex 3 day 183,1,36,0.015,2.1427,1.5759,2.83,142.45,797,98,17351
Ex 3 day 183,1,37,0.015,2.435,1.9876,2.83,161.88,677,25,17351
Ex 3 day 183,1,38,0.015,1.9043,1.3822,2.83,126.6,702,53,17351
Ex 3 day 183,1,39,0.015,2.1959,1.7123,2.83,145.99,835,92,17351
Ex 3 day 183,1,40,0.015,1.5236,1.3023,2.83,101.3,785,44,17351
Ex 3 day 183,1,41,0.015,2.4719,2.0527,2.83,164.34,790,87,17351
Ex 3 day 183,1,42,0.015,1.9056,1.6039,2.83,126.69,747,91,17351
Ex 3 day 183,1,43,0.015,1.9771,1.667,2.83,131.44,725,79,17351
Ex 3 day 183,1,44,0.015,1.2862,1.1231,2.83,85.51,736,41,17351
Ex 3 day 183,1,45,0.015,0.8579,1.0998,5.66,57.04,796,61,17351
Ex 3 day 183,1,46,0.015,1.8028,1.2131,2.83,119.86,743,40,17351
Ex 3 day 183,1,47,0.015,2.1204,1.6987,2.83,140.97,689,5,17351
Ex 3 day 183,1,48,0.015,1.7243,1.1311,3.3,114.64,811,101,17351
Ex 3 day 183,1,49,0.015,2.2591,1.9465,2.83,150.19,797,87,17351
Ex 3 day 183,1,50,0.015,1.659,1.3897,2.83,110.29,718,7,17351
Ex 3 day 183,1,51,0.015,1.9361,1.6443,2.83,128.72,799,11,17351
Ex 3 day 183,1,52,0.015,1.2232,0.9473,2.83,81.32,825,76,17351
Ex 3 day 183,1,53,0.015,1.4582,0.9615,2.83,96.95,838,82,17351
Ex 3 day 183,1,54,0.015,1.4527,1.0888,3.77,96.58,711,31,17351
Ex 3 day 183,1,55,0.015,1.4082,0.9313,3.3,93.62,797,45,17351
Ex 3 day 183,1,56,0.015,1.3204,1.1197,3.77,87.78,739,21,17351
Ex 3 day 183,1,57,0.015,0.8932,1.0476,3.77,59.38,778,75,17351
Ex 3 day 183,1,58,0.015,2.5728,1.9316,2.83,171.05,697,16,17351
Ex 3 day 183,1,59,0.015,1.8322,1.323,2.83,121.81,695,44,17351
Ex 3 day 183,1,60,0.015,1.3425,1.0345,2.83,89.26,712,42,17351
Ex 3 day 183,1,61,0.015,1.6515,1.3328,2.83,109.8,680,13,17351
Ex 3 day 183,1,62,0.015,1.5685,1.0396,4.24,104.28,697,67,17351
Ex 3 day 183,1,63,0.015,1.9174,1.1892,3.3,127.47,705,49,17351
Ex 3 day 183,2,64,0.0193,3.671,3.0225,2.83,190.27,152,133,12419
Ex 3 day 183,2,65,0.0193,3.0493,2.1788,4.24,158.05,209,124,12419
Ex 3 day 183,2,66,0.0193,3.806,2.6945,3.3,197.27,204,91,12419
Ex 3 day 183,2,67,0.0193,3.5364,2.5072,3.3,183.3,153,171,12419
Ex 3 day 183,2,68,0.0193,3.1873,2.417,3.3,165.2,183,81,12419
Ex 3 day 183,2,69,0.0193,3.0365,2.2707,3.3,157.39,87,136,12419
